ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,ACC-X-Ring3,ACC-Y-Ring3,ACC-Z-Ring3,GYRO-X-Ring3,GYRO-Y-Ring3,GYRO-Z-Ring3,TEST
11.48,-5.33,17.18,5.91,-2.1,4.69,2.87,-18.66,10.31,-0.83,-4.2,-1.76,5.37,13.82,-9.09,7.76,4.05,0.49,2
11.85,-3.95,16.84,-4.3,-4.64,3.71,3.1,-16.31,10.26,-11.43,14.75,-1.46,7.23,14.66,-8.96,20.95,19.53,-26.07,2
15.91,0.76,17.11,-23.68,98.44,-43.02,3.35,-19.24,13.19,-7.32,28.56,7.37,7.48,15.15,-12.41,46.78,87.79,-24.41,2
7.11,-6.23,20.34,-66.16,90.77,-24.76,1.46,-20.13,10.68,4.3,12.4,7.08,8.5,13.81,-8.64,3.95,25.0,-18.6,2
-4.6,-3.46,17.25,58.35,127.05,-50.34,1.21,-19.13,9.47,14.99,12.89,3.47,6.83,15.05,-8.77,-1.17,31.54,-17.53,2
-6.96,-3.33,20.21,32.76,89.94,-15.53,-0.52,-18.91,9.06,1.32,0.05,1.22,8.0,15.11,-8.76,6.69,-2.34,-1.42,2
-5.15,-3.42,20.3,-20.56,-27.69,1.66,0.2,-19.43,9.25,-0.83,0.83,-2.98,6.64,13.8,-8.24,1.07,0.49,-2.0,2
-5.53,-2.63,20.65,5.32,0.88,1.12,0.31,-19.21,9.12,-1.27,-0.78,0.44,6.17,14.39,-8.64,-4.05,1.32,-0.59,2
-4.71,-3.78,20.97,-7.13,-5.71,-1.07,0.33,-19.36,9.54,2.39,-0.1,0.05,7.21,14.97,-8.31,0.73,2.93,-0.39,2
-4.8,-3.84,21.21,-4.74,-6.35,0.29,0.35,-19.37,9.56,0.24,-0.34,-2.1,7.26,15.01,-8.46,1.27,2.34,-1.07,2
-5.25,-2.44,20.85,0.49,-7.81,-0.83,0.41,-19.38,9.53,-0.0,-1.03,-0.49,7.6,14.76,-8.26,-1.61,1.51,-3.91,2
-4.7,-3.31,20.96,3.17,-3.03,2.2,0.38,-19.32,9.5,1.66,-0.78,-0.05,7.45,14.85,-8.18,-0.29,1.27,-0.24,2
-4.93,-3.68,21.03,-2.1,-7.52,1.51,0.63,-18.97,9.63,0.54,0.1,0.34,7.06,15.25,-8.31,2.2,0.59,-0.68,2
-5.12,-4.01,20.9,-2.15,-3.71,0.63,0.38,-19.26,9.5,0.2,-0.83,1.12,6.92,15.28,-8.45,2.29,2.15,-1.12,2
-5.17,-3.97,20.75,-1.51,-1.95,-1.22,0.43,-19.36,9.42,-0.73,-0.93,-0.15,7.36,15.02,-8.17,-0.39,0.73,-1.17,2
-5.06,-3.5,20.78,-1.81,-2.0,0.59,0.41,-19.29,9.45,0.73,-0.29,-0.2,6.73,14.36,-8.14,0.24,-0.2,0.29,2
-4.55,-4.07,21.0,1.51,1.37,-0.2,0.41,-19.31,9.52,-1.76,-1.22,-0.39,6.52,15.28,-8.65,-0.54,4.69,-2.98,2
-4.57,-3.93,20.96,-0.93,-2.2,0.44,0.42,-19.32,9.6,2.69,-0.15,-1.17,6.64,14.93,-8.44,0.15,3.66,0.49,2
-8.61,-8.77,15.61,-58.11,-195.12,91.5,-0.42,-22.28,10.07,20.02,-7.28,20.17,3.06,16.21,-12.75,32.23,71.14,-43.41,3
18.66,-2.82,19.35,94.97,-98.05,33.25,1.81,-18.88,8.86,-3.91,4.98,-15.82,6.77,15.53,-11.35,16.21,22.75,-18.51,3
13.3,-5.51,17.43,-20.26,-30.96,19.92,2.27,-20.37,10.48,-14.75,-2.64,-9.08,7.01,13.98,-8.87,1.95,19.14,-13.53,3
11.37,-5.49,17.04,-9.38,2.59,3.27,1.64,-16.18,10.46,-15.53,18.8,-7.13,6.65,14.99,-9.57,3.47,14.4,-7.42,3
3.76,-9.43,16.64,-60.6,86.82,-29.1,1.96,-19.78,9.32,-8.89,10.16,3.17,6.15,14.93,-9.66,2.98,12.16,-6.49,3
3.69,-4.87,19.92,-11.18,111.87,-48.14,0.81,-20.52,7.66,-15.09,-1.32,8.2,6.67,15.36,-9.4,4.83,5.37,-1.81,3
2.26,-8.47,20.78,25.59,74.61,-19.68,0.33,-20.32,7.6,1.32,4.35,-1.22,6.76,14.95,-8.92,-0.05,0.73,0.2,3
-2.5,-5.63,21.42,12.79,57.81,-10.89,0.1,-20.41,7.15,-6.4,2.2,4.59,6.8,15.65,-9.08,4.05,1.71,0.73,3
-6.32,-3.61,20.21,4.15,27.88,-7.81,-0.07,-20.06,7.21,1.03,1.71,2.98,6.4,14.5,-8.86,0.49,0.1,1.66,3
-3.78,-3.82,21.18,-2.69,-11.91,0.59,0.02,-20.41,7.47,3.03,0.78,3.27,6.02,14.72,-9.08,-1.22,3.22,-1.76,3
-5.45,-4.79,20.22,-15.28,-17.63,-4.79,-0.08,-20.26,7.37,-0.49,-2.1,2.1,6.28,15.33,-9.27,1.66,3.86,-2.34,3
-7.18,-4.82,20.18,4.44,3.66,0.93,-0.06,-20.18,7.6,-1.61,-1.12,-1.32,6.25,15.19,-9.22,2.39,2.05,0.1,3
-6.78,-5.06,20.02,-0.29,-3.08,-0.34,0.1,-20.14,7.47,1.86,-0.93,-1.95,6.27,14.68,-9.18,-0.54,2.54,-1.51,3
-6.33,-5.14,20.36,-1.9,-1.22,-0.15,0.04,-20.25,7.33,-0.0,-0.2,-0.49,6.15,15.09,-9.13,-2.34,3.17,-2.78,3
-4.84,-4.9,20.73,0.29,-3.76,1.51,-0.02,-20.26,7.27,0.24,-0.88,0.1,6.29,15.44,-9.0,2.39,3.17,-1.56,3
-5.55,-5.58,20.7,-1.9,-0.29,-0.88,0.13,-20.19,7.43,-1.07,-0.73,-0.98,6.27,15.26,-8.97,0.34,3.56,-1.95,3
-4.41,-5.63,20.86,-3.71,-3.96,0.63,0.06,-20.3,7.64,1.32,0.0,0.2,6.02,15.13,-9.06,0.83,4.15,-2.15,3
-5.32,-4.64,20.41,-2.05,-5.08,0.34,0.07,-20.23,7.67,0.68,0.0,0.24,6.39,15.3,-9.12,1.95,2.44,-1.95,3
-4.43,-5.52,20.66,-1.07,-2.59,1.17,0.03,-20.28,7.58,2.93,1.46,-0.83,6.65,14.84,-8.82,1.27,1.76,0.24,3
-5.1,-5.01,20.36,-2.25,-4.1,1.27,0.11,-20.17,7.66,0.88,0.05,0.05,6.36,14.55,-8.71,-0.49,1.37,-1.9,3
-4.31,-5.91,20.83,-6.54,1.76,-2.83,1.43,-19.31,9.47,18.9,11.91,10.89,3.31,15.46,-11.25,0.05,-3.66,-5.08,4
-10.02,-8.62,13.29,-26.03,-151.32,72.61,1.37,-20.05,9.07,-3.66,-4.93,-0.49,3.3,13.32,-9.36,23.1,18.9,-6.35,4
13.87,-10.95,17.73,68.41,-227.0,65.48,-0.83,-19.34,6.87,-37.79,21.92,-10.5,4.72,16.46,-13.97,58.79,102.93,-30.03,4
13.62,-4.13,19.31,-3.71,-31.45,15.04,-1.63,-13.69,4.66,3.52,0.59,12.06,4.82,13.54,-11.09,3.95,28.17,-26.46,4
8.65,-4.33,16.99,-8.11,-12.01,7.81,-0.16,-21.21,6.59,-6.74,3.27,0.29,4.99,13.97,-10.18,2.59,18.46,-13.38,4
15.02,-0.69,18.66,-4.93,124.07,-64.55,-0.77,-19.59,7.43,8.5,3.52,-1.07,6.0,13.8,-10.16,0.73,1.66,1.95,4
7.14,-15.41,23.58,-63.67,55.13,-21.0,-0.52,-20.25,7.2,-0.0,-3.42,-0.49,5.42,14.91,-10.62,-2.34,2.25,-1.12,4
-5.37,-7.63,18.39,51.03,134.96,-16.6,-0.45,-20.24,7.62,2.59,0.49,-2.78,6.16,13.78,-9.59,1.9,-0.49,1.17,4
-5.87,-4.01,19.48,-12.06,-15.04,-3.91,-0.34,-20.35,7.46,-1.32,-1.37,0.83,5.51,14.36,-9.94,2.15,-1.95,1.07,4
-5.21,-6.43,20.88,2.78,2.15,2.93,-0.28,-20.18,7.73,1.07,-1.71,0.78,5.46,14.71,-10.65,-0.44,10.25,-5.42,4
-5.09,-5.81,20.48,-4.35,-0.68,-4.15,-0.45,-20.25,7.2,0.29,-1.32,-1.76,6.93,14.31,-8.74,4.1,-5.47,5.08,4
-3.7,-5.66,20.71,1.12,0.0,1.12,-0.42,-20.25,7.8,-2.49,-3.96,0.1,5.6,14.18,-10.02,-0.63,1.46,-1.27,4
-4.4,-5.89,20.26,-3.56,-3.52,0.59,-0.28,-20.3,7.28,1.32,-1.17,-0.15,5.11,14.55,-10.01,-1.32,2.49,-0.73,4
-4.35,-7.05,20.57,-4.49,-4.74,-0.39,-0.78,-19.93,7.69,2.93,1.76,-0.24,4.74,13.19,-10.01,-2.1,2.39,-2.34,4
-5.13,-5.01,20.37,-0.59,4.98,-0.88,-0.11,-20.21,7.35,2.59,-0.54,0.0,5.96,15.47,-9.77,1.86,2.73,0.24,4
-5.07,-6.03,20.0,0.29,0.29,1.17,-0.2,-20.08,7.66,-2.1,-0.59,-0.68,5.92,15.31,-9.9,1.86,3.71,-1.86,4
-3.57,-6.3,20.1,0.83,-3.61,3.08,-0.3,-19.97,7.96,1.86,-0.88,-0.24,6.09,14.91,-9.67,2.98,0.24,-0.29,4
-3.73,-6.09,20.89,1.12,-5.57,0.78,-0.2,-20.23,7.77,-1.07,-3.12,0.05,5.61,14.55,-9.78,-0.15,1.95,-0.54,4
-3.59,-6.19,21.11,1.03,-5.71,0.1,-0.48,-20.02,7.69,1.37,0.98,-2.98,5.4,14.11,-9.83,-1.51,4.39,-0.88,4
-4.12,-5.81,20.53,2.73,-3.56,1.17,-0.24,-20.02,7.81,1.22,-2.0,0.34,5.39,14.84,-10.1,2.39,1.37,-0.15,4
2.14,-14.46,15.36,-18.02,-194.73,72.71,-1.41,-19.01,8.36,-3.61,-1.61,3.27,5.24,15.08,-6.99,10.01,4.69,-8.84,5
19.68,1.66,24.54,67.28,-67.38,18.07,-0.58,-21.91,6.59,-36.47,15.19,-11.77,4.13,18.12,-12.86,84.52,123.78,-27.59,5
10.44,-5.59,18.02,2.29,-0.24,4.98,-1.07,-21.06,6.74,-4.39,4.54,13.82,5.62,13.72,-8.99,0.34,8.59,-21.24,5
13.67,-0.78,17.81,-25.49,146.63,-54.15,-0.52,-20.2,6.42,1.61,6.79,0.44,5.09,15.27,-10.37,-2.59,11.57,-3.42,5
2.44,-11.91,20.67,-62.06,68.51,-43.8,-0.77,-19.85,6.31,3.08,-0.44,0.34,5.97,15.47,-9.44,2.88,5.86,-2.83,5
-3.96,-6.42,19.57,43.12,71.19,-8.89,-0.56,-20.59,6.37,-1.42,-0.83,-2.54,5.99,15.52,-9.22,2.34,-3.56,0.88,5
-9.13,-4.36,18.86,5.08,2.1,-6.74,-0.56,-20.52,6.51,1.61,-0.88,-0.05,5.29,14.66,-9.66,0.98,-1.12,-0.1,5
-4.97,-8.23,20.98,-6.69,4.98,-7.71,-0.57,-20.66,6.44,-1.81,-0.98,0.63,5.19,15.17,-9.69,-0.88,2.29,-3.27,5
-3.44,-6.8,20.46,-1.42,0.39,-0.98,-0.51,-20.46,6.49,1.07,-0.49,0.73,5.63,15.31,-9.64,2.78,2.69,-1.37,5
-2.7,-7.53,20.91,-5.27,-7.03,0.59,-0.6,-20.45,6.61,-0.2,-0.54,-0.44,5.54,15.3,-9.52,2.0,-0.39,-0.29,5
-4.0,-6.58,20.0,-0.15,-2.0,-0.44,-0.63,-20.53,6.51,0.2,-1.17,0.63,5.3,14.99,-9.3,0.44,-0.15,0.63,5
-4.04,-7.24,20.18,-1.61,-4.44,0.54,-0.58,-20.52,6.64,0.2,-1.81,-0.78,4.85,15.15,-9.58,-0.15,0.44,-1.03,5
-4.07,-7.33,20.03,-0.44,-2.83,0.54,-0.48,-20.55,6.53,1.56,-0.78,-0.44,5.17,15.11,-9.43,1.22,1.12,0.34,5
-4.02,-7.52,20.35,0.24,-1.71,0.93,-0.5,-20.58,6.5,-0.2,-0.49,-0.2,5.39,15.47,-9.48,1.66,2.15,-1.76,5
-4.13,-7.6,20.02,-0.54,1.17,0.2,-0.63,-20.54,6.49,1.27,-0.68,0.24,5.27,15.2,-9.42,0.83,2.83,-1.32,5
-2.93,-7.54,20.39,-0.59,1.32,0.29,-0.51,-20.52,6.63,-0.83,1.12,-0.29,5.56,15.08,-9.37,1.81,-0.39,0.2,5
-3.62,-7.29,20.04,-0.39,0.34,0.29,-0.64,-20.58,6.26,-1.22,0.88,0.44,4.82,14.82,-9.21,1.07,0.88,-0.98,5
-3.61,-7.52,20.23,1.81,-2.1,0.88,-0.4,-20.51,6.6,-0.1,-0.05,0.2,5.7,15.99,-9.54,3.03,1.51,-1.22,5
-3.26,-7.33,20.04,0.54,-3.12,1.12,-0.56,-20.48,6.57,1.17,0.98,-1.32,5.25,15.25,-9.19,2.64,0.63,0.59,5
-2.89,-7.19,20.54,3.76,-4.49,1.22,-0.46,-20.57,6.64,-1.03,0.49,0.1,5.05,15.14,-9.38,0.54,1.03,-0.93,5
2.22,-3.81,17.86,25.63,-125.05,52.98,2.13,-16.81,9.71,31.4,1.81,2.59,6.19,12.74,-12.07,-21.53,-69.87,31.88,6
12.64,-0.08,22.48,30.37,-58.11,20.31,2.85,-18.75,11.38,4.05,-5.32,7.18,1.97,14.54,-14.52,-2.1,8.01,3.03,6
10.12,-0.28,17.82,13.67,-3.66,4.1,3.08,-18.06,11.04,-1.56,-0.78,-0.39,3.9,11.92,-12.47,-3.47,4.88,-0.39,6
10.68,-0.65,18.11,-2.69,-8.69,5.22,4.28,-18.09,12.01,-8.79,3.56,3.71,6.47,10.23,-10.46,44.14,8.4,-22.41,6
9.63,2.29,17.57,-35.89,130.22,-52.49,2.94,-23.81,9.48,-30.47,-5.96,36.47,3.02,13.25,-16.75,30.57,102.98,-33.06,6
10.56,-16.12,23.49,-44.68,18.55,-0.78,2.78,-19.57,8.96,2.54,5.71,4.79,6.61,10.79,-13.06,14.55,26.9,-12.16,6
-5.21,0.91,20.52,63.67,106.1,-17.14,0.59,-17.73,9.18,2.59,11.62,8.94,4.61,10.83,-13.1,-6.98,25.05,-12.4,6
-8.64,-1.17,19.56,-10.4,17.82,-19.82,1.31,-18.76,9.93,2.39,-0.54,0.15,7.65,11.36,-11.73,-0.29,8.06,-2.88,6
-3.45,-1.27,21.56,-2.49,0.83,-2.29,1.3,-18.79,10.18,0.24,-1.51,-0.98,7.23,11.78,-11.99,1.86,3.32,-0.29,6
-2.87,-0.62,21.29,2.15,-6.35,1.42,1.45,-18.85,10.27,4.39,0.54,-0.1,7.27,12.58,-12.19,1.32,5.27,-1.42,6
-2.31,-1.37,21.52,-0.2,-1.95,2.2,1.31,-18.93,9.88,-3.32,-0.68,-0.73,8.02,12.5,-11.58,2.15,2.0,-0.88,6
-3.15,-1.13,21.44,0.1,-5.42,1.32,1.46,-18.79,10.15,-1.03,-0.2,-1.71,8.03,12.8,-11.66,0.78,5.32,-2.64,6
-3.35,-1.01,21.19,-0.73,-2.29,0.2,1.5,-18.92,10.24,0.63,0.29,-3.32,8.05,12.24,-11.4,2.83,1.81,2.78,6
-2.74,-1.12,21.34,-1.9,-3.12,0.54,1.68,-18.86,10.39,-0.44,-0.05,-3.37,7.05,11.94,-11.57,-1.22,2.25,-0.78,6
-3.65,-1.34,21.07,-0.88,-2.49,-0.59,1.77,-18.54,10.27,-0.39,-0.73,-3.71,7.76,12.39,-11.53,0.98,4.1,0.88,6
-2.78,-0.35,21.34,2.34,-1.9,0.05,1.84,-18.89,10.39,-1.71,-2.0,1.32,7.68,12.08,-11.47,-1.66,1.12,-2.05,6
-2.91,-1.44,21.15,2.34,-2.1,2.0,1.78,-18.86,10.34,0.1,-1.71,0.73,7.93,12.53,-11.27,2.39,2.25,0.34,6
-3.21,-1.6,21.43,-1.07,0.63,-0.05,1.82,-18.76,10.19,-1.56,-0.2,-0.2,7.53,12.08,-11.24,0.49,-0.68,0.1,6
-2.91,-1.05,21.24,2.05,-3.03,1.71,1.61,-18.63,10.33,1.27,-0.29,1.56,8.22,12.38,-11.32,2.15,0.29,-0.54,6
-3.32,-1.68,21.46,-4.15,-0.88,-0.88,1.48,-18.82,10.24,-0.83,-0.1,1.17,7.58,11.79,-11.33,-0.24,0.73,0.0,6
14.57,-2.49,15.2,119.29,-170.95,50.24,-1.19,-17.52,9.35,0.68,2.83,-0.68,6.82,11.42,-12.71,-81.79,-134.23,29.54,7
12.12,-2.83,18.49,-5.22,-29.74,15.53,-1.53,-18.89,7.37,-30.86,51.03,-21.19,5.92,14.05,-11.6,-24.51,17.58,1.37,7
11.06,-1.45,17.17,-11.62,-0.78,2.34,-1.07,-20.51,7.95,-9.08,16.8,3.17,6.01,11.93,-10.15,9.52,-4.98,-1.9,7
7.56,0.8,13.54,-57.32,212.01,-117.38,-2.35,-19.46,7.78,8.59,7.86,6.45,7.27,9.22,-12.36,77.98,162.89,-42.04,7
-1.41,-10.22,20.42,10.79,61.23,-16.36,0.01,-20.81,8.94,-2.78,-3.42,-0.15,6.04,10.91,-12.72,-9.03,24.85,-21.04,7
1.13,-5.2,20.62,-3.56,16.16,-5.91,-1.24,-19.96,8.64,-0.78,-1.12,-0.83,8.57,12.56,-10.04,9.96,7.62,2.44,7
-4.58,-2.41,20.02,4.54,-10.11,4.74,-0.46,-20.36,8.96,-1.76,-5.08,-2.05,9.07,12.23,-10.33,-0.24,-5.22,-0.24,7
-2.62,-5.4,20.7,-0.54,-6.01,-0.15,-0.69,-21.97,8.87,-9.03,0.0,0.83,7.93,12.58,-10.88,-0.44,-0.54,-2.64,7
-1.08,-5.1,21.45,0.39,-3.52,0.29,-1.03,-19.92,8.66,2.88,1.27,0.39,7.22,12.59,-11.17,-2.0,3.37,-4.1,7
-0.74,-4.83,21.14,-7.91,-3.08,-1.27,-1.2,-19.56,8.88,3.71,2.1,-0.68,7.95,12.73,-10.49,0.98,2.29,-1.42,7
-0.77,-4.44,21.1,3.42,0.98,0.34,-1.08,-20.06,8.66,-1.66,-1.61,-1.71,8.17,12.34,-10.36,0.29,-2.73,0.83,7
-0.3,-5.08,21.24,-0.34,-0.63,0.29,-0.88,-19.84,8.63,-0.73,-2.1,-1.86,7.79,12.82,-10.89,0.2,0.44,0.0,7
-0.76,-4.89,21.31,1.56,-3.37,1.37,-0.96,-19.92,8.52,-0.93,-1.17,-0.39,7.74,12.41,-10.54,-0.49,1.71,-0.68,7
-1.27,-4.48,21.05,3.22,-3.47,1.56,-1.39,-19.12,8.1,-0.78,-0.54,0.24,7.84,12.62,-10.74,0.44,1.12,0.63,7
-1.29,-5.05,21.18,-0.78,-2.88,0.98,-1.08,-19.81,8.43,-1.07,0.34,-0.24,7.83,12.84,-10.8,0.63,3.17,-1.81,7
-1.02,-5.63,20.68,-3.22,-2.69,1.07,-0.99,-20.25,8.38,-0.44,-0.2,-0.98,8.08,12.6,-10.47,0.88,1.42,-1.22,7
-0.91,-4.96,20.93,-1.03,-2.1,0.93,-0.47,-19.94,8.82,-0.49,-1.22,-0.78,8.34,13.15,-10.64,0.54,1.22,-0.39,7
-0.77,-5.14,21.03,-0.54,0.24,0.2,-0.95,-20.14,8.24,-1.32,-1.32,-1.56,7.65,12.71,-10.51,0.68,0.63,-0.05,7
-0.53,-4.48,21.0,2.39,-0.24,0.29,-0.66,-19.96,8.49,-1.27,-2.0,-1.66,7.57,12.49,-10.83,-0.24,1.07,-0.63,7
-0.7,-5.41,21.14,-0.15,-2.83,1.22,-0.95,-19.85,8.24,-0.63,-1.12,-1.66,7.8,12.67,-10.53,-0.44,2.73,-0.44,7
3.29,-7.04,16.25,73.68,-229.83,100.49,-0.36,-18.27,10.04,-1.81,-0.44,13.53,11.62,3.18,-12.18,-33.64,38.33,31.05,8
6.5,1.71,18.43,-24.12,3.42,14.06,-0.84,-18.06,10.04,3.56,-5.03,2.34,4.74,13.72,-13.2,-8.15,2.69,-2.2,8
8.71,0.17,16.68,3.86,-3.91,10.4,1.66,-14.86,11.74,-17.48,7.71,2.1,4.76,13.12,-12.77,12.99,3.52,1.51,8
11.24,0.2,17.2,0.05,-5.22,3.76,-1.21,-18.27,9.15,3.66,59.52,2.05,17.2,14.41,-8.02,41.41,25.29,-59.52,8
11.88,5.42,18.0,-39.26,162.06,-69.34,-3.67,-21.82,7.83,0.44,11.96,10.16,4.06,13.01,-15.3,4.93,75.88,-19.09,8
7.02,-9.83,22.88,-32.76,93.65,-36.33,-2.94,-19.57,9.35,-1.12,-7.13,-3.91,8.35,12.59,-10.73,-2.15,3.32,-8.94,8
-3.42,-3.23,20.11,-0.59,14.89,-1.86,-3.5,-19.18,8.75,-0.44,3.22,2.78,7.48,11.18,-11.0,-4.69,3.86,-6.15,8
-2.24,-1.6,21.74,0.88,-2.2,1.71,-2.77,-20.2,9.06,1.12,0.68,14.7,7.81,12.88,-10.96,2.83,1.46,-2.05,8
-2.61,-2.55,20.9,-14.36,-1.37,-6.2,-3.13,-19.39,9.22,-2.49,-2.69,-2.2,7.73,12.18,-10.9,3.56,3.17,-2.64,8
-2.0,-2.35,21.45,3.22,2.98,-0.05,-2.92,-19.68,9.15,-1.76,-3.03,-1.81,7.54,11.87,-11.11,-1.76,0.68,-1.46,8
-1.58,-2.64,21.55,-7.47,-9.18,0.0,-3.11,-19.33,8.98,0.44,-0.98,-0.49,8.24,12.9,-11.18,2.05,0.88,-0.63,8
-2.57,-2.58,21.41,-0.29,-8.35,1.86,-3.2,-19.59,8.9,-0.29,-0.05,0.39,7.74,12.26,-11.05,0.88,1.9,-1.81,8
-2.88,-2.86,21.12,1.76,-3.81,0.59,-2.8,-19.38,8.94,0.63,0.29,0.05,8.11,12.58,-10.78,-0.63,0.63,-2.0,8
-2.87,-3.58,21.08,-2.2,-2.25,0.44,-2.85,-19.52,9.18,0.29,0.68,1.61,7.96,12.68,-11.12,1.95,1.86,-0.78,8
-2.89,-2.9,21.18,-4.2,-0.39,-0.1,-2.89,-19.35,9.11,-0.24,-0.93,-2.39,8.29,12.91,-11.3,2.98,0.73,-0.93,8
-2.75,-2.35,21.21,-3.08,0.0,0.98,-2.97,-19.26,9.0,0.34,-1.46,-0.98,7.52,12.36,-11.09,0.78,2.2,0.0,8
-2.04,-2.09,21.35,1.66,-2.34,0.15,-2.82,-19.28,9.06,0.44,1.27,1.27,7.77,12.41,-11.03,-1.03,3.52,-0.98,8
-2.52,-2.4,21.22,2.44,-3.71,1.81,-2.79,-19.71,9.07,0.34,0.88,-0.83,8.0,12.7,-11.16,2.15,1.51,-0.59,8
-2.45,-2.42,21.09,-1.17,-1.66,0.83,-2.54,-19.49,9.27,-1.03,-1.27,-0.68,7.92,12.54,-10.9,1.9,0.88,0.29,8
-2.63,-2.46,21.28,-1.66,0.63,-0.1,-2.61,-19.48,9.17,-0.15,-0.73,-1.95,7.69,12.78,-11.31,1.81,2.05,-0.54,8
8.72,-1.72,17.96,7.86,16.65,7.32,-4.05,-20.08,6.96,5.71,8.25,11.87,8.28,12.79,-10.45,4.74,-4.69,2.69,9
21.77,4.14,20.8,3.27,94.29,-47.71,-3.59,-19.3,8.92,0.73,-5.81,-4.1,6.91,11.41,-11.42,-2.78,1.51,-0.98,9
2.34,-11.37,20.95,-102.3,124.22,-72.56,-4.11,-19.74,8.27,-2.78,0.93,1.03,7.88,12.97,-11.12,-2.15,5.32,-5.37,9
-7.93,-1.38,18.49,32.32,17.58,1.42,-4.22,-19.64,8.4,3.37,0.59,1.56,8.42,12.73,-10.63,6.79,-0.68,1.22,9
