ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,ACC-X-Ring3,ACC-Y-Ring3,ACC-Z-Ring3,GYRO-X-Ring3,GYRO-Y-Ring3,GYRO-Z-Ring3,TEST
-1.04,-2.5,21.45,-2.0,-4.49,-0.83,-1.61,2.65,-19.59,-0.29,-0.2,0.05,9.5,-12.71,13.8,-1.22,0.44,-1.27,4
-0.87,-1.75,21.46,-1.37,-1.51,0.39,-1.62,2.67,-19.57,-0.24,-0.24,0.05,9.48,-12.75,13.78,-1.27,0.39,-1.22,4
-1.02,-1.65,20.6,-1.47,-2.73,-0.73,-1.59,2.62,-19.58,-0.05,-0.34,0.05,9.47,-12.73,13.8,-1.17,0.29,-1.22,4
-0.79,-2.37,21.39,0.44,-0.15,1.27,-1.68,2.64,-19.65,0.59,-0.34,0.05,9.53,-12.84,13.9,-1.22,0.39,-1.22,4
-0.66,-1.96,21.17,-1.17,-1.37,1.22,-1.67,2.59,-19.65,0.34,-0.29,0.0,9.43,-12.78,13.82,-1.32,0.39,-1.22,4
-0.65,-2.26,21.63,0.29,-2.29,0.63,-1.65,2.63,-19.6,-0.44,-0.24,0.05,9.45,-12.78,13.81,-1.32,0.34,-1.22,4
-0.74,-2.25,21.03,0.34,-0.49,0.2,-1.6,2.65,-19.52,-0.73,-0.29,0.05,9.46,-12.73,13.79,-1.27,0.44,-1.22,4
-0.71,-2.49,21.26,-0.54,-2.29,1.51,-1.61,2.64,-19.53,-0.93,-0.39,-0.05,9.45,-12.73,13.79,-1.22,0.44,-1.27,4
-0.62,-2.85,21.48,-1.61,-2.73,0.83,-1.63,2.68,-19.53,-0.54,-0.34,0.05,9.47,-12.74,13.76,-1.22,0.44,-1.27,4
-0.57,-2.27,21.46,-0.39,-1.07,2.05,-1.59,2.63,-19.52,-0.59,-0.29,0.0,9.47,-12.7,13.78,-1.22,0.49,-1.22,4
-0.64,-2.44,21.5,-0.0,-2.0,1.56,-1.59,2.71,-19.59,0.15,-0.34,0.0,9.56,-12.75,13.78,-1.27,0.44,-1.27,4
-0.54,-2.29,21.21,-0.63,-1.95,0.59,-1.57,2.66,-19.62,0.34,-0.29,0.0,9.51,-12.74,13.76,-1.27,0.39,-1.17,4
-0.47,-2.41,21.34,-0.1,-1.81,1.27,-1.55,2.61,-19.6,0.1,-0.29,0.0,9.51,-12.71,13.8,-1.32,0.44,-1.27,4
-15.73,-0.86,-16.92,16.94,64.5,21.48,-1.6,2.65,-19.57,0.2,-0.34,0.0,9.46,-12.73,13.79,-1.27,0.34,-1.37,5
-17.47,0.08,-9.06,-14.8,-128.27,12.79,-1.61,2.64,-19.56,0.34,-0.24,0.05,9.48,-12.75,13.76,-1.32,0.34,-1.22,5
-15.69,-0.54,10.16,-16.6,-232.67,-69.68,-1.61,2.65,-19.61,0.05,-0.24,0.05,9.49,-12.75,13.81,-1.27,0.34,-1.12,5
-4.78,-1.4,22.37,55.62,-224.85,-24.27,-1.59,2.67,-19.56,-0.73,-0.44,0.0,9.5,-12.71,13.78,-1.27,0.29,-1.22,5
-1.58,-2.92,31.65,17.63,-108.94,-25.24,-1.6,2.68,-19.53,-0.68,-0.39,0.05,9.48,-12.73,13.8,-1.22,0.44,-1.27,5
-2.81,0.41,18.02,11.13,-1.27,5.66,-1.6,2.67,-19.54,-0.34,-0.34,0.0,9.49,-12.73,13.8,-1.32,0.29,-1.22,5
-2.45,0.71,21.74,-16.02,-12.11,6.64,-1.66,2.64,-19.53,0.15,-0.24,0.05,9.44,-12.76,13.8,-1.27,0.44,-1.22,5
-2.62,-0.91,21.31,-9.67,-2.0,-3.27,-1.65,2.64,-19.58,0.15,-0.29,0.05,9.46,-12.74,13.79,-1.27,0.39,-1.22,5
-2.18,-0.46,20.8,-4.44,-2.93,1.12,-1.61,2.63,-19.59,-0.0,-0.34,0.05,9.49,-12.76,13.8,-1.27,0.49,-1.27,5
-2.33,-1.55,21.43,-5.71,-5.37,-2.39,-1.62,2.66,-19.58,0.15,-0.29,0.0,9.47,-12.75,13.8,-1.22,0.34,-1.22,5
-2.05,-1.06,21.34,-1.27,-2.88,1.37,-1.61,2.64,-19.57,0.2,-0.29,0.05,9.46,-12.73,13.8,-1.27,0.34,-1.32,5
-1.89,-1.35,21.25,0.59,-1.37,-0.98,-1.61,2.63,-19.6,0.24,-0.34,0.05,9.48,-12.74,13.79,-1.27,0.49,-1.32,5
-1.75,-0.74,21.48,-3.61,-3.17,1.07,-1.6,2.62,-19.6,0.1,-0.24,0.0,9.47,-12.74,13.81,-1.27,0.34,-1.27,5
-1.95,-1.44,21.37,-0.0,-1.9,0.34,-1.61,2.63,-19.59,-0.34,-0.24,0.0,9.47,-12.73,13.81,-1.27,0.44,-1.32,5
-1.9,-1.62,21.47,-0.15,-2.88,-0.15,-1.64,2.63,-19.56,-0.49,-0.34,0.0,9.44,-12.72,13.76,-1.27,0.34,-1.22,5
-1.8,-1.51,21.4,0.1,-2.44,0.83,-1.6,2.64,-19.6,-0.34,-0.29,0.1,9.48,-12.75,13.8,-1.27,0.49,-1.32,5
-1.75,-1.51,21.45,-0.73,-1.46,1.12,-1.65,2.66,-19.56,-0.29,-0.29,0.05,9.47,-12.75,13.8,-1.32,0.39,-1.17,5
-1.67,-1.52,21.56,1.27,-1.61,1.86,-1.62,2.62,-19.56,-0.29,-0.24,0.0,9.48,-12.73,13.79,-1.27,0.34,-1.17,5
-1.74,-2.26,21.7,-0.73,-2.69,-0.68,-1.62,2.66,-19.6,-0.2,-0.29,-0.05,9.48,-12.76,13.8,-1.17,0.39,-1.32,5
-1.63,-1.99,21.41,0.15,-1.37,0.49,-1.61,2.64,-19.57,0.05,-0.29,0.0,9.48,-12.73,13.81,-1.27,0.44,-1.37,5
