ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,ACC-X-Ring3,ACC-Y-Ring3,ACC-Z-Ring3,GYRO-X-Ring3,GYRO-Y-Ring3,GYRO-Z-Ring3,TEST
4.07,-11.86,18.81,-33.84,19.29,-28.03,2.65,-17.0,14.84,-5.03,4.1,0.2,-11.75,14.49,11.62,-5.27,-9.33,-2.1,1
3.76,-10.36,21.25,-5.42,3.08,1.46,1.64,-14.97,17.37,4.88,5.86,6.4,-15.18,13.97,8.52,-8.25,10.4,-6.1,1
1.15,-6.64,22.21,6.15,11.52,5.52,0.42,-14.18,17.61,7.37,7.42,19.14,-15.78,14.72,7.82,-5.37,13.96,-8.4,1
0.61,-5.22,22.18,3.08,16.31,16.06,-1.2,-11.03,16.23,7.62,10.4,27.73,-14.2,10.98,6.43,-21.88,18.95,-15.43,1
-0.4,-3.54,19.77,10.74,16.11,22.9,-0.83,-10.05,16.47,11.96,-10.6,20.26,-15.7,10.02,4.66,-1.03,22.41,-6.45,1
-1.99,-1.22,18.98,12.26,-8.3,20.75,-0.1,-14.07,17.88,-13.92,-7.08,9.77,-15.89,11.08,6.2,3.61,9.42,-5.08,1
-1.54,-3.57,20.78,9.08,-1.9,12.7,-0.58,-13.38,16.04,1.51,2.39,-12.74,-16.39,13.29,8.31,29.74,2.1,-4.83,1
-0.59,-4.89,20.84,12.6,-1.12,-12.74,2.62,-11.52,16.44,-4.05,-4.93,-14.16,-15.57,13.85,6.93,10.06,-2.88,10.6,1
1.97,-2.96,20.92,-0.73,-13.57,-8.74,2.98,-13.9,16.51,-11.13,-1.42,13.72,-14.53,17.05,8.01,-7.76,2.88,1.95,1
3.6,-1.42,18.85,-51.71,-5.47,159.03,5.03,-11.71,15.97,-45.22,-96.83,133.94,-10.38,16.93,11.01,-24.85,58.2,17.09,2
1.48,-3.23,20.33,-8.25,-57.37,88.43,3.9,-13.99,16.66,-10.55,-94.87,62.01,-11.03,18.31,6.73,-95.22,99.32,38.96,2
3.01,-6.49,20.85,-0.34,-8.25,66.31,5.15,-16.8,17.16,2.64,-48.49,48.83,-14.25,17.32,0.62,-120.56,89.06,3.22,2
-0.61,-2.1,22.36,7.18,-2.93,31.79,1.49,-12.25,18.92,14.11,-14.79,23.05,-15.52,13.75,3.43,-29.93,61.18,53.52,2
-0.97,-0.47,20.65,1.61,13.28,-35.55,2.58,-9.42,17.51,1.76,36.23,-26.81,-14.15,12.97,3.96,-61.82,46.83,13.33,2
2.68,-3.31,21.69,-33.98,-0.34,-69.43,3.91,-13.78,16.4,-48.54,36.96,-63.67,-18.31,15.18,2.58,-29.69,23.68,2.54,2
5.24,-5.73,19.79,-41.89,-7.13,-84.42,5.84,-14.65,12.61,-34.72,49.76,-71.92,-18.22,11.39,1.75,7.76,-28.08,-8.98,2
6.43,-10.24,17.24,-35.69,20.85,-78.71,7.42,-18.4,10.51,-26.86,64.21,-62.01,-15.06,14.63,4.53,33.15,-70.17,-10.84,2
5.62,-10.92,18.09,-5.62,35.25,-104.15,6.29,-20.2,9.5,-3.91,84.91,-78.22,-10.02,16.01,7.0,43.95,-81.49,-14.79,2
4.67,-17.89,13.9,-42.72,21.04,-100.59,2.56,-21.45,7.44,-10.3,61.52,-66.65,-8.72,13.21,9.42,37.94,-68.12,-33.5,2
4.86,-12.37,18.75,1.51,24.46,-47.85,1.28,-18.14,10.26,-4.98,27.2,-19.63,-10.34,14.57,11.16,62.3,-68.6,-42.82,2
0.62,-10.86,18.91,8.98,31.79,-15.97,1.6,-20.5,11.04,15.48,19.38,-9.81,-10.29,15.69,11.65,92.97,-49.27,-32.67,2
-1.27,-5.39,20.6,31.3,18.31,-11.28,3.09,-16.73,14.42,24.12,18.8,-8.35,-10.6,19.52,10.6,59.72,-20.26,-25.54,2
2.23,-4.3,21.04,24.07,7.86,-10.3,4.23,-15.23,15.16,29.98,12.21,2.83,-12.69,11.98,8.39,18.55,-2.34,-25.05,2
1.13,-3.96,20.77,30.27,7.76,-10.89,1.9,-12.57,15.41,19.92,15.67,-3.42,-14.8,15.25,5.37,37.35,11.87,-9.28,2
1.32,-2.95,20.91,8.35,-0.98,-1.56,4.47,-14.08,16.95,8.98,0.0,-9.23,-14.2,15.89,4.46,31.35,12.7,-9.28,2
0.97,-1.87,20.81,12.01,-0.15,-7.86,3.14,-12.21,16.78,2.98,-1.46,-13.18,-14.07,13.9,2.59,32.47,8.25,-4.64,2
1.1,-1.78,21.02,4.78,5.76,-13.53,3.21,-12.12,16.73,13.82,5.47,-12.84,-14.08,14.87,1.95,11.52,7.28,0.73,2
1.63,-1.34,21.4,14.4,0.54,-8.94,3.32,-10.97,17.48,16.85,5.76,-5.57,-14.21,16.58,1.09,16.36,5.66,1.32,2
1.87,-1.72,21.76,-7.81,-4.88,1.95,4.27,-11.14,18.11,-2.69,0.05,5.42,-14.45,14.14,0.48,17.04,8.98,0.2,2
3.77,-7.45,19.51,25.1,-13.96,118.31,10.26,12.89,17.67,107.03,14.11,78.32,-13.89,16.9,-6.05,-82.18,64.84,1.27,3
3.38,-4.09,18.13,33.94,-3.52,99.27,8.68,11.86,17.81,-6.1,-5.03,-35.99,-12.61,19.01,-4.58,20.31,-22.36,-12.89,3
5.66,1.48,19.44,107.62,-10.21,87.7,4.36,6.62,16.41,-66.99,4.64,-73.24,-13.51,14.07,-0.28,43.36,-58.84,-27.78,3
4.25,11.69,19.97,2.49,10.79,44.29,4.68,-1.09,17.38,-132.52,1.27,-108.64,-11.72,18.08,3.73,74.41,-90.87,-14.84,3
5.0,12.51,18.61,-0.49,3.22,-46.44,5.15,-7.06,20.18,-40.72,1.81,-102.93,-10.78,20.67,6.45,104.49,-78.17,-11.62,3
0.51,6.61,18.43,-20.41,4.05,-79.44,8.15,-12.43,22.29,-16.11,-5.62,-110.99,-8.69,19.07,4.8,134.67,-58.64,9.28,3
2.3,2.5,19.53,12.16,-17.43,-111.38,5.4,-2.2,20.4,-37.21,3.22,-58.11,-8.97,21.4,5.21,26.07,-59.96,-12.94,3
3.52,0.28,21.98,-0.78,-22.8,-98.29,1.09,-3.7,20.39,-28.86,15.63,-29.69,-11.63,13.5,4.67,14.79,-32.62,-24.12,3
5.09,2.87,23.27,55.13,-43.55,-108.01,-0.27,1.63,19.24,-27.49,13.09,-12.55,-14.65,14.12,3.43,0.78,-26.81,-17.97,3
5.8,-1.69,22.01,-28.81,1.66,-48.34,-1.33,-4.5,19.82,-16.26,-4.3,-2.1,-13.72,13.01,3.87,5.81,-3.12,-6.49,3
0.11,-3.73,21.37,-17.04,8.89,-26.03,1.98,-3.46,21.42,1.22,-6.59,2.1,-13.87,13.94,3.16,1.56,1.71,4.64,3
-2.22,1.75,20.97,-13.77,5.03,-22.71,2.63,-1.22,21.13,-2.64,1.17,5.47,-14.17,14.09,2.94,-5.96,4.1,-2.93,3
-1.72,0.94,19.87,-6.98,-9.13,0.15,2.36,-2.08,20.9,-3.17,-1.46,3.61,-14.73,14.14,2.86,1.22,7.47,-0.44,3
0.92,1.82,21.5,2.1,-7.76,5.42,1.52,-2.42,20.82,-1.81,0.93,7.08,-13.41,14.43,2.66,1.81,4.64,-1.42,3
0.87,1.19,21.27,-4.25,1.56,5.71,1.94,-2.36,21.15,4.15,-1.66,-0.05,-14.46,14.23,2.58,2.98,0.73,0.15,3
0.39,1.62,20.84,-0.2,-1.51,3.52,1.87,-2.81,21.23,-2.1,1.95,-0.59,-14.62,14.93,2.74,1.86,0.1,-2.78,3
0.23,0.38,20.92,-2.3,1.37,7.13,0.81,-2.65,21.16,-1.37,2.69,-2.1,-15.2,14.95,2.83,4.44,0.39,-2.25,3
0.16,0.92,21.48,-0.73,-2.05,0.78,1.04,-3.01,20.99,0.59,3.42,-1.81,-14.36,15.49,3.09,6.79,-0.29,-0.63,3
0.26,0.4,21.54,-1.03,0.49,0.39,1.74,-2.17,20.99,4.88,0.0,-4.0,-14.54,14.59,2.8,9.23,1.17,0.29,3
-0.56,0.99,21.53,2.64,1.51,-1.81,2.36,-2.08,20.96,4.35,0.73,-6.4,-14.24,13.8,2.48,10.06,-3.08,0.68,3
2.67,-7.1,20.54,16.7,-21.58,61.38,19.47,3.98,17.53,139.45,-33.89,37.21,-4.72,23.37,0.88,13.87,55.03,39.01,4
5.07,-7.35,19.66,31.1,-20.46,85.79,15.98,15.42,16.96,71.04,15.48,5.13,-6.74,21.66,-0.31,-33.55,10.69,-2.98,4
5.99,-7.15,17.48,56.69,-26.9,109.38,10.69,2.88,17.45,-30.08,17.92,-43.21,-8.78,20.74,0.89,36.82,-20.07,-42.38,4
8.44,0.93,15.73,81.45,-40.33,161.04,7.21,3.69,17.14,-58.89,-7.08,-95.36,-11.95,18.2,-0.5,79.35,-74.8,-29.49,4
10.65,-0.33,15.93,62.16,-31.54,123.49,14.38,1.5,17.86,-88.62,-28.03,-124.32,-8.47,21.6,0.7,86.47,-118.75,10.16,4
14.83,13.03,20.0,76.81,11.28,49.12,14.82,-5.45,19.91,-45.36,-8.59,-90.82,-7.51,19.06,4.7,47.22,-88.13,-4.15,4
11.18,8.17,18.79,-13.62,21.68,-8.2,10.32,-2.87,19.37,3.03,24.56,-81.45,-9.07,21.99,3.39,32.96,-73.44,-28.03,4
7.33,9.29,17.44,-38.72,21.29,-60.69,7.72,-1.74,18.51,-26.32,36.13,-86.52,-8.38,15.76,2.39,11.23,-86.82,-40.38,4
4.92,8.9,15.41,-52.59,-40.77,-116.89,4.47,-2.0,17.68,-9.08,45.02,-84.03,-9.98,19.5,3.5,41.36,-74.56,-48.44,4
11.51,3.5,15.77,-75.54,-30.42,-106.35,2.73,-2.95,16.54,-58.11,29.3,-52.44,-12.06,14.37,6.15,-3.71,-63.18,-35.55,4
14.18,-4.03,20.15,-35.6,-5.81,-86.82,-0.77,-12.57,18.51,-26.27,20.65,-15.77,-12.43,13.94,10.97,-8.11,-28.96,-23.63,4
11.07,-2.56,19.39,-58.59,5.03,-70.7,-0.13,-10.69,20.21,17.87,-1.37,0.83,-14.4,11.7,9.51,10.69,1.95,0.15,4
8.71,-5.54,19.14,-56.88,23.97,-79.54,2.62,-3.77,20.24,10.89,0.68,13.23,-14.56,15.02,5.71,-8.25,13.33,-0.15,4
4.29,-2.84,18.69,-52.44,31.1,-66.65,0.39,-4.87,19.56,-1.12,-1.46,-4.98,-13.46,14.02,6.03,-0.73,-1.46,-1.27,4
1.17,-7.93,19.34,-46.39,21.24,-53.86,0.82,-5.59,19.8,-0.88,-4.44,0.73,-13.29,13.82,6.76,-1.9,2.83,1.81,4
-1.33,-8.86,19.83,-27.93,17.77,-13.67,1.46,-4.93,22.27,-6.64,-10.3,6.3,-14.75,16.84,6.06,-6.2,3.32,8.5,4
0.38,-6.42,21.59,2.2,0.68,2.44,2.0,-7.38,20.37,-0.44,-6.15,-5.57,-13.85,15.52,7.48,-1.12,-1.61,6.54,4
2.15,-2.38,20.92,-5.03,-1.46,7.28,1.18,-8.98,19.39,-12.01,-4.05,-3.52,-13.25,15.78,8.71,0.88,-2.2,-0.93,4
1.2,-3.06,20.27,-0.05,-3.27,-2.0,1.05,-8.53,19.9,1.71,-6.88,-3.12,-13.89,14.39,8.49,3.37,2.0,1.86,4
1.15,-2.95,21.24,-0.44,-5.66,0.29,2.02,-8.97,19.98,2.59,-4.83,-1.07,-13.15,15.08,8.48,-0.83,2.54,2.54,4
7.6,-3.95,17.68,48.39,-43.21,124.17,7.6,-9.61,17.02,50.44,-57.28,122.56,-10.17,15.14,9.05,-53.52,92.48,82.71,5
9.13,-0.31,19.56,35.5,-38.82,111.91,11.32,-2.44,18.26,38.82,-46.68,113.04,-10.22,18.5,7.65,-62.5,67.82,81.79,5
8.72,-4.6,19.18,19.24,6.74,96.29,8.33,-7.79,18.52,22.75,-9.52,94.19,-11.69,14.54,11.78,-80.18,80.57,31.4,5
3.07,-0.39,20.37,11.72,9.77,100.29,5.49,-1.43,19.92,29.44,-14.94,105.42,-13.72,14.48,8.57,-79.59,60.45,39.5,5
6.66,5.65,19.34,-16.94,22.22,2.0,8.93,4.85,17.05,-20.17,37.74,-28.27,-16.86,8.05,5.72,-14.8,-6.01,-21.0,5
5.93,-0.34,20.64,-44.43,27.25,-90.62,8.0,-2.82,18.87,-48.24,39.11,-107.23,-15.91,8.42,8.23,61.43,-52.54,-79.2,5
8.34,-6.23,19.13,-39.06,27.78,-133.84,10.21,-7.38,17.11,-35.01,37.74,-142.43,-11.53,8.63,10.37,86.43,-83.3,-80.42,5
8.6,-7.94,18.6,-6.25,9.47,-123.83,10.12,-11.09,16.77,-22.85,24.27,-115.77,-8.23,11.21,13.55,95.07,-67.09,-56.79,5
9.29,-9.02,18.47,-9.96,26.22,-84.81,9.45,-12.72,17.63,-12.06,33.98,-93.51,-10.15,5.81,15.48,56.69,-37.35,-58.15,5
6.9,-8.43,19.37,5.22,44.14,-73.14,6.62,-9.57,17.3,5.37,48.24,-75.24,-12.8,14.06,14.78,65.58,-22.46,-58.2,5
5.67,-7.09,20.22,13.82,30.08,-67.77,5.0,-9.73,18.83,8.35,39.89,-63.33,-12.97,16.39,12.85,71.73,-24.17,-48.63,5
2.29,-6.42,20.27,-8.64,14.06,-32.28,1.83,-9.53,19.37,-27.1,13.57,-27.34,-13.26,11.41,12.21,13.33,-22.56,-22.85,5
1.49,-7.51,20.04,-11.04,6.84,-3.32,4.45,-9.2,20.23,-8.89,-4.35,2.69,-13.06,11.73,12.09,-6.15,-5.22,-7.23,5
1.6,-5.19,20.67,1.81,-1.56,-8.25,2.44,-6.64,19.73,-3.56,-3.03,6.74,-13.43,15.16,10.78,11.67,0.34,-2.05,5
1.46,-5.01,20.49,-0.29,0.73,-3.42,4.15,-6.52,19.61,1.61,-9.86,9.28,-13.36,15.37,10.66,9.08,2.0,-0.1,5
1.27,-3.94,20.42,9.23,-0.54,0.93,3.0,-6.02,19.77,6.2,-5.66,7.08,-14.09,13.32,10.24,-0.0,4.44,1.42,5
1.05,-5.57,20.4,1.17,0.68,2.83,3.58,-7.34,19.64,-1.22,-7.81,-1.86,-14.5,10.61,10.0,-0.29,0.83,-0.24,5
3.29,-5.79,21.17,1.9,5.57,-0.93,2.72,-7.32,20.12,1.86,-1.76,1.9,-14.1,12.39,11.29,6.84,5.03,-5.03,5
1.87,-5.04,20.49,4.93,4.54,0.2,4.6,-6.34,19.65,6.15,-4.74,1.46,-14.09,13.3,10.17,6.49,4.64,-2.0,5
1.95,-4.7,20.42,4.69,-2.2,-2.25,4.11,-5.8,19.86,0.68,-1.66,3.08,-13.8,12.93,10.07,8.79,1.42,0.49,5
1.04,-5.33,20.33,8.01,-6.54,8.11,9.78,-19.17,21.25,-24.32,-65.92,99.41,-10.88,11.29,12.35,-68.07,103.76,36.28,6
3.63,-6.77,22.1,-1.76,-31.64,35.69,7.09,-8.81,13.49,4.25,-111.52,194.73,-21.61,6.62,6.16,-35.4,70.41,6.59,6
10.08,-12.89,20.81,39.45,-43.51,108.15,13.22,-13.23,14.35,13.77,-68.55,177.93,-20.28,8.27,5.48,30.18,-35.16,-33.54,6
10.49,-3.64,17.75,5.08,-100.93,198.93,7.35,-11.3,16.76,59.91,11.47,107.03,-16.74,6.84,11.47,64.06,-84.62,-42.48,6
10.44,-7.68,17.54,31.25,-41.94,180.57,0.11,0.89,19.64,89.11,28.76,49.07,-8.13,9.86,12.63,137.7,-117.97,-62.94,6
7.83,-5.53,17.87,43.46,34.52,103.71,-2.09,1.29,19.08,-52.59,1.42,-51.66,-8.74,18.19,14.94,139.21,-58.06,-66.6,6
-4.2,4.06,20.81,39.75,21.53,46.24,0.63,-8.84,18.78,-70.65,-3.47,-96.87,-10.33,16.49,15.36,89.06,-42.97,-56.35,6
-3.0,0.71,20.17,-34.23,-8.2,-48.29,11.92,-18.02,15.68,-77.78,21.63,-178.96,-11.49,12.22,14.23,70.21,-20.31,-71.24,6
1.41,-6.92,19.04,-54.69,-9.81,-93.99,9.96,-11.31,14.12,-2.0,42.48,-127.1,-12.38,10.46,14.64,28.56,-17.24,-46.39,6
11.1,-11.86,17.4,-36.08,0.1,-170.17,9.75,-8.27,15.43,-22.51,45.41,-74.71,-13.74,10.1,13.16,16.41,-0.73,-12.94,6
9.3,-7.24,18.22,14.21,27.44,-136.38,5.56,-10.1,15.84,-15.14,54.79,-61.57,-14.92,7.63,12.0,7.37,3.08,3.71,6
11.72,-7.91,19.25,-11.77,26.03,-81.4,2.42,-12.5,17.07,-17.63,30.96,-30.81,-15.03,10.67,11.16,-5.86,6.15,1.12,6
6.18,-8.1,19.13,-1.27,47.8,-73.14,2.96,-10.94,17.89,0.24,4.0,-6.88,-14.55,9.89,10.61,-9.03,5.08,-2.54,6
2.84,-9.11,19.29,-9.86,26.81,-36.67,4.31,-8.54,18.64,16.6,2.93,-5.13,-14.05,12.72,10.77,-11.96,-1.37,2.73,6
0.72,-7.92,19.73,4.49,11.82,-8.11,5.35,-8.02,19.33,3.08,-0.88,3.42,-14.93,10.75,10.69,0.88,2.98,2.73,6
3.48,-6.11,20.64,9.08,-7.91,-6.74,3.88,-8.37,18.69,-0.49,1.51,0.05,-14.72,12.34,11.09,0.24,2.93,2.34,6
3.09,-6.49,20.76,-2.78,-2.93,4.79,6.03,-10.03,19.02,-7.67,0.24,8.69,-14.67,12.17,11.23,3.08,4.39,-2.69,6
2.15,-6.04,20.33,-1.03,3.96,1.32,5.5,-9.24,18.97,2.2,2.54,-3.42,-14.59,10.08,11.02,18.95,8.35,-4.3,6
3.43,-6.06,20.56,-6.2,-6.35,10.21,5.7,-7.94,18.76,0.78,-0.73,-0.39,-14.84,10.6,10.08,-11.72,3.22,0.49,6
3.23,-4.99,20.63,1.37,-6.2,1.76,4.78,-8.26,19.18,-6.3,-2.64,2.98,-13.85,11.41,11.07,-1.86,0.88,2.49,6
4.97,-9.98,21.39,7.37,-20.51,62.01,5.91,-7.3,16.99,16.7,-1.71,91.06,-11.29,16.75,15.77,-43.6,30.52,35.99,7
9.98,-4.67,19.63,1.66,-16.6,212.4,2.91,-7.02,20.34,18.85,5.96,74.22,-9.75,23.12,8.96,-171.53,110.64,75.63,7
8.97,-8.05,18.19,31.79,-18.02,181.45,-3.67,2.9,20.25,59.28,32.86,30.03,-12.36,11.04,8.22,-170.17,91.8,71.34,7
4.14,-6.0,18.41,43.21,9.91,90.14,-4.33,0.16,19.79,-52.15,-7.23,-58.59,-13.17,10.39,12.11,-44.68,73.24,28.96,7
0.51,-3.86,20.78,27.73,27.0,75.2,6.69,-10.02,19.21,-56.69,11.08,-170.17,-18.87,6.55,8.71,-55.66,71.97,5.66,7
-7.54,6.0,20.65,3.22,7.32,27.34,3.09,-11.81,17.37,5.71,32.67,-192.33,-22.8,6.91,2.12,-21.83,23.05,1.17,7
-6.35,2.03,19.83,-30.18,-3.76,-51.12,8.91,-9.55,18.84,1.51,19.09,-126.42,-21.42,4.79,3.5,40.33,-46.92,-25.29,7
0.72,-0.63,20.45,13.53,8.11,-161.96,10.34,-10.18,18.71,-56.88,15.63,-70.17,-19.74,7.26,6.53,163.43,-73.93,-60.16,7
-0.77,-6.38,18.98,35.16,13.38,-189.21,7.25,-9.81,18.09,-35.94,30.62,-44.48,-15.13,11.53,7.89,206.74,-64.89,-49.41,7
7.48,-2.85,21.17,24.02,-5.91,-125.2,2.03,-11.81,17.28,-22.8,23.29,-15.33,-11.76,18.33,11.17,140.92,-52.78,-24.56,7
9.1,-5.43,21.17,-15.67,1.95,-65.92,-1.14,-10.26,17.12,16.16,12.79,-7.81,-9.59,15.22,13.0,53.71,-52.2,-27.2,7
5.86,-7.35,21.06,-28.22,23.05,-50.63,1.36,-8.63,19.24,10.89,4.88,4.2,-12.48,11.35,13.29,24.27,-31.49,-40.33,7
1.39,-8.14,19.59,-25.73,18.7,-24.85,3.26,-7.44,19.42,13.48,3.71,4.1,-13.11,10.42,12.81,7.42,-15.33,-30.52,7
-0.84,-7.28,19.49,5.13,2.15,-12.11,3.58,-7.44,19.04,3.91,5.18,0.0,-15.18,10.17,12.03,26.56,2.44,-2.78,7
1.63,-4.83,21.48,7.52,4.64,1.61,4.02,-7.28,19.15,6.49,-1.07,-1.9,-15.23,12.53,11.61,11.82,8.2,-1.61,7
1.89,-3.77,21.5,7.52,6.79,2.2,3.86,-6.73,19.25,3.22,-0.05,-2.83,-15.53,13.28,10.09,12.84,11.77,-3.47,7
1.7,-4.06,20.63,3.47,5.57,4.25,3.9,-7.2,19.48,5.42,0.88,-4.59,-15.79,10.51,9.84,-0.34,10.11,-4.79,7
1.03,-3.21,21.07,6.49,-2.0,-1.81,3.69,-6.22,19.31,2.78,1.07,1.27,-15.48,11.51,9.2,11.91,2.98,1.61,7
1.13,-3.15,21.04,3.22,-3.91,-1.71,2.95,-6.42,19.23,5.32,-0.29,-1.07,-16.38,10.1,9.2,1.66,2.83,1.22,7
1.55,-3.75,20.94,2.93,-2.05,-1.76,3.85,-6.93,19.81,3.03,0.34,-1.51,-15.62,10.43,9.48,4.78,3.47,0.29,7
11.11,-7.01,23.1,-2.73,-34.77,91.85,17.33,-9.03,15.69,76.76,-71.92,118.26,-16.84,9.36,8.71,-122.71,97.31,25.83,8
9.25,-11.79,17.63,-6.79,-58.15,205.62,11.13,-9.17,17.84,51.51,-19.68,70.41,-14.13,12.57,10.07,-62.89,69.73,16.41,8
8.55,-6.46,19.22,16.31,-20.7,115.92,4.84,-5.6,18.21,51.71,31.3,104.69,-16.84,7.01,3.41,-110.01,87.7,-29.1,8
9.8,-5.47,20.88,14.65,-15.58,68.6,-5.01,4.95,17.92,-3.71,2.54,-59.28,-25.49,-6.5,-1.25,13.62,-16.41,-11.13,8
3.03,-2.02,18.71,12.16,43.31,112.7,4.23,-0.89,19.48,-41.36,-13.62,-104.93,-20.57,3.7,3.42,80.71,-62.06,-25.63,8
-9.56,2.67,18.62,3.66,-4.64,-31.69,8.32,-9.14,18.1,-4.69,24.32,-191.21,-15.82,13.53,4.41,202.93,-90.14,-9.57,8
-0.17,-0.85,20.31,-26.9,-10.35,-92.92,12.69,-8.74,18.21,-25.73,14.5,-110.11,-14.03,25.52,10.36,148.34,-46.14,-4.1,8
1.0,-2.17,19.83,69.63,-6.3,-184.96,14.05,-7.95,19.56,1.86,53.03,-70.17,-12.44,17.35,11.54,49.95,-38.28,-28.96,8
12.03,-3.79,20.54,2.05,-24.22,-112.55,9.5,-9.49,18.34,-5.96,64.06,-52.73,-14.08,14.32,11.14,35.99,-23.29,-62.4,8
12.56,-4.01,23.0,-3.91,19.38,-71.53,5.16,-14.08,16.87,-12.11,47.66,-27.64,-11.17,10.89,12.02,14.79,-33.15,-52.05,8
9.32,-5.52,20.98,-29.88,43.85,-61.72,-1.0,-13.46,17.22,-18.21,15.38,-12.45,-15.72,8.29,10.77,5.71,-8.54,-31.74,8
5.5,-10.56,19.48,-29.05,34.96,-41.75,-0.21,-12.71,17.25,-4.2,2.0,3.42,-16.59,8.39,10.87,-5.22,-0.88,-11.67,8
-1.97,-9.67,18.44,-15.28,27.25,-15.14,0.47,-10.78,18.34,2.49,2.1,5.32,-17.54,8.85,9.63,-7.08,0.78,-5.03,8
-2.56,-9.21,19.11,-9.81,9.33,-1.03,0.24,-10.88,18.89,-1.27,-0.2,7.28,-16.72,9.28,9.51,-10.84,-0.44,-3.37,8
-2.05,-7.92,19.56,1.56,4.15,8.84,1.0,-10.75,18.95,-3.91,-3.52,1.56,-17.26,9.91,9.74,3.12,-0.39,1.03,8
-2.02,-6.51,20.37,2.2,6.64,9.47,0.43,-10.06,18.68,-2.2,0.68,0.05,-17.67,10.0,10.02,5.47,1.81,-0.63,8
-1.54,-6.89,20.74,0.73,-2.44,2.29,-0.12,-8.66,18.35,1.51,2.64,-5.27,-17.28,9.38,9.55,14.11,2.15,-2.83,8
-1.07,-6.3,20.98,3.03,-1.56,-1.27,-0.44,-10.2,18.19,-5.03,8.4,0.2,-16.97,6.87,10.19,1.03,-5.32,-3.42,8
-1.1,-6.0,20.44,5.57,1.66,-6.4,0.45,-11.1,17.65,-0.63,4.83,-4.0,-16.69,5.93,10.72,4.05,-4.15,-3.08,8
-0.08,-6.72,20.82,-1.22,-4.15,-5.91,-0.32,-11.59,17.68,0.78,2.64,-8.69,-16.9,5.72,10.76,1.27,-3.66,-2.49,8
9.82,-18.41,18.55,-15.38,-81.74,103.76,12.68,-13.45,10.15,0.24,-164.84,99.9,-10.68,18.23,8.46,-110.4,46.78,107.37,9
0.47,-18.94,13.63,-9.96,-84.23,186.96,9.49,-11.25,15.59,28.95,-46.24,70.9,-14.5,12.24,11.52,-51.61,21.29,68.36,9
3.62,-14.29,16.43,33.15,-107.13,156.2,5.46,-9.92,18.14,19.92,11.96,24.22,-17.1,9.51,9.66,-9.42,20.36,-4.44,9
8.83,-10.46,16.2,29.78,-102.49,121.83,1.36,-9.54,16.37,-23.05,45.8,-31.15,-17.66,4.23,10.44,26.56,-28.42,-37.7,9
6.21,-5.74,21.12,31.2,-25.83,72.95,0.48,-11.39,14.01,-29.0,72.41,-69.34,-18.81,4.5,10.97,39.45,-51.86,-63.62,9
1.0,-3.2,20.68,12.16,31.49,11.18,3.47,-19.26,10.61,-40.92,92.38,-114.11,-11.65,7.4,13.7,105.22,-90.67,-71.0,9
