ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,ACC-X-Ring3,ACC-Y-Ring3,ACC-Z-Ring3,GYRO-X-Ring3,GYRO-Y-Ring3,GYRO-Z-Ring3,TEST
3.84,-3.26,20.97,4.98,-0.15,1.22,3.89,-0.65,20.28,-0.59,-0.44,-0.68,0.28,17.54,9.07,0.83,2.15,0.0,3
3.84,-3.47,20.43,1.12,-1.81,0.59,3.41,-0.41,20.44,1.12,0.15,0.05,0.22,17.48,9.18,0.88,2.15,-0.05,3
3.92,-3.49,20.6,0.2,-1.76,0.93,3.84,-0.32,20.39,0.15,-0.05,0.0,0.23,17.49,9.17,0.83,2.15,-0.1,3
4.03,-3.54,20.6,0.24,-0.93,1.07,3.74,-0.38,20.45,-0.59,-0.2,0.05,0.25,17.58,9.14,0.98,1.95,-0.34,3
4.0,-3.52,20.62,1.03,-0.83,0.78,3.96,-0.84,20.23,1.76,1.81,-0.29,0.19,17.65,9.14,1.03,2.15,-0.49,3
3.9,-2.85,20.88,4.54,0.59,1.32,3.41,-0.21,20.62,1.71,-1.03,-2.25,0.31,17.51,9.18,0.83,2.0,-0.2,3
3.84,-3.39,20.51,-0.24,-0.98,0.68,3.74,-0.23,20.48,-0.83,-0.34,-0.1,0.28,17.49,9.19,0.88,2.05,-0.15,3
3.91,-3.36,20.59,0.24,-0.93,0.98,3.72,-0.03,20.39,0.44,0.2,0.2,0.23,17.58,9.16,1.12,2.15,-0.24,3
3.97,-3.38,20.58,1.81,-0.2,1.03,3.66,-0.19,20.53,-0.39,-0.1,-0.29,0.29,17.49,9.19,0.88,2.05,-0.15,3
3.98,-3.67,20.54,0.44,-0.83,0.68,3.74,-0.21,20.47,-0.63,-0.39,-0.05,0.28,17.45,9.21,0.93,2.15,-0.1,3
4.15,-3.5,20.52,1.51,-0.2,1.03,3.74,-0.4,20.48,-0.78,-0.15,0.05,0.23,17.49,9.15,0.73,2.1,-0.1,3
3.96,-3.39,20.63,0.63,-0.63,0.93,3.7,-0.26,20.51,0.24,-0.2,0.05,0.28,17.52,9.15,0.98,2.1,-0.24,3
4.02,-3.4,20.65,0.59,-0.83,0.98,3.71,-0.22,20.46,-0.54,-0.24,-0.1,0.27,17.49,9.16,0.83,2.15,-0.2,3
3.94,-3.38,20.62,0.68,-0.63,0.98,3.72,-0.24,20.48,-0.59,-0.24,0.0,0.29,17.47,9.15,0.73,2.1,-0.1,3
3.97,-3.45,20.62,0.73,-0.73,0.88,3.75,-0.2,20.49,-0.24,-0.34,0.0,0.25,17.56,9.08,0.98,2.15,-0.29,3
2.93,-4.06,20.13,-0.29,1.32,1.03,2.85,0.4,20.71,-0.15,0.39,-0.2,0.27,17.47,9.23,0.83,2.05,-0.15,4
3.35,-4.1,20.08,-1.81,1.95,0.83,3.03,0.07,20.74,-1.07,-0.49,-0.29,0.19,17.62,9.2,0.98,2.2,-0.29,4
3.68,-3.91,20.64,1.17,-1.46,0.44,2.87,0.23,20.52,0.39,0.05,0.29,0.21,17.61,9.16,0.98,2.1,-0.29,4
3.46,-3.94,20.47,1.03,-2.0,1.03,2.92,0.19,20.64,0.15,0.1,0.05,0.19,17.55,9.27,0.93,1.95,-0.2,4
3.5,-4.15,20.39,-1.07,-1.71,0.83,2.91,0.14,20.64,-0.29,0.29,-0.05,0.31,17.37,9.19,0.83,1.76,-0.34,4
4.88,-3.61,20.87,3.95,-5.81,0.78,2.92,0.12,20.71,-0.1,0.1,-0.2,0.22,17.56,9.17,0.98,2.05,-0.34,4
3.91,-3.74,20.83,3.66,-0.63,1.22,2.89,0.19,20.66,-0.15,-0.15,-0.05,0.15,17.66,9.15,1.32,2.29,-0.68,4
4.17,-3.78,20.55,2.29,-1.37,0.78,2.88,0.27,20.72,0.05,0.0,-0.05,0.19,17.59,9.15,0.98,2.1,-0.34,4
4.04,-3.77,20.54,2.2,0.0,0.83,2.91,0.22,20.78,-0.05,-0.1,0.1,0.19,17.64,9.18,1.17,1.76,-0.78,4
3.92,-3.56,20.62,3.56,-0.05,1.51,2.89,0.27,20.68,0.15,-0.15,0.05,0.26,17.47,9.13,0.88,1.86,-0.44,4
3.94,-3.23,20.71,1.12,-0.54,0.98,3.02,0.22,20.5,-0.68,-0.49,-0.05,0.22,17.52,9.01,1.12,1.86,-0.54,4
3.86,-3.4,20.64,1.03,-0.29,0.78,2.91,0.05,20.85,-0.59,0.24,-0.29,0.23,17.49,9.11,0.98,2.05,-0.34,4
3.99,-3.56,20.59,1.51,0.05,0.88,2.89,0.18,20.68,-0.2,-0.05,-0.2,0.16,17.56,9.13,0.98,2.0,-0.39,4
3.81,-2.89,21.32,10.84,4.64,2.34,3.02,0.28,20.56,0.2,-0.2,0.15,0.18,17.56,9.1,1.12,2.05,-0.63,4
3.71,-2.97,20.92,2.1,0.39,0.78,2.84,0.18,20.66,-0.49,-0.15,-0.15,0.19,17.57,9.1,0.98,2.05,-0.44,4
3.6,-3.14,20.63,0.39,-0.24,0.68,2.99,0.13,20.66,-0.39,-0.39,-0.05,0.18,17.51,9.12,0.68,2.0,-0.24,4
3.85,-3.44,20.53,2.1,2.05,-0.05,2.93,0.22,20.65,-0.49,-0.34,-0.2,0.15,17.6,9.07,0.88,2.1,-0.34,4
3.85,-3.48,20.96,3.22,4.35,0.1,2.9,0.2,20.72,-0.78,-0.39,-0.15,0.18,17.59,9.06,0.93,2.1,-0.29,4
3.59,-3.02,20.6,0.93,0.63,0.29,3.01,0.17,20.65,-0.83,-0.05,-0.1,0.15,17.58,9.02,0.88,2.05,-0.29,4
3.2,-2.7,20.96,1.17,0.05,0.73,2.9,0.25,20.68,-0.34,-0.34,-0.1,0.19,17.56,9.05,0.78,2.1,-0.1,4
2.8,-4.02,20.4,1.12,-6.59,-0.05,5.85,-1.62,20.04,-6.69,4.54,0.59,0.04,17.63,8.95,0.49,2.0,0.1,5
3.35,-4.26,21.06,3.95,5.57,-0.44,3.13,-0.59,20.75,0.63,2.39,0.1,-0.01,17.57,8.98,1.27,2.34,-0.49,5
3.45,-3.66,20.92,0.78,-1.07,-0.39,4.1,-0.43,21.06,1.71,-1.76,0.34,-0.02,17.69,8.9,1.07,2.15,-0.39,5
5.31,-3.34,21.51,2.0,-5.66,1.66,3.44,-0.63,20.64,1.61,-3.03,0.68,0.05,17.61,8.94,0.93,2.1,-0.2,5
3.6,-3.52,21.08,0.54,-3.12,1.51,2.93,-0.88,20.18,-0.2,1.66,0.39,-0.03,17.69,8.94,1.03,2.15,-0.29,5
3.13,-3.78,20.5,0.44,-2.73,1.12,2.43,-1.46,20.15,-0.54,-4.15,-0.29,0.02,17.57,8.97,0.68,2.0,-0.2,5
3.37,-3.56,20.99,1.71,-11.67,-0.1,3.45,-0.87,20.66,-0.15,-1.71,-0.54,0.01,17.63,8.96,0.83,2.05,-0.2,5
3.47,-3.94,20.85,-0.34,-1.71,0.63,3.34,-1.11,20.49,-1.61,0.93,-0.49,-0.01,17.63,8.97,0.98,2.2,-0.29,5
3.21,-3.94,20.76,1.37,0.63,0.34,3.77,-0.56,20.98,0.05,-0.98,0.39,0.06,17.57,8.96,0.83,2.05,-0.15,5
2.87,-3.81,20.54,-2.49,1.76,1.32,3.47,-0.58,20.82,1.66,0.2,-0.29,-0.01,17.69,8.98,0.98,2.05,-0.34,5
3.58,-3.5,21.29,-0.05,2.98,1.42,3.3,-0.86,20.47,1.27,0.59,-0.44,-0.02,17.6,9.05,0.83,2.1,-0.1,5
2.67,-3.65,20.54,2.0,-2.73,0.83,3.27,-1.05,20.37,-3.32,5.52,-0.39,0.03,17.53,9.0,0.73,2.1,-0.15,5
1.41,-4.22,19.51,-1.56,3.56,1.17,3.28,-0.02,20.99,1.03,1.51,1.12,0.05,17.53,9.03,0.93,2.05,-0.2,5
2.25,-4.07,19.53,-3.22,3.86,-0.63,4.27,-0.35,22.53,7.42,-7.37,0.59,-0.06,17.75,8.96,1.07,2.2,-0.29,5
3.48,-3.33,20.04,3.27,-0.59,2.25,3.6,-0.29,20.95,4.39,2.25,0.24,0.09,17.48,8.99,0.39,1.95,0.39,5
3.48,-3.31,20.52,2.39,-1.07,0.73,3.51,-0.08,20.44,2.49,1.32,-0.1,0.06,17.55,8.98,0.54,2.0,0.2,5
3.45,-3.41,20.49,2.29,-0.15,0.83,3.22,-0.28,20.91,2.64,2.15,-0.54,0.1,17.56,8.98,0.54,1.95,0.24,5
3.31,-3.12,20.86,1.32,-0.44,0.54,3.17,0.04,20.72,2.1,1.81,-0.15,0.05,17.63,8.99,0.68,2.1,-0.05,5
3.32,-3.19,20.66,1.17,-0.34,0.59,3.24,0.12,20.5,1.12,1.37,-0.1,0.02,17.63,9.02,0.78,2.25,0.05,5
3.34,-3.13,20.56,1.46,0.98,0.88,2.96,0.1,20.65,2.34,3.13,-0.63,0.11,17.57,9.02,0.68,2.0,0.0,5
2.69,-4.04,20.31,-0.88,1.42,1.81,2.69,-0.83,20.05,-1.42,3.42,-1.42,0.09,17.56,9.02,0.68,2.34,-0.05,6
3.25,-3.72,20.84,3.32,-2.25,0.93,3.59,-1.04,20.71,1.61,-0.83,-0.1,0.06,17.62,8.95,0.93,2.15,-0.2,6
3.35,-3.64,20.76,1.86,-0.83,0.54,3.36,-1.1,20.64,-0.59,0.54,-0.15,0.05,17.55,8.87,1.07,2.15,-0.44,6
2.92,-3.89,20.37,-0.49,0.78,1.03,3.23,-0.91,20.72,-1.71,0.93,0.24,0.0,17.59,8.85,0.98,2.15,-0.29,6
3.3,-3.73,20.73,0.63,-0.88,0.83,3.44,-0.85,20.7,-0.1,-0.49,-0.29,0.0,17.6,8.89,0.83,2.15,-0.34,6
3.09,-3.79,20.65,-0.24,0.34,1.42,3.55,-0.71,20.67,0.44,0.2,0.44,0.0,17.62,8.83,0.93,2.05,-0.24,6
3.39,-3.82,20.76,2.29,-1.56,0.39,3.43,-1.08,20.58,0.05,-0.29,-0.49,0.01,17.56,8.78,0.63,1.95,0.05,6
3.08,-4.07,20.4,-0.63,-1.27,0.59,3.43,-0.79,20.6,-1.81,-0.05,0.05,0.02,17.6,8.81,0.88,2.1,-0.2,6
3.01,-3.88,20.43,-0.15,0.73,0.88,3.65,-0.65,20.49,-1.47,0.34,0.29,0.02,17.61,8.86,0.78,2.05,-0.2,6
3.33,-3.76,20.81,1.46,-0.24,-0.05,3.5,-1.31,20.7,0.29,0.44,-0.63,-0.03,17.62,8.87,0.78,2.0,-0.2,6
2.96,-3.86,20.56,0.54,0.2,0.59,3.38,-0.87,20.58,-1.22,1.07,0.59,0.04,17.58,8.91,0.93,2.05,-0.2,6
3.28,-3.88,20.95,-0.2,-0.63,1.12,3.16,-0.89,20.44,-0.1,0.73,0.15,-0.01,17.62,8.87,0.78,2.15,-0.15,6
2.97,-3.72,20.61,1.81,-0.88,0.78,3.4,-1.05,20.66,-0.59,0.49,0.24,-0.01,17.61,8.84,0.68,2.0,-0.2,6
2.77,-3.87,20.47,1.07,0.34,0.0,3.33,-1.14,20.72,-1.86,1.46,-0.2,0.02,17.62,8.86,0.78,2.1,-0.2,6
3.26,-3.99,20.93,0.29,-1.56,0.93,3.24,-0.93,20.8,-0.29,0.73,-0.78,0.01,17.62,8.94,0.88,2.05,-0.2,6
2.96,-3.8,20.68,-0.83,0.49,1.32,3.43,-0.98,20.8,-0.1,-0.2,-0.05,0.02,17.59,8.9,0.93,2.05,-0.24,6
2.47,-4.14,19.85,1.46,-5.22,2.1,2.98,-1.17,19.96,0.34,-0.98,0.2,0.12,17.44,8.83,0.83,2.69,0.24,6
2.74,-3.36,20.93,6.84,0.78,0.88,3.49,-0.58,21.23,8.69,6.15,-0.54,0.02,17.6,8.79,0.83,2.05,-0.1,6
3.5,-3.4,20.78,2.73,0.59,1.27,3.49,-0.51,20.39,1.03,0.73,0.0,0.02,17.6,8.93,0.78,2.2,0.1,6
3.5,-3.26,20.53,3.66,1.51,0.78,3.42,-0.5,20.79,2.29,2.54,-0.49,0.05,17.69,8.99,0.44,1.56,-0.1,6
1.72,-3.69,20.35,1.27,-3.32,0.34,3.56,-0.76,20.79,0.68,1.27,1.32,-0.13,17.58,8.75,1.17,2.44,-0.34,7
2.17,-3.75,20.61,-2.88,3.17,-0.29,3.55,-1.66,20.58,-2.64,-0.24,0.2,-0.17,17.6,8.79,1.27,2.29,-0.54,7
2.8,-3.7,21.12,-1.66,0.44,0.78,3.2,-1.6,20.59,-3.61,0.83,1.76,-0.28,17.68,8.79,1.22,2.2,-0.49,7
2.1,-3.73,20.68,0.34,-1.76,-0.2,3.26,-1.56,20.58,-0.49,-1.17,0.24,-0.27,17.71,8.75,0.83,2.15,-0.15,7
2.47,-3.79,21.08,0.34,-0.24,0.59,3.32,-1.69,20.69,-0.68,0.93,-0.29,-0.25,17.71,8.74,1.07,2.2,-0.44,7
2.41,-3.63,21.1,0.93,0.05,0.83,2.97,-1.71,20.52,-0.39,3.37,-0.49,-0.29,17.63,8.86,0.88,2.1,-0.29,7
2.09,-4.01,20.97,4.98,-3.27,0.98,3.38,-2.07,21.01,1.12,6.2,1.71,-0.36,17.77,8.81,1.07,1.95,-0.73,7
2.11,-3.51,20.9,1.76,-0.05,-0.34,3.3,-1.55,20.97,-0.63,4.69,-0.78,-0.35,17.82,8.65,1.07,2.1,-0.44,7
3.28,-3.24,21.14,6.54,-11.96,9.18,2.24,-1.67,20.72,3.81,8.06,0.83,-0.34,17.69,8.79,0.29,2.59,0.24,7
3.26,-2.0,21.47,7.76,2.44,5.32,2.99,-1.64,21.15,-2.59,-0.83,0.39,-0.35,17.73,8.83,1.12,2.2,-0.54,7
1.8,-3.68,20.7,-12.45,24.56,-6.35,3.09,-1.6,20.68,-15.23,-10.11,-5.66,-0.2,17.73,8.86,0.78,2.0,-0.24,7
1.95,-3.41,21.15,0.24,-3.12,1.27,2.89,-1.16,20.5,-2.88,-9.91,2.05,-0.25,17.79,8.78,0.93,2.05,-0.39,7
1.03,-3.77,20.7,0.05,-1.56,1.56,2.9,-1.88,20.48,-0.68,-3.17,-0.34,-0.32,17.84,8.72,0.54,2.0,0.1,7
1.92,-3.87,20.59,0.78,-13.33,3.32,3.66,-1.88,20.17,3.37,-11.52,-0.54,-0.22,17.67,8.74,0.05,1.07,0.34,7
0.62,-3.3,21.26,22.8,-24.07,4.35,5.99,-1.71,22.11,21.97,-8.2,-2.29,-0.2,17.66,8.82,0.59,1.61,0.05,7
3.52,-2.66,20.81,6.01,4.2,1.12,4.03,-0.23,20.44,5.47,4.05,-0.44,-0.22,17.71,8.76,0.73,1.95,-0.15,7
3.31,-2.54,21.08,3.47,4.35,0.2,3.96,-0.14,20.63,4.05,3.13,-0.44,-0.2,17.7,8.87,0.54,1.9,0.0,7
2.9,-2.53,20.96,2.54,2.93,0.54,3.48,-0.03,20.65,0.78,3.13,-0.59,-0.12,17.79,8.84,0.34,0.93,0.15,7
2.6,-2.27,20.84,4.88,5.86,-0.59,3.06,-0.01,20.68,2.73,7.91,-1.27,-0.26,17.69,8.92,0.1,1.71,0.88,7
2.16,-1.82,20.99,2.98,4.2,-0.24,3.11,0.28,20.77,2.34,3.52,-0.73,-0.11,17.88,8.83,1.07,2.05,-0.24,7
2.02,-3.64,20.1,0.83,11.52,4.98,2.8,-1.9,20.13,-4.98,10.11,1.03,-0.2,17.75,8.77,2.64,3.32,-1.51,8
1.41,-3.56,20.42,1.07,5.27,1.27,2.43,-1.63,20.21,-0.39,5.86,0.68,-0.29,17.65,8.79,1.22,2.29,-0.59,8
1.6,-3.31,21.3,0.98,-1.07,0.98,2.99,-1.39,20.98,-0.49,1.46,0.83,-0.19,17.57,8.69,0.93,2.05,-0.44,8
1.77,-3.39,20.9,2.25,-2.34,0.73,2.6,-1.66,20.68,0.98,3.47,0.39,-0.29,17.73,8.7,0.98,2.2,-0.29,8
1.95,-3.47,21.19,2.39,-3.71,1.51,2.52,-1.61,20.65,1.66,0.49,-0.39,-0.21,17.68,8.64,0.83,2.15,-0.2,8
1.8,-3.35,20.94,1.81,-0.44,1.07,2.41,-1.7,20.7,0.68,0.29,-0.78,-0.26,17.76,8.67,0.88,2.2,-0.24,8
3.56,-3.8,21.67,-1.56,5.42,0.39,2.84,-1.92,20.74,-2.2,-0.24,-0.63,-0.18,17.69,8.67,0.73,2.1,0.05,8
1.8,-3.89,20.97,-6.93,11.08,-0.59,2.51,-1.93,20.91,-7.52,-4.35,-1.86,-0.2,17.63,8.72,0.83,2.25,-0.05,8
0.39,-3.66,20.65,5.52,-2.73,5.13,3.04,-1.87,20.88,3.56,2.83,0.98,-0.26,17.67,8.66,0.88,2.15,-0.29,8
1.41,-3.51,21.45,4.05,4.83,0.68,2.84,-1.58,20.95,1.12,9.47,0.1,-0.17,17.66,8.73,1.03,2.1,-0.44,8
1.44,-3.11,20.99,1.42,1.17,1.61,2.13,-1.41,20.46,0.63,1.51,-0.29,-0.18,17.66,8.69,0.68,1.95,-0.1,8
0.6,-4.02,19.41,-4.74,-13.62,-0.73,3.26,-2.68,19.3,-3.47,-20.8,-1.12,-0.18,17.66,8.72,-0.44,1.61,1.03,8
16.56,-1.26,23.42,34.67,-32.67,-1.86,11.47,-1.9,22.78,21.24,-7.76,3.42,-0.39,17.93,9.17,1.81,2.25,-0.15,8
3.03,-2.24,20.93,2.34,1.37,0.29,3.35,-0.26,20.6,2.15,3.17,-0.44,-0.14,17.73,8.85,0.78,2.25,-0.1,8
2.84,-2.83,21.02,0.49,3.56,0.2,3.7,-0.03,20.28,0.39,1.81,-0.88,-0.11,17.62,8.83,0.54,1.86,0.15,8
2.24,-2.11,21.1,3.08,2.25,-0.05,2.83,-0.14,20.7,2.78,6.59,-0.54,-0.1,17.63,8.9,0.63,2.25,0.2,8
2.42,-2.29,21.07,1.71,1.76,0.05,3.56,0.3,20.47,1.46,2.29,-0.2,-0.13,17.73,8.91,1.07,2.0,-0.44,8
2.25,-2.46,21.1,3.27,5.71,-0.29,3.32,-0.14,20.36,-0.15,3.52,-0.49,-0.13,17.56,8.93,0.1,2.15,0.98,8
2.08,-2.2,21.18,0.29,2.25,-1.46,3.15,0.16,20.42,-0.68,0.98,-1.37,0.13,17.58,8.96,0.78,1.76,-0.24,8
1.92,-2.37,21.17,0.68,0.78,0.54,2.76,-0.09,20.63,-1.07,0.73,-0.49,0.04,17.65,8.96,0.68,2.0,-0.05,8
3.17,-5.21,20.21,-8.84,-5.08,6.15,5.62,-2.26,19.66,-8.5,-15.19,14.5,-0.02,17.63,8.66,4.59,2.54,-1.12,9
4.08,-4.23,20.67,-5.81,-1.9,6.15,5.47,-2.52,20.26,-9.86,-6.35,9.72,-0.75,17.36,9.46,3.91,-0.83,0.1,9
3.71,-7.13,20.28,-7.52,-8.89,11.08,5.59,-5.01,20.62,-18.8,-20.7,9.86,0.11,17.95,8.3,16.85,1.95,1.46,9
5.19,-4.16,20.82,14.99,-12.6,12.11,6.77,-3.85,19.49,0.83,-11.82,12.7,0.81,18.55,6.05,40.58,2.73,7.91,9
4.4,-4.88,21.63,-4.54,2.59,1.27,5.85,-3.96,19.62,-4.1,2.29,-0.54,0.29,23.25,4.32,-0.54,-0.05,-6.3,9
4.68,-4.78,19.55,-4.1,5.86,2.34,5.99,-4.45,18.9,-3.61,7.13,2.49,0.02,17.49,4.74,-1.81,3.86,-12.65,9
3.48,-6.41,19.61,-3.66,1.37,-0.29,5.39,-5.9,18.67,-5.86,3.66,-2.05,-0.86,19.18,5.41,3.32,3.61,-2.2,9
4.07,-6.46,20.55,3.08,0.83,4.15,6.42,-6.14,19.71,-0.88,1.56,3.17,-1.0,19.06,4.74,0.39,4.79,-4.88,9
3.54,-5.67,20.17,0.59,7.67,5.32,6.0,-5.41,19.42,-1.56,7.62,4.54,-1.14,19.38,4.45,0.49,6.45,-5.52,9
