ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,ACC-X-Ring3,ACC-Y-Ring3,ACC-Z-Ring3,GYRO-X-Ring3,GYRO-Y-Ring3,GYRO-Z-Ring3,TEST
-10.17,-12.11,-15.8,-33.25,2.54,13.96,-4.01,-24.57,-15.43,91.89,71.88,-71.58,-9.72,-6.98,16.91,201.46,-6.98,38.04,2
-11.59,-12.79,-16.53,7.81,-3.91,1.32,-3.32,-19.13,-10.42,102.15,54.64,-78.08,-12.12,1.28,17.33,175.59,10.25,46.92,2
-11.66,-15.8,-16.48,120.36,-6.1,-17.53,2.17,-21.29,-3.89,83.3,33.5,-74.95,-10.53,10.81,14.52,163.82,12.45,55.18,2
-11.17,-22.24,-12.27,96.44,-19.19,-43.16,5.23,-18.83,2.86,53.37,18.21,-54.49,-7.77,17.35,11.69,97.41,11.43,45.51,2
-3.93,-26.35,-3.41,134.81,-44.38,-29.93,9.12,-17.4,5.74,50.2,11.67,-34.91,-6.52,15.59,7.71,56.93,9.18,31.01,2
-7.37,-17.22,0.15,159.03,-27.64,-2.0,9.26,-14.38,8.81,42.43,4.83,-17.92,-5.63,18.63,5.42,36.18,10.84,11.96,2
-4.88,-17.22,8.36,120.17,-42.38,-6.79,10.0,-12.74,10.54,16.21,-2.1,-6.45,-4.51,21.22,4.21,14.94,7.42,1.9,2
-4.09,-10.42,14.02,100.29,-20.8,5.42,11.46,-14.49,11.24,2.15,0.29,-3.86,-4.5,19.74,3.12,7.03,1.9,2.15,2
-1.34,-8.39,18.76,54.54,-22.95,0.24,11.05,-12.1,11.73,4.74,-2.88,-3.47,-4.45,20.36,2.96,5.13,2.64,2.2,2
-2.06,-3.45,19.92,66.85,-1.03,9.91,11.83,-13.45,11.67,8.35,-1.86,-5.66,-4.5,18.1,2.52,5.08,1.42,5.18,2
-1.78,-1.05,20.38,40.23,4.54,4.79,10.76,-12.96,11.52,1.12,-2.54,-2.54,-4.01,18.93,2.42,0.34,3.86,2.34,2
-2.26,-1.7,20.5,14.06,11.33,5.52,11.38,-12.3,12.04,7.37,-1.03,-2.78,-4.06,19.88,2.37,7.52,4.25,0.49,2
-1.15,0.2,21.63,19.92,5.86,3.86,10.37,-12.94,11.65,1.46,-2.44,0.1,-4.06,19.16,2.6,4.1,3.08,-0.88,2
-2.07,-1.32,21.21,-0.15,-3.12,0.05,12.12,-12.45,12.27,9.77,-3.81,-1.51,-3.85,20.55,2.09,7.62,1.95,1.9,2
-2.36,-0.39,21.08,1.71,-3.81,1.61,12.32,-12.27,11.94,5.91,-0.93,-1.81,-3.76,19.21,1.98,3.27,1.17,-1.81,2
-0.8,-0.95,21.52,4.15,-8.4,1.76,11.79,-12.46,11.95,-0.44,-0.54,1.03,-3.59,18.39,2.12,-3.76,0.29,-2.49,2
-0.42,-0.42,21.29,0.78,-2.05,-0.59,11.11,-12.58,11.96,0.24,-2.1,-0.93,-4.02,18.83,1.68,-2.0,0.88,-3.27,2
-9.19,-11.36,-13.76,-18.85,9.96,31.74,-14.34,-7.07,-11.81,10.01,-26.66,38.87,-12.52,-19.46,5.58,-27.59,29.79,-2.39,3
-10.47,-11.8,-13.43,36.08,-6.01,2.0,-14.3,-8.17,-11.39,18.12,11.52,-14.26,-11.73,-19.97,4.64,24.66,-10.89,12.06,3
-9.37,-8.35,-13.49,84.86,3.37,9.18,-12.65,-5.73,-13.53,68.31,30.81,-26.76,-13.41,-12.59,6.96,75.44,0.98,4.88,3
-9.14,-16.35,-13.76,91.11,-16.7,0.39,-13.13,-12.14,-14.23,62.74,42.82,-45.41,-11.11,-22.79,8.18,75.0,-9.13,8.94,3
-11.14,-16.94,-10.9,112.74,-26.56,-9.23,-9.43,-15.47,-15.37,87.84,52.78,-74.61,-11.92,-13.07,11.07,134.08,-4.59,37.01,3
-12.58,-18.41,-2.95,171.68,-51.17,-7.37,-5.56,-19.64,-11.69,126.17,64.55,-96.83,-12.26,-3.45,13.53,208.89,-0.93,64.21,3
-10.63,-16.42,5.86,129.05,-33.25,-7.13,-0.77,-21.2,-4.95,79.25,46.09,-78.27,-11.58,13.65,13.11,215.33,1.9,54.93,3
-7.95,-11.61,14.08,120.7,-32.86,4.15,1.98,-17.28,2.52,82.76,18.12,-60.21,-11.19,15.42,11.99,120.51,14.01,38.72,3
-9.33,-14.53,16.15,33.06,-6.98,-1.32,6.19,-20.8,4.8,34.23,11.57,-31.59,-10.41,13.44,9.55,36.57,1.66,13.87,3
-7.5,-10.63,17.0,77.59,-2.73,3.91,5.83,-18.51,6.85,66.02,27.15,-34.86,-8.41,15.87,6.53,71.87,4.79,16.41,3
-7.27,-2.22,19.02,66.45,-2.54,11.96,6.77,-15.07,10.43,32.91,8.54,-25.05,-7.74,22.39,2.98,51.27,11.04,15.43,3
-5.09,-1.26,20.47,44.19,-5.57,10.01,9.07,-15.5,12.31,24.61,4.69,-19.34,-6.2,22.09,0.75,40.92,6.88,16.8,3
-5.16,2.34,20.82,34.23,-4.54,11.23,10.0,-12.46,13.31,20.41,-2.05,-13.92,-6.14,20.56,-0.38,21.29,10.01,12.4,3
-2.94,3.02,21.1,23.34,-6.84,9.96,9.52,-12.01,13.85,17.58,-4.54,-8.74,-4.74,20.78,-1.33,16.5,7.96,8.5,3
-2.04,1.44,21.3,43.16,-16.7,7.52,8.76,-8.68,14.45,43.41,4.88,-14.79,-4.16,17.82,-2.26,40.48,7.96,15.04,3
-1.09,6.11,21.09,14.31,-17.87,3.96,9.72,-8.1,15.55,15.62,2.44,-7.42,-3.82,19.4,-4.32,18.21,6.74,11.33,3
-1.63,6.13,20.38,-3.61,-11.23,-0.39,11.19,-9.66,15.15,0.44,3.52,-3.32,-3.57,17.43,-4.07,-1.12,1.37,4.1,3
-2.08,6.8,19.94,-2.15,-4.98,2.2,11.52,-9.64,15.39,-7.23,-2.54,1.22,-3.07,18.84,-3.59,-4.74,0.73,-0.93,3
-2.8,6.38,20.26,2.64,-6.35,3.42,10.84,-8.33,15.41,0.63,-1.51,-0.1,-3.37,18.67,-3.78,-2.64,1.95,-1.42,3
-3.41,6.57,19.76,-0.88,-0.29,3.17,10.66,-8.49,15.19,-1.71,0.29,3.13,-3.22,18.84,-4.16,-4.39,4.35,-1.95,3
-3.32,0.32,20.0,-84.62,15.48,-15.58,0.82,-17.56,-10.27,-114.11,-86.77,92.14,-8.19,8.64,14.52,-173.39,6.4,-53.56,4
-4.04,-7.64,18.97,-132.03,20.75,-18.8,-4.29,-19.04,-14.86,-115.53,-99.51,108.2,-9.08,-6.82,14.69,-220.9,19.43,-52.29,4
-4.5,-11.11,15.69,-155.81,5.47,-11.82,-8.95,-15.49,-15.4,-82.28,-81.15,106.93,-8.9,-13.64,10.42,-166.55,53.61,-39.89,4
-5.71,-15.04,7.65,-162.3,17.87,5.86,-3.36,-12.21,-11.24,-18.6,-52.78,64.65,-12.69,-20.75,-2.58,-139.26,74.46,-31.74,4
-6.75,-19.78,-2.29,-192.04,25.83,20.46,-18.28,-9.14,-14.45,-4.0,20.07,-16.6,-13.15,-23.56,1.55,-1.76,-3.42,2.78,4
-6.94,-18.34,-8.56,-158.11,33.89,38.72,-13.01,-12.8,-12.43,33.79,43.46,-46.34,-13.03,-20.04,4.44,70.65,-12.79,12.65,4
-8.89,-17.9,-14.49,-161.13,24.71,55.32,-13.88,-14.69,-14.13,51.86,62.74,-70.56,-12.79,-20.84,8.4,110.94,-30.96,23.68,4
-10.34,-13.48,-19.18,-18.26,3.03,3.32,-7.77,-16.93,-15.1,72.56,66.89,-82.52,-10.7,-12.91,13.28,144.14,-38.53,37.01,4
-8.21,-15.03,-13.86,53.71,-9.03,-5.96,-1.87,-17.19,-11.31,77.2,54.05,-95.8,-9.36,-3.36,16.24,160.74,-21.44,49.95,4
-9.33,-18.02,-13.1,56.49,-11.82,-23.19,2.97,-19.36,-4.82,76.37,15.23,-58.69,-8.71,10.46,14.87,176.32,5.66,58.79,4
-8.95,-23.4,-8.9,113.53,-25.15,-22.41,8.59,-19.41,-1.81,81.74,46.29,-65.04,-7.96,11.1,15.17,119.53,-9.33,41.85,4
-7.53,-16.8,-3.2,160.11,-22.46,-5.13,9.84,-17.46,2.57,79.2,49.8,-54.54,-5.68,17.48,10.94,131.2,-1.07,36.18,4
-7.04,-14.3,6.14,149.32,-49.9,-12.74,10.88,-12.98,7.66,37.55,21.34,-35.94,-3.63,23.39,8.04,60.79,4.1,17.29,4
-2.63,-15.15,13.83,109.52,-46.63,-17.68,11.11,-13.54,8.74,38.67,20.56,-19.34,-4.38,19.69,5.42,51.03,2.73,11.18,4
-3.11,-11.82,16.7,126.46,-16.6,-9.33,11.53,-10.91,11.24,10.64,-1.46,-6.64,-4.44,20.7,2.92,21.92,7.76,10.25,4
-3.58,-2.42,19.55,129.2,-10.74,4.25,13.71,-13.4,11.06,-1.71,-4.25,-3.71,-4.05,18.43,2.56,-4.2,5.76,4.54,4
-3.42,-3.79,21.52,44.58,-8.54,-0.44,12.77,-10.89,11.06,-3.13,-8.98,3.32,-3.23,21.61,2.57,-0.29,3.91,-0.2,4
-2.92,1.01,21.09,53.76,-10.55,10.06,13.29,-11.74,10.53,4.1,-1.95,0.1,-3.17,19.6,3.06,-7.91,3.81,-2.1,4
-2.28,0.29,21.05,0.1,-13.48,6.88,12.49,-10.48,10.83,10.25,-1.07,-2.73,-3.33,19.56,2.72,3.52,5.32,0.15,4
-1.81,1.92,22.23,21.29,-7.96,6.25,13.67,-11.82,10.61,2.64,-2.69,0.49,-3.21,18.96,2.77,-2.1,0.29,-0.1,4
-1.9,-19.36,7.22,-179.1,16.7,30.96,-11.52,-11.58,-13.22,-8.5,-41.02,82.81,-9.47,-19.69,9.56,-97.41,42.97,-22.9,5
-4.22,-22.44,-1.91,-155.18,18.6,41.75,-12.96,-8.98,-11.23,7.96,-7.67,28.61,-12.86,-22.09,5.27,-34.08,24.9,-13.09,5
-5.04,-18.58,-8.17,-120.36,19.04,63.48,-12.49,-12.78,-12.38,11.18,29.49,-27.98,-11.62,-20.22,6.58,42.19,-4.88,0.39,5
-7.68,-16.09,-12.46,-73.58,27.29,48.34,-12.35,-14.42,-14.2,50.98,54.35,-56.74,-10.96,-18.51,11.21,98.83,-10.94,9.38,5
-9.72,-14.96,-14.74,-13.67,14.01,16.65,-6.58,-20.25,-13.99,79.59,76.66,-90.58,-8.58,-15.92,14.06,158.06,-16.89,30.32,5
-8.03,-19.27,-13.17,36.87,3.37,-13.43,-0.81,-20.3,-9.21,78.81,63.57,-105.03,-8.94,-1.72,15.73,166.45,-8.54,48.1,5
-8.06,-20.74,-11.26,90.19,-2.29,-16.75,3.59,-18.85,-4.41,70.41,25.83,-83.89,-9.33,10.67,16.15,149.17,-8.64,51.9,5
-6.95,-23.48,-7.9,163.67,-9.13,-14.5,6.87,-22.34,-1.35,42.97,42.53,-65.62,-7.39,9.9,14.45,101.32,-7.42,43.75,5
-7.41,-22.68,0.36,149.9,-30.86,-23.1,10.2,-15.98,2.68,62.16,34.18,-59.96,-5.98,16.73,10.74,114.36,4.64,41.46,5
-5.53,-16.49,9.42,105.27,-40.92,-14.55,13.55,-12.74,6.19,64.11,25.29,-52.83,-4.35,19.56,6.45,90.09,6.93,35.06,5
-4.07,-13.98,13.82,103.76,-23.54,-13.53,14.92,-12.67,9.17,37.6,24.51,-34.37,-3.24,19.08,4.05,41.94,3.86,15.97,5
-3.19,-8.37,17.56,112.5,-20.26,-4.25,13.23,-10.53,10.97,12.21,18.55,-12.45,-2.46,18.3,1.36,23.88,0.1,1.37,5
-1.84,-5.77,20.0,86.82,-17.77,-3.76,13.38,-8.97,12.02,2.83,5.13,-3.03,-2.97,18.93,-0.05,5.76,2.78,-1.46,5
-1.26,-5.22,21.46,48.73,-12.4,-2.25,14.44,-10.27,12.09,-13.62,-4.88,5.37,-2.39,21.25,-0.2,-6.49,1.07,-5.32,5
-1.4,-1.5,20.73,17.87,2.98,-1.42,13.66,-8.53,11.84,-8.2,-3.47,3.56,-2.6,21.17,-0.34,1.42,0.83,-2.73,5
-1.29,2.49,20.9,2.73,2.49,-0.2,13.24,-9.43,11.51,-0.15,0.49,0.54,-2.95,19.57,0.02,5.42,2.59,-0.98,5
-1.13,1.59,20.85,-19.58,0.68,1.03,12.73,-10.22,11.46,-1.86,4.64,2.88,-3.32,19.25,0.38,4.64,0.68,-0.05,5
-1.42,3.25,20.85,-7.96,1.46,0.88,13.81,-10.05,11.81,-0.73,3.52,1.71,-2.77,18.81,-0.1,-2.54,3.56,-2.98,5
-1.13,2.05,21.37,4.25,-0.93,0.59,14.02,-10.76,11.71,-5.52,-3.37,0.34,-2.87,19.09,-0.24,-3.61,4.88,-1.51,5
-0.03,1.24,21.7,5.08,-2.15,0.59,13.28,-9.47,11.67,-4.74,1.17,1.42,-3.04,20.3,-0.35,6.84,2.49,1.27,5
-7.91,-23.3,-7.22,-141.5,10.84,23.39,-10.46,-13.22,-15.69,-28.61,-39.55,51.17,-5.68,18.5,-1.0,5.42,1.27,1.95,6
-6.7,-19.42,-10.41,-98.68,8.45,19.87,-8.24,-6.04,-11.8,-2.59,-59.86,35.4,-5.36,19.03,-1.06,-2.69,3.32,1.76,6
-6.44,-13.69,-14.43,-50.24,16.46,30.96,-16.95,-6.32,-13.13,1.37,-55.62,53.08,-5.12,19.61,-1.25,-3.42,3.17,3.27,6
-6.39,-12.16,-14.99,-31.84,14.11,12.6,-18.78,-3.07,-11.03,0.68,-9.77,25.15,-4.7,19.71,-0.11,-14.6,4.0,0.29,6
-7.02,-13.67,-16.82,-45.36,14.84,40.63,-13.51,-11.61,-10.85,28.56,46.63,-48.97,-4.78,21.11,-0.64,4.35,2.25,1.66,6
-11.15,-13.69,-17.42,5.08,-4.15,2.64,-12.07,-15.96,-17.37,104.54,102.88,-95.95,-4.58,20.09,-0.22,3.71,1.71,3.17,6
-11.15,-17.04,-15.55,135.3,-18.8,-18.95,-8.74,-16.75,-15.31,112.11,93.46,-92.24,-4.89,18.3,0.0,-0.54,0.68,0.83,6
-10.51,-22.26,-14.31,218.85,-22.8,-2.34,-1.65,-19.75,-9.09,98.44,79.69,-85.45,-4.69,19.34,0.43,-4.83,1.9,4.3,6
-10.32,-24.14,-2.22,161.77,-41.65,2.78,3.26,-18.18,-3.18,134.33,78.66,-87.89,-4.3,17.88,1.35,1.07,3.22,4.39,6
-8.78,-22.01,5.33,149.66,-32.03,6.69,4.46,-12.34,3.91,91.94,40.19,-57.47,-3.92,18.94,0.99,-2.88,5.13,0.15,6
-9.31,-11.66,12.78,155.62,-41.6,10.64,8.34,-12.72,8.6,68.75,13.43,-37.4,-4.03,19.73,0.9,0.15,4.0,2.93,6
-9.07,-4.93,16.36,74.41,-29.05,8.45,8.17,-9.44,11.82,44.63,0.34,-14.21,-3.51,19.64,1.31,0.24,2.25,0.34,6
-6.91,0.09,18.69,72.7,-11.96,17.87,9.63,-12.55,12.72,6.64,10.5,-2.49,-3.86,19.07,1.72,0.2,0.44,-0.15,6
-6.97,6.11,20.11,34.57,2.54,14.55,11.57,-11.21,13.26,-6.64,-0.59,3.08,-4.26,19.48,1.26,0.44,2.88,-1.27,6
-6.97,4.76,19.73,20.12,7.37,5.37,10.84,-11.02,12.74,-0.44,-3.08,-0.54,-3.96,19.24,1.14,0.88,3.13,-0.29,6
-6.72,2.57,20.87,-2.59,3.27,-1.71,10.94,-13.27,11.93,-5.57,-3.96,-0.15,-4.05,19.8,0.67,1.61,1.17,-0.49,6
-5.99,3.19,20.31,2.1,-6.15,0.63,11.45,-12.24,12.36,-0.29,-5.57,1.51,-3.28,18.77,1.98,-0.78,-0.2,0.78,6
-5.98,0.81,21.38,-4.83,-7.81,5.08,11.77,-10.79,12.6,-5.22,-2.29,0.05,-4.18,20.07,0.73,0.88,3.61,0.49,6
-5.37,1.5,20.5,-3.66,-5.37,6.54,11.74,-12.02,12.15,-7.52,-2.34,0.83,-3.37,19.58,1.34,3.22,0.59,-0.29,6
-4.19,2.56,20.62,-9.96,-5.42,0.88,11.32,-11.56,12.61,-4.25,-3.81,0.0,-3.76,19.02,0.87,0.44,1.66,-0.1,6
-3.37,-19.36,8.43,-148.68,10.5,27.69,-13.9,-11.19,-12.53,-2.0,-63.72,77.59,-8.45,-1.96,18.76,-130.13,44.73,-33.5,7
-4.94,-22.65,3.13,-139.65,13.72,34.23,-16.88,-2.57,-7.62,20.7,2.25,46.83,-8.8,-12.46,13.92,-154.54,57.67,-32.52,7
-5.59,-23.59,-0.93,-139.11,14.45,42.58,-16.19,-7.05,-9.88,24.66,36.87,-25.83,-11.24,-25.94,4.09,-100.73,78.17,-11.77,7
-7.69,-19.47,-8.57,-134.77,18.51,54.25,-13.32,-12.21,-13.88,45.75,72.75,-84.28,-13.28,-15.26,3.45,-14.84,39.11,-19.58,7
-10.22,-17.53,-16.23,-100.05,14.6,65.77,-12.83,-16.62,-16.62,88.04,82.37,-118.55,-12.68,-21.3,2.99,41.55,-22.61,8.74,7
-10.77,-8.43,-15.85,-15.48,45.26,47.46,-4.68,-19.64,-11.32,67.09,50.78,-103.52,-13.16,-23.47,7.09,106.54,-42.48,21.29,7
-12.61,-14.67,-14.92,36.43,2.83,-0.49,1.11,-20.49,-8.82,80.52,58.84,-98.78,-10.5,-17.01,14.86,175.44,-25.88,52.1,7
-9.04,-16.88,-16.0,83.45,-13.92,-21.29,6.32,-21.19,-3.83,81.35,54.74,-83.01,-12.71,1.19,17.81,154.78,-11.47,51.32,7
-12.11,-19.25,-13.3,164.65,-18.26,-30.18,8.25,-15.66,1.88,78.76,39.11,-56.2,-11.2,4.71,17.57,150.15,-11.43,58.11,7
-11.65,-18.47,-4.15,155.08,-23.83,-15.48,9.0,-13.81,6.4,54.2,16.31,-33.89,-8.59,8.5,15.56,128.17,0.73,53.42,7
-10.18,-19.66,3.45,138.38,-34.67,-16.46,10.9,-11.93,7.94,11.77,-0.59,-7.42,-8.01,16.73,10.31,111.13,6.1,46.83,7
-7.53,-18.19,9.68,128.56,-30.08,-12.26,12.52,-12.13,8.71,7.13,2.64,-7.86,-7.34,18.29,6.1,72.22,11.96,23.39,7
-3.98,-12.07,15.18,136.87,-33.89,8.64,14.52,-12.18,9.41,-1.27,-2.29,-2.69,-6.25,19.43,4.33,27.15,4.98,8.89,7
-4.52,-7.03,17.61,89.89,-14.55,9.08,13.2,-12.59,8.92,-0.63,3.71,-3.76,-5.53,18.33,2.99,16.89,1.12,8.74,7
-5.01,-3.47,19.25,33.94,-6.74,4.2,12.85,-13.23,8.83,-5.08,-3.81,-0.2,-5.07,18.44,2.31,3.12,1.22,1.61,7
-5.26,-3.74,19.66,9.86,-2.73,0.29,12.76,-13.32,8.84,1.17,-1.22,-4.3,-5.06,18.09,2.7,0.98,-0.83,-0.05,7
-4.94,-1.55,20.75,8.35,-1.42,1.81,13.04,-13.96,9.0,1.95,-5.86,-4.69,-5.2,17.38,3.2,-8.59,-1.22,-0.05,7
-3.76,-2.08,20.7,3.52,-4.59,0.39,13.17,-13.86,8.7,3.56,0.44,-1.61,-5.88,18.04,3.14,0.78,0.68,-0.73,7
-5.04,-2.92,20.03,-12.16,5.37,-1.27,12.56,-12.98,8.65,2.34,-1.37,-1.9,-6.03,19.29,3.19,-3.13,2.93,0.83,7
-3.63,-4.0,20.42,-4.93,6.84,1.61,13.81,-13.31,8.79,-2.59,-0.29,1.03,-5.95,19.62,3.18,1.32,4.25,1.51,7
-6.33,-19.93,-6.89,-119.73,17.77,54.39,5.3,-19.88,-7.93,-46.83,-61.67,83.84,-9.37,-9.89,16.22,-152.54,33.2,-44.29,8
-7.26,-18.88,-11.33,-99.66,-7.86,30.86,0.8,-18.48,-10.45,-52.69,-64.31,107.13,-9.97,-17.15,10.0,-114.45,29.05,-21.24,8
-8.48,-12.85,-14.89,-62.26,3.22,26.56,-8.47,-17.28,-12.73,-36.13,-53.42,113.38,-11.12,-18.1,5.85,-96.58,26.76,-18.41,8
-8.83,-12.53,-15.53,-24.41,-4.74,7.62,-11.87,-13.83,-12.56,-33.11,-44.73,70.85,-12.14,-21.28,4.16,-40.53,12.5,-2.98,8
-9.0,-16.4,-14.77,4.25,-5.81,-12.5,-14.07,-7.91,-11.44,-16.99,-31.3,54.35,-12.77,-22.44,4.84,8.54,-4.98,2.64,8
-9.23,-17.99,-15.01,50.44,-8.11,-25.83,-15.99,-8.02,-10.67,-15.38,-12.21,18.36,-10.49,-21.96,8.02,59.37,-26.9,8.98,8
-8.4,-17.19,-12.56,122.56,-0.93,-28.37,-14.48,-11.75,-10.44,-7.72,9.18,-15.48,-11.86,-18.04,9.07,114.01,-20.8,21.88,8
-8.07,-17.65,-6.34,109.86,-4.2,-26.56,-15.45,-13.23,-12.32,19.19,46.63,-45.51,-11.61,-9.25,16.18,116.89,-19.92,23.49,8
-4.77,-19.71,-2.7,109.57,1.27,-17.14,-12.06,-14.11,-13.43,59.42,69.19,-82.67,-10.38,-7.25,18.87,126.37,-10.21,24.56,8
-3.92,-17.54,2.96,129.0,-11.38,-19.43,-9.41,-15.98,-12.47,46.73,47.75,-70.9,-8.87,-2.98,19.13,148.53,-0.2,31.84,8
-2.96,-17.97,8.51,126.03,-25.44,-21.14,-4.41,-18.43,-11.98,65.09,55.03,-58.4,-8.08,3.96,17.9,131.25,-9.33,40.87,8
-2.13,-15.53,13.68,130.52,-20.21,-18.12,0.01,-17.11,-8.39,81.35,49.12,-67.43,-6.6,13.07,13.38,138.13,-0.68,42.38,8
-0.87,-8.05,18.05,105.47,-27.88,-4.3,4.35,-18.87,-4.43,81.54,46.53,-77.2,-6.69,17.13,8.47,72.7,8.01,29.15,8
0.32,-5.25,20.32,63.67,-12.89,-9.67,7.59,-17.25,0.98,89.21,49.66,-74.41,-4.13,18.16,6.74,61.23,-6.05,20.7,8
-0.63,-2.11,21.32,54.39,3.37,-1.17,9.82,-12.53,5.57,76.51,23.63,-52.93,-4.2,19.21,3.85,43.07,2.44,6.45,8
-1.46,-0.79,20.99,23.34,1.27,2.1,12.03,-13.03,8.96,39.21,21.58,-34.86,-4.68,19.37,2.08,12.89,1.22,-0.2,8
-1.0,-1.99,21.21,6.25,0.15,2.73,12.97,-9.87,10.85,18.36,15.14,-16.02,-5.12,17.61,1.99,-3.27,5.52,-2.2,8
-0.04,-1.14,21.28,6.54,-4.2,4.05,12.15,-9.74,11.67,2.34,4.93,-2.44,-4.48,19.15,1.85,-0.44,5.42,0.73,8
0.52,-1.86,21.67,0.54,-5.91,1.17,12.68,-10.21,11.35,0.68,-0.1,-2.93,-4.09,19.34,2.56,0.73,4.1,-0.68,8
-0.14,-1.3,21.9,0.93,-7.62,-2.39,12.85,-10.17,11.49,-2.59,-1.03,0.73,-4.05,19.38,2.58,7.13,2.44,1.9,8
-4.3,-20.93,5.05,-66.8,16.65,19.97,1.05,-19.61,-7.65,-42.68,-19.38,57.47,-8.76,1.37,18.44,-79.93,5.81,-32.96,9
-3.89,-20.49,1.77,-76.12,10.45,23.54,-0.33,-17.95,-10.05,-44.29,-36.23,54.44,-9.05,2.29,18.92,-78.27,8.5,-28.47,9
-4.53,-20.6,-3.58,-93.6,5.37,33.94,-3.91,-16.91,-12.65,-46.39,-48.54,66.65,-10.34,-3.54,17.75,-103.08,19.04,-30.76,9
