ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,TEST
-0.02,-1.81,21.26,1.17,-4.74,2.1,-3.7,18.24,5.91,-3.32,-2.49,1.42,2
0.1,-1.5,21.58,3.37,-1.17,-0.44,-3.82,18.66,5.35,-0.1,-0.63,2.64,2
-0.15,-1.72,21.05,-5.22,-1.71,1.95,-3.51,18.58,6.03,-4.3,1.32,1.46,2
0.03,-2.06,21.55,3.22,1.56,-0.63,-3.81,18.97,5.83,-7.52,-1.42,7.52,2
-0.07,-1.9,21.11,3.03,-1.37,1.51,-3.62,18.27,5.74,5.32,0.49,-3.96,2
-0.13,-1.45,21.28,2.69,-1.27,1.22,-3.9,18.6,5.45,-7.47,0.63,4.05,2
0.21,-1.98,21.31,-1.56,-1.42,0.44,-3.42,18.66,6.19,0.73,0.78,-0.68,2
0.18,-1.48,21.25,6.1,-3.17,2.0,-3.49,19.04,5.8,1.76,0.44,1.51,2
0.49,-0.98,21.2,5.52,-14.01,2.49,-3.4,19.15,5.74,2.54,3.13,-2.83,2
-14.49,-6.21,14.99,1.76,20.36,-3.96,-4.9,18.21,3.55,5.27,2.34,-9.86,3
-14.37,-6.18,15.77,7.91,-4.74,-0.05,-4.6,18.98,4.27,2.34,0.78,0.73,3
-13.39,-5.7,16.22,22.85,-40.97,1.37,-5.03,18.32,3.41,-0.49,1.12,-0.59,3
-8.41,-5.89,16.59,39.36,-172.41,34.18,-5.34,19.54,3.96,5.62,-2.64,-15.97,3
-0.12,0.0,22.4,15.67,-116.16,39.5,-4.84,20.39,5.91,9.13,-9.72,-5.22,3
3.2,-0.89,21.73,-2.78,-41.89,8.84,-6.24,18.82,3.28,2.78,-5.42,2.93,3
4.25,-1.37,21.18,-5.81,-5.52,0.68,-6.33,18.79,3.42,-10.35,2.98,-4.44,3
4.72,-1.91,21.18,0.2,-2.69,3.86,-5.53,18.33,5.37,-5.76,0.78,1.95,3
3.85,-0.51,20.08,4.69,5.71,2.44,-5.85,18.39,4.57,-4.64,-1.27,1.71,3
3.76,-1.42,20.46,-4.98,-3.22,0.34,-5.33,18.28,5.31,-1.86,-2.44,0.54,3
3.98,-0.67,20.7,1.12,-0.54,1.37,-5.74,18.89,4.65,-2.05,-3.17,2.98,3
3.92,-1.68,21.09,1.9,-1.9,4.35,-5.64,17.87,4.97,-3.08,2.59,14.36,3
3.85,-1.42,20.81,-1.66,-1.03,0.34,-4.93,18.95,5.69,-0.39,-3.27,0.0,3
4.01,-1.18,20.92,-0.68,-0.15,-1.22,-5.29,18.81,5.26,-0.54,-3.86,0.63,3
3.85,-0.9,20.7,2.49,0.2,-0.24,-5.44,18.46,4.99,-0.2,-1.76,0.54,3
3.61,-0.94,20.99,-1.47,1.61,-2.78,-5.6,18.97,4.84,1.42,-3.42,-1.22,3
3.65,-1.47,21.34,-3.96,5.03,-3.56,-5.53,18.5,5.26,-0.73,-2.0,-0.88,3
2.21,-1.81,21.17,-3.52,21.92,-4.3,-5.96,17.79,4.57,-0.54,1.71,-4.83,3
0.7,-1.78,20.61,-3.96,17.72,-3.61,-5.32,19.0,5.69,-1.22,-0.34,-1.22,3
0.18,-2.17,21.47,-1.37,14.99,-2.1,-5.62,18.48,5.37,-1.22,-0.2,-0.59,3
1.59,-1.4,20.99,1.61,-0.54,1.42,-5.2,18.48,5.2,-0.78,0.68,0.44,4
1.89,-1.7,21.14,0.49,-0.49,0.88,-5.19,18.34,5.62,-1.03,0.0,-0.54,4
1.99,-1.71,21.27,1.12,-2.25,1.51,-5.15,18.73,5.73,-0.29,1.07,0.59,4
1.97,-1.56,21.21,-0.78,-0.54,0.93,-5.13,18.61,5.66,-0.83,0.2,-0.15,4
1.89,-1.34,21.14,1.07,-0.54,0.49,-5.45,18.5,5.48,-0.78,0.34,-1.17,4
1.85,-1.44,21.18,1.03,-0.59,1.27,-5.27,18.41,5.64,-0.88,0.49,-1.71,4
1.79,-1.69,20.99,0.15,-0.68,1.56,-5.35,18.78,5.58,-0.39,-0.63,-0.1,4
1.63,-1.23,21.02,0.29,-1.32,1.32,-5.53,18.16,5.63,-1.12,0.78,0.39,4
1.89,-1.61,20.88,0.98,-1.12,1.37,-5.39,18.69,5.89,-0.93,0.29,1.71,4
2.37,-1.37,21.54,0.78,-1.22,1.07,-5.43,18.2,5.41,-1.37,0.49,-0.59,4
2.03,-1.44,21.24,0.93,-1.51,0.24,-5.41,18.41,5.68,-0.34,0.73,1.12,4
1.94,-1.46,21.35,0.24,-1.17,0.15,-5.42,18.75,5.73,-0.15,1.27,0.1,4
1.96,-1.51,21.17,0.93,-0.93,0.73,-5.43,18.26,5.84,-0.93,0.93,0.73,4
1.89,-1.25,21.27,0.1,0.44,0.63,-5.36,18.61,5.61,-1.12,0.24,0.88,4
1.9,-1.47,21.22,0.05,0.54,-0.29,-5.34,18.21,5.8,-1.07,0.39,0.2,4
1.66,-1.91,21.03,-0.68,-0.34,0.29,-5.54,18.76,5.56,-1.03,1.22,-0.68,4
1.94,-1.37,21.38,0.54,-0.1,1.22,-5.28,18.12,5.91,-1.56,0.1,0.34,4
1.69,-1.72,21.09,-0.59,1.27,0.34,-5.31,18.68,5.9,-0.98,0.05,0.78,4
1.55,-1.43,21.45,-3.22,9.18,-1.9,-5.35,18.5,5.93,-0.59,0.1,-0.1,4
0.93,-2.42,21.13,-4.39,16.11,-3.52,-5.36,18.37,5.72,-0.44,0.2,0.98,4
-13.55,-9.82,13.68,-28.27,145.31,-26.51,-4.68,19.44,1.75,-1.76,2.25,15.72,5
-16.19,-7.7,10.45,-1.07,39.11,-1.71,-4.45,20.26,1.93,-9.72,5.18,-5.32,5
-16.08,-6.51,14.33,6.3,-9.42,-0.2,-4.11,18.25,3.85,-15.38,-11.87,-4.0,5
-16.07,-6.93,14.21,10.01,-25.49,2.88,-6.64,15.85,2.97,0.73,6.35,-23.97,5
-12.24,-5.93,13.75,47.51,-155.13,21.04,-6.8,16.04,3.17,-14.11,-19.48,-18.9,5
-1.31,0.3,25.06,29.64,-78.61,26.56,-6.59,18.44,3.55,-10.25,-13.53,0.98,5
2.41,-0.63,23.82,7.62,-48.0,7.47,-6.44,18.73,4.2,-5.47,-5.37,2.0,5
3.45,-0.83,22.26,-1.71,-25.39,3.08,-6.21,18.44,5.12,-2.78,-2.54,0.83,5
2.9,-0.67,20.69,-2.05,-0.39,0.78,-5.76,18.99,5.67,-0.88,-0.78,2.15,5
2.88,-1.39,20.91,-0.49,1.12,0.93,-5.99,18.28,5.01,-1.76,-3.56,2.34,5
3.05,-1.31,20.83,-1.47,1.66,1.61,-6.03,18.55,5.07,-1.27,-1.9,0.59,5
3.17,-1.15,21.08,1.17,-0.88,0.73,-6.01,18.25,5.21,-1.32,-1.17,0.83,5
3.16,-1.25,21.06,1.22,-0.29,0.83,-5.83,18.51,5.37,-1.07,-0.54,1.12,5
2.86,-1.4,20.89,-0.68,0.44,0.0,-5.75,18.55,5.7,-0.29,-1.37,0.54,5
2.79,-1.17,20.99,0.73,1.37,0.49,-4.01,18.96,7.9,6.93,8.45,-8.35,5
2.89,-1.44,21.17,0.93,-0.83,0.83,-5.88,22.62,3.84,15.48,16.94,1.76,5
5.58,2.34,27.65,-44.82,224.32,-43.85,-8.35,15.15,1.84,10.89,17.82,11.77,5
-11.04,-6.44,17.3,-20.22,95.26,-11.04,-6.39,20.56,3.16,-3.13,3.56,21.09,5
-14.99,-7.52,12.66,-2.93,38.77,-7.23,-6.84,17.84,1.98,-5.22,2.1,1.17,5
-14.89,-7.68,16.12,5.81,-7.76,2.39,-6.29,18.87,2.67,-5.18,-13.18,1.9,5
-7.66,-4.89,16.88,-49.41,190.48,-28.81,-3.66,17.05,2.39,22.56,15.58,-3.76,6
-13.44,-7.5,14.82,-15.87,78.32,-12.99,-3.22,17.46,2.31,-9.18,6.64,0.63,6
-14.92,-7.16,11.83,-4.88,16.89,-9.72,-2.03,20.3,3.93,-7.81,0.24,-18.02,6
-14.16,-6.69,15.78,26.71,-30.47,5.03,-4.79,20.2,1.53,17.97,-35.99,-51.03,6
-5.81,-4.42,20.0,55.08,-216.36,50.49,-4.8,19.72,5.27,-0.88,-5.13,-11.87,6
2.14,3.24,24.19,33.11,-122.56,32.23,-4.55,20.08,5.74,-8.25,-12.94,4.0,6
4.66,-0.61,21.72,-4.74,-21.78,1.61,-5.24,18.34,5.21,-3.66,-4.88,-0.93,6
4.06,-1.23,21.13,-8.15,2.49,1.17,-5.1,18.53,5.48,-1.95,-2.0,0.59,6
3.69,-1.44,20.97,-0.73,1.66,2.0,-5.14,18.58,5.22,-3.86,-6.05,2.25,6
3.56,-1.04,21.14,3.32,0.44,0.78,-4.84,18.67,5.84,-0.93,-0.88,0.49,6
3.43,-1.03,21.01,-0.83,-2.25,1.9,-4.84,18.62,5.65,-1.12,-0.98,3.22,6
2.87,-1.09,20.54,-1.66,-1.12,2.54,-4.74,18.4,5.69,-1.9,-1.27,1.86,6
3.19,-1.41,20.85,-0.44,-1.56,1.81,-4.68,18.74,5.93,-1.27,-1.22,1.66,6
3.04,-1.12,20.81,-0.63,-1.03,1.71,-4.74,18.5,5.92,-2.93,-0.29,0.54,6
3.34,-1.32,21.05,-0.44,0.54,0.59,-4.79,18.71,5.84,-1.12,-0.34,0.05,6
3.19,-1.26,20.77,-1.27,0.68,0.39,-4.87,18.74,5.67,-2.64,-0.88,0.0,6
3.27,-1.26,21.22,-3.13,4.74,-1.03,-4.77,18.4,6.03,-0.49,-0.88,-1.76,6
2.85,-1.61,20.87,-1.51,6.54,-0.88,-4.84,18.57,6.08,-2.49,-0.59,-1.22,6
2.65,-1.67,21.45,-0.73,5.62,-2.25,-4.7,18.38,6.4,-1.07,0.05,1.07,6
1.93,-2.34,20.93,-2.73,4.35,-0.63,-4.86,18.41,6.0,-0.93,0.29,-0.2,6
-15.63,-7.78,13.64,-3.42,41.75,-14.5,-5.23,18.55,4.34,4.3,6.64,-3.17,7
-16.48,-8.31,12.14,-1.66,16.21,-5.57,-4.56,18.92,4.99,1.07,-2.83,-4.39,7
-14.95,-9.15,14.33,8.74,-14.6,0.34,-5.66,18.67,4.27,-2.34,0.88,-16.06,7
-12.31,-6.57,16.65,40.43,-88.48,24.61,-5.8,19.53,4.55,0.39,6.3,-9.13,7
-0.36,-0.08,28.61,94.19,-175.15,57.96,-5.14,21.06,6.33,-1.76,-24.07,-16.36,7
-2.32,-0.5,22.43,0.44,-66.6,15.97,-5.68,18.64,5.13,-10.01,-21.97,9.28,7
0.45,-2.39,21.73,-2.05,-27.29,3.56,-5.81,18.14,5.42,9.28,-4.98,10.11,7
0.99,-1.63,21.3,-6.4,2.34,1.51,-5.95,17.52,6.06,-3.91,-2.64,1.61,7
0.61,-2.06,21.73,-8.55,11.47,-2.88,-5.76,19.3,5.95,-8.01,-4.1,-2.44,7
0.24,-3.97,21.85,-7.96,7.62,-3.47,-5.89,18.46,5.74,-1.03,2.64,0.29,7
-0.61,-4.01,20.87,-9.38,6.98,-3.27,-5.57,18.73,6.67,-1.56,3.52,-3.96,7
-1.47,-3.35,20.87,0.2,-3.96,-1.51,-5.29,18.32,6.8,0.44,16.16,-6.2,7
-0.27,-3.96,21.87,-4.15,-0.83,0.68,-6.17,17.77,5.94,-2.25,8.11,-2.49,7
-0.98,-4.13,21.18,-3.91,-1.61,2.83,-6.62,18.08,6.27,-3.56,-1.71,1.9,7
-0.82,-4.77,20.95,-0.68,-0.15,2.49,-6.68,18.04,6.36,0.24,4.69,-0.54,7
-0.8,-4.42,21.08,-1.03,-0.2,1.32,-6.83,18.13,6.1,-2.59,-2.64,1.37,7
-0.96,-4.55,20.96,0.68,-1.71,1.46,-6.71,18.29,6.15,-0.34,0.44,-0.34,7
-0.76,-4.4,21.32,0.29,0.34,0.1,-6.63,17.96,6.4,-0.49,2.1,-0.93,7
-0.78,-4.76,21.19,0.05,-0.73,0.68,-6.71,17.52,6.01,-3.32,3.76,-2.15,7
-1.13,-4.48,20.93,0.24,-1.76,1.61,-7.01,18.03,6.52,-1.42,1.07,0.44,7
-5.84,-5.94,20.43,-7.67,52.83,-1.71,-7.55,17.67,6.3,1.9,4.3,6.93,8
-8.48,-5.09,19.49,-14.16,45.61,-8.11,-7.62,18.13,6.47,6.1,6.93,10.21,8
-10.21,-5.74,19.1,-8.3,49.56,-3.86,-7.21,17.77,5.69,7.18,9.86,6.4,8
-12.98,-6.68,16.24,-3.47,44.09,-9.96,-7.45,17.33,4.91,9.18,11.43,-0.05,8
-14.01,-7.64,15.44,-0.1,33.54,-7.76,-7.25,18.65,4.26,12.5,6.88,6.84,8
-14.71,-8.56,15.02,-2.49,16.21,-9.23,-7.38,17.81,3.45,3.76,7.57,-6.74,8
-14.99,-8.05,14.32,-0.34,11.72,-4.88,-7.22,18.42,3.61,-0.68,0.39,-1.27,8
-15.64,-8.44,12.07,-0.98,-0.29,-4.79,-7.15,18.33,4.01,-0.83,-1.51,-0.05,8
-15.33,-8.75,13.91,0.88,-0.59,-1.56,-7.44,18.33,4.1,-0.78,-1.12,-3.08,8
-15.58,-8.93,12.99,0.83,0.39,-0.59,-7.85,17.48,3.61,-3.22,1.42,-5.13,8
-15.42,-9.25,12.99,1.17,-1.76,-0.39,-7.55,18.55,3.91,-0.29,-0.68,-0.68,8
-15.34,-8.87,13.12,1.32,-3.03,-0.93,-7.36,18.16,4.27,-2.49,-5.42,0.0,8
-15.26,-8.78,13.21,2.0,-5.66,-1.17,-7.72,18.25,3.99,-3.27,-0.15,-0.29,8
-15.25,-8.84,13.67,0.73,-1.17,-0.29,-7.67,18.38,3.97,-1.17,2.25,0.1,8
-15.15,-8.64,13.43,1.17,-6.15,1.27,-7.78,17.89,3.9,-1.17,2.73,0.73,8
-14.72,-8.79,13.95,5.27,-17.29,5.81,-7.16,18.71,4.6,2.25,-2.93,8.54,8
-14.17,-8.43,14.76,6.88,-22.17,7.86,-7.25,18.39,3.82,-0.44,5.71,-1.22,8
-13.87,-8.53,11.33,16.45,-106.35,22.12,-6.58,20.8,4.23,4.59,0.78,-5.22,8
-5.75,-0.77,23.04,24.02,-59.72,18.9,-6.94,19.69,5.05,-0.34,-0.1,0.78,8
0.29,-0.43,24.79,23.19,-53.96,20.36,-7.84,17.61,5.16,-6.98,-0.39,-2.78,8
-14.65,-7.68,14.87,-12.65,59.33,-10.69,-8.7,17.52,3.7,14.4,11.08,1.86,9
-15.13,-9.01,14.22,0.78,20.21,-9.13,-8.4,18.69,3.19,10.69,3.22,3.71,9
-16.46,-9.04,12.12,0.78,-0.59,-4.1,-8.5,18.43,2.98,-0.83,1.27,3.03,9
-15.47,-9.35,14.16,0.24,2.69,-4.2,-8.76,17.86,2.62,-0.15,3.32,-2.1,9
-16.13,-9.22,11.37,1.76,-1.86,-1.27,-8.42,18.42,3.07,-4.44,-0.98,1.56,9
-15.92,-9.27,12.09,0.98,-2.83,-0.34,-8.61,17.93,2.92,-3.61,-1.71,1.81,9
-15.53,-9.36,13.33,0.83,-0.1,-0.15,-8.38,18.55,3.34,-0.34,-2.05,-0.34,9
-15.53,-9.29,12.33,2.98,0.29,-1.56,-8.44,18.28,3.73,0.98,-1.61,-3.27,9
-15.62,-9.34,13.15,1.81,3.27,0.59,-8.61,17.7,3.54,-0.54,-0.39,-1.81,9
-15.61,-9.58,12.83,0.59,-0.93,0.24,-8.63,17.72,3.41,-0.44,0.54,-1.61,9
-15.54,-9.72,12.69,10.2,-50.78,0.05,-8.58,18.66,3.24,-4.3,1.81,3.86,9
-9.94,-9.8,13.75,40.82,-245.65,21.88,-8.09,17.88,3.96,-4.44,-1.66,5.96,9
-4.0,-3.0,21.75,15.82,-60.55,15.87,-9.16,16.68,3.44,-9.96,-3.61,2.0,9
-2.14,-2.17,20.06,-4.05,8.74,0.68,-8.99,17.04,3.97,-7.18,-5.62,-2.0,9
0.08,-3.61,21.01,-2.69,-11.43,-0.73,-8.76,17.54,4.19,-7.91,-7.28,-3.37,9
0.61,-3.75,20.78,1.12,-7.03,2.49,-8.52,17.92,4.64,-4.74,-5.03,-1.17,9
1.79,-3.69,21.99,4.83,-6.4,2.49,-8.71,18.32,4.68,-3.13,-4.35,-3.32,9
1.01,-4.38,20.87,-3.22,-9.13,1.37,-9.25,17.51,4.8,-7.28,0.34,-9.67,9
1.53,-4.43,20.83,1.42,-2.05,1.9,-9.44,17.17,5.27,-2.1,0.2,-1.27,9
1.63,-4.01,20.98,-0.1,-2.54,0.78,-9.32,17.07,5.4,-1.66,-1.66,-0.59,9
-13.89,-8.65,14.82,-6.25,45.41,-6.93,-7.5,19.44,2.55,13.38,10.84,7.42,10
-14.54,-8.34,15.14,-0.05,45.07,-10.64,-6.76,19.52,2.44,4.15,3.96,2.93,10
-15.93,-8.68,12.67,0.29,17.19,-4.0,-7.34,18.26,2.17,5.62,1.03,-4.74,10
-16.54,-8.94,12.21,2.93,1.22,-1.86,-7.83,18.58,1.31,-2.49,0.1,-5.18,10
-15.85,-8.44,14.41,4.69,-9.23,-10.55,-7.62,19.07,2.29,-2.93,-0.1,0.34,10
-16.35,-8.91,12.31,1.71,0.59,2.29,-7.75,17.9,1.69,-3.17,-0.54,-0.59,10
-16.45,-9.06,11.23,0.44,-1.95,-0.39,-7.92,18.24,1.56,-1.27,-0.93,0.49,10
-16.12,-9.64,11.52,2.83,-4.59,0.98,-8.12,18.51,1.62,-3.86,-0.68,0.34,10
-15.96,-9.46,12.05,1.71,-3.22,1.76,-8.02,18.33,1.73,-0.24,1.07,-0.59,10
-15.71,-9.6,13.07,1.03,-3.37,-1.07,-7.95,18.56,2.14,-1.86,-1.07,0.93,10
-16.0,-9.13,11.63,-0.29,0.44,0.54,-8.13,18.42,2.03,-2.83,1.9,0.24,10
-15.8,-9.22,12.09,0.15,-2.2,1.07,-8.52,16.97,2.36,-16.26,-1.71,14.75,10
-16.02,-9.04,12.63,6.54,-20.31,4.44,-7.85,18.67,2.6,-3.42,-2.15,1.17,10
-8.77,-6.74,24.25,14.55,-81.45,19.53,-8.48,17.13,1.9,-14.89,-13.33,-17.43,10
-3.69,-7.64,18.14,65.82,-223.97,35.16,-6.74,17.51,5.49,-9.72,-10.21,-9.81,10
0.7,-5.46,21.14,-7.57,-54.39,4.3,-7.93,18.11,4.45,-2.2,-10.69,2.34,10
1.11,-4.02,20.77,-0.34,5.03,-0.29,-8.01,18.01,4.54,-3.37,-0.24,-6.98,10
1.6,-3.94,21.05,0.63,-1.86,1.71,-8.53,17.59,4.57,-1.27,1.51,-4.0,10
0.13,-4.54,19.54,-8.01,24.71,-3.66,-8.33,17.6,5.72,-3.71,0.88,-5.18,10
0.41,-3.54,21.18,-6.64,17.19,-2.29,-8.64,17.53,5.44,-3.42,-0.15,-2.15,10
-9.69,-6.73,18.46,-7.28,13.28,-0.2,-8.42,17.25,6.52,-1.95,1.76,6.2,11
-11.64,-7.29,16.95,-10.21,51.37,3.66,-8.29,17.75,6.09,-0.59,1.12,8.2,11
-12.74,-7.51,15.68,-5.91,30.42,-5.71,-7.88,17.66,5.86,1.03,-1.27,10.35,11
-13.04,-8.51,17.02,0.39,28.47,-1.61,-8.13,18.0,5.37,1.61,1.07,3.17,11
-13.68,-7.39,16.91,1.71,10.45,-4.49,-8.08,17.48,5.54,0.44,-0.05,0.15,11
-14.79,-7.77,15.08,1.12,7.13,-3.56,-8.35,17.57,5.86,-0.34,0.2,0.78,11
-15.05,-7.69,14.14,-1.61,5.91,-4.25,-8.8,17.29,6.14,-1.81,0.63,-2.0,11
-15.03,-8.45,13.42,1.12,3.08,-1.9,-7.98,17.26,6.61,-3.13,1.32,-2.15,11
-14.87,-10.26,13.61,-0.49,2.83,-2.93,-8.15,17.31,5.89,-2.3,0.15,-3.42,11
-14.19,-8.87,13.43,-1.76,1.81,-1.32,-8.15,17.46,5.4,-0.39,1.22,-0.78,11
-15.08,-8.62,13.23,-0.68,2.44,-2.93,-8.13,17.55,5.47,-0.63,0.24,-2.39,11
-15.03,-8.42,13.66,1.86,-3.52,0.68,-8.27,17.76,5.49,-0.29,0.63,-0.44,11
-14.72,-8.53,14.05,-0.59,0.15,-1.86,-8.56,17.14,5.33,-1.81,1.07,-2.93,11
-14.98,-8.59,13.85,-0.15,-0.83,-1.07,-8.71,17.31,5.87,-2.78,-1.61,-1.37,11
-14.81,-8.58,13.94,-0.24,0.2,-0.1,-8.64,17.26,5.6,-0.78,1.37,0.54,11
-14.85,-8.94,13.87,0.24,1.03,0.05,-8.43,17.34,5.83,-0.88,1.07,-0.59,11
-14.84,-8.34,13.83,3.42,-2.34,5.76,-8.93,16.53,5.51,-3.71,-3.71,-1.17,11
-14.91,-8.59,13.57,-0.1,-2.59,-1.12,-8.68,18.03,5.12,-4.59,-2.39,3.61,11
-14.53,-10.02,13.95,-3.71,-4.39,-4.88,-7.8,17.35,7.25,-0.34,2.93,-3.91,11
-14.86,-7.32,13.92,28.76,-16.21,40.97,-8.27,17.68,6.64,-3.47,-6.54,-0.98,11
-14.29,-8.58,13.75,-9.96,85.89,-4.59,-10.14,17.27,4.62,22.7,18.51,8.15,12
-16.59,-8.92,12.22,0.15,43.65,-7.62,-10.74,16.86,2.82,15.62,10.99,3.52,12
-17.15,-8.67,11.03,-1.17,14.84,-5.22,-9.63,18.03,2.52,5.91,5.42,5.08,12
-16.04,-9.03,13.32,0.15,-6.74,-1.95,-9.73,17.39,2.61,-2.98,2.44,0.68,12
-16.85,-8.65,10.51,-0.88,-3.03,-1.37,-9.91,17.0,2.44,-3.03,1.56,-3.56,12
-16.26,-9.17,12.57,0.88,-1.71,-1.66,-9.48,17.58,3.64,-1.86,-1.42,-3.81,12
-15.95,-8.63,12.1,2.54,-1.86,1.42,-9.9,16.97,2.87,-3.37,-1.95,-0.73,12
-16.05,-8.97,12.41,1.42,-5.13,0.05,-9.99,17.11,3.13,11.38,-0.98,-0.68,12
-15.91,-9.39,12.92,1.81,-6.64,1.71,-9.41,18.01,4.06,1.03,2.88,-2.54,12
-14.15,-8.54,15.62,19.53,-90.62,6.25,-9.9,18.09,3.59,-7.76,-1.81,5.81,12
-6.48,-8.9,16.3,61.77,-226.46,27.88,-9.79,17.24,3.78,-5.86,1.12,-9.77,12
-2.18,-3.82,21.82,7.86,-59.28,7.13,-10.75,16.98,3.85,-11.13,-9.23,-7.42,12
-1.14,-3.79,20.55,2.25,-11.08,4.64,-10.8,16.45,4.44,-4.98,-2.15,-4.39,12
-0.06,-3.55,20.96,-0.15,-5.08,2.1,-10.99,16.44,4.74,-4.25,-1.37,-2.25,12
0.06,-4.03,20.91,-0.73,-1.56,0.98,-11.06,16.46,5.21,-1.56,-0.49,-2.05,12
0.5,-3.64,21.63,1.66,-4.1,2.44,-11.08,16.33,5.22,-2.64,-0.98,-1.76,12
0.95,-3.91,21.01,-1.17,-2.29,-0.15,-10.82,16.62,5.14,-2.05,0.2,3.22,12
0.73,-3.38,21.05,1.61,-2.78,1.9,-10.93,16.44,5.2,-1.51,-1.27,-0.78,12
0.66,-3.94,20.91,1.61,-1.81,1.32,-11.09,16.68,5.29,-0.49,-0.24,0.29,12
0.79,-3.66,21.15,0.83,-1.66,1.17,-11.08,16.48,5.27,-1.27,-0.2,-0.2,12
-5.5,-6.9,20.64,-45.8,214.65,3.03,-9.59,16.64,2.8,-0.1,2.0,-1.86,13
-15.92,-7.68,10.53,-25.54,93.99,-21.87,-8.93,17.56,3.28,-4.54,0.39,-0.93,13
-17.02,-8.4,12.25,0.49,44.82,-15.38,-9.37,17.57,2.97,-4.2,-5.08,-2.1,13
-17.57,-8.02,10.24,4.1,25.63,-2.88,-8.38,17.71,4.92,-3.56,-20.7,-4.49,13
-17.89,-8.49,10.59,3.03,2.88,-2.59,-10.95,16.05,3.62,-8.3,-6.64,-28.22,13
