ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,TEST
-3.07,-5.17,18.48,-1.95,-11.47,-2.39,-4.91,20.2,12.34,-3.27,-34.77,23.24,3
0.66,4.24,20.7,3.47,7.62,3.66,-3.8,20.08,6.45,-0.15,-13.82,-4.64,3
-2.77,3.12,19.64,4.35,6.45,0.24,-5.03,18.28,5.05,1.12,1.27,-3.22,3
-1.91,3.86,20.47,4.44,4.35,-8.79,-5.17,18.22,5.22,9.77,0.49,-1.81,3
-1.8,6.59,21.69,13.77,-1.46,-37.4,-8.03,21.11,-1.78,59.28,-23.58,-25.83,3
-2.89,4.94,18.84,-26.17,14.21,-156.59,-6.87,18.87,-1.13,28.81,-141.85,-3.27,3
3.52,-8.09,21.85,-27.83,-15.53,-107.08,-0.23,19.81,9.21,21.73,-94.24,27.69,3
-2.53,-3.41,19.81,-13.77,-22.75,-20.36,-4.22,17.04,3.52,-11.62,-0.39,5.27,3
-0.22,-3.05,22.49,-12.55,-12.06,-5.71,-1.8,19.75,6.07,-8.3,-4.0,9.96,3
0.12,-2.83,21.5,-2.69,-7.32,-3.81,-1.38,18.72,6.2,-3.13,-5.22,2.39,3
-0.95,-2.64,20.85,1.46,-2.15,-8.35,-1.93,18.86,5.52,2.64,-4.49,2.59,3
-0.3,-2.32,20.9,6.98,-1.56,-0.93,-1.37,19.08,5.35,5.08,-1.81,3.61,3
0.24,-2.42,22.02,3.27,-0.73,2.05,-1.49,19.48,5.37,3.52,1.42,0.44,3
-0.49,-1.9,21.41,-1.95,0.68,0.05,-1.56,19.36,5.3,-2.34,-0.29,-2.69,3
-0.6,-2.2,21.11,-2.49,-0.88,0.78,-1.73,18.88,5.25,-3.13,0.88,-1.12,3
-0.6,-2.26,21.46,0.78,2.44,1.95,-1.88,19.11,5.25,-1.03,0.68,-2.88,3
-0.47,-2.87,21.42,-1.42,-0.44,1.07,-1.92,18.88,5.56,-2.05,1.42,-1.42,3
-0.69,-2.94,21.34,-2.78,-1.27,0.15,-2.04,19.09,5.65,-3.32,0.63,0.54,3
-0.47,-2.59,21.18,1.61,-0.88,1.76,-1.93,18.77,5.51,0.15,1.32,0.78,3
9.03,-9.23,20.71,30.81,14.4,174.61,-4.09,22.61,5.11,-20.41,35.89,10.6,4
-4.06,12.54,17.17,77.2,-21.68,126.81,-0.67,20.34,6.45,7.18,0.24,10.35,4
3.37,5.46,22.8,10.69,4.98,39.5,-5.14,18.98,2.89,2.15,-8.01,-0.1,4
5.04,3.01,21.29,-3.76,-2.05,5.66,-3.46,18.39,5.21,-1.81,1.22,-8.98,4
2.1,2.89,21.43,3.03,-0.98,-1.32,-8.54,18.77,-3.03,32.71,-27.59,-10.89,4
0.51,3.55,20.2,0.88,4.69,-4.1,0.06,18.1,1.32,-10.84,-156.59,27.98,4
-1.91,13.3,18.92,-42.29,-6.35,-109.77,7.66,28.84,15.47,17.87,-70.31,2.39,4
4.41,1.38,19.68,-67.29,-22.61,-159.72,-2.26,17.15,3.46,-4.3,-11.57,4.74,4
2.55,-5.44,21.64,-20.02,15.67,-28.17,-1.16,18.99,5.02,3.08,27.34,18.36,4
-0.06,-2.62,19.65,1.42,-8.15,-10.74,-1.28,17.18,4.45,-22.27,25.54,-6.54,4
1.08,0.28,23.26,14.65,-1.56,14.11,0.35,18.14,5.24,-14.36,1.46,6.01,4
1.67,-3.38,20.84,2.69,-7.28,0.49,0.16,18.92,7.21,2.73,-1.86,-5.27,4
2.49,-1.62,20.72,-6.4,-10.3,-0.2,0.9,19.68,6.92,6.1,-2.93,5.32,4
0.61,-2.81,20.0,-0.0,2.15,-2.15,0.98,19.21,7.08,-0.0,-0.98,-1.12,4
2.26,-1.97,21.52,2.0,5.71,1.66,-0.47,17.27,5.02,-0.93,10.21,-4.98,4
2.48,-3.2,22.18,-0.98,6.35,9.18,0.44,21.03,7.2,6.98,-1.95,-2.39,4
0.73,-2.17,19.69,-1.71,-1.07,4.88,-1.43,18.25,5.84,-5.91,-1.42,4.74,4
0.71,-2.43,21.14,-3.17,9.81,4.15,0.04,18.63,6.53,1.46,-0.1,6.59,4
1.38,-3.97,21.01,-5.13,-8.35,-1.07,-0.27,19.02,6.08,-4.3,0.63,0.73,4
1.5,-3.44,21.7,-0.44,-1.37,2.05,0.13,18.61,6.88,-2.49,1.03,-1.12,4
-0.84,16.89,21.86,117.24,-8.84,180.18,-2.83,19.4,6.02,12.16,-7.47,-14.21,5
-0.25,4.2,25.47,25.88,-17.97,19.92,-0.95,18.85,6.36,13.67,-21.29,11.52,5
1.62,1.15,22.99,17.19,-11.77,7.81,-1.69,17.68,6.38,8.35,-10.5,2.69,5
-1.34,-0.7,19.6,-0.73,1.17,-2.05,-1.46,18.93,4.21,0.15,4.79,-3.03,5
-0.61,1.8,20.41,-1.22,4.54,1.71,-1.84,19.36,4.59,-4.54,1.56,-3.66,5
-0.85,1.63,21.04,-4.15,3.71,-2.05,-1.71,18.62,5.23,-4.64,-5.66,-4.59,5
-0.81,1.36,21.14,-2.93,-2.15,-3.47,-1.46,19.04,4.73,4.2,-5.66,3.27,5
-0.77,1.27,21.16,-1.51,-5.66,-11.96,-3.9,18.56,0.97,20.51,-64.65,3.42,5
-2.48,7.39,19.87,-6.54,-12.74,-88.62,6.73,22.05,5.77,-26.76,-73.54,41.5,5
8.49,-7.12,23.59,-72.56,-31.05,-162.4,3.17,16.59,7.73,-13.72,-8.98,-28.96,5
0.96,-5.43,19.78,-8.25,17.33,-22.41,1.63,19.09,5.75,-3.22,-5.18,-1.95,5
0.05,-3.39,21.19,-4.2,-0.78,-12.3,1.59,18.49,6.13,3.22,2.29,-2.29,5
0.5,-3.84,21.31,4.39,3.66,1.51,1.56,18.42,5.53,9.03,5.86,1.56,5
0.25,-3.49,21.33,6.54,1.17,5.96,0.48,18.53,4.54,2.78,8.84,1.27,5
-0.43,-2.07,21.12,4.88,-1.56,10.4,0.98,19.47,4.63,-0.49,-0.68,1.81,5
-0.5,-1.66,21.27,-0.34,-1.56,1.66,0.84,18.79,5.24,-3.56,-4.59,-1.51,5
0.2,-3.06,21.55,-3.61,-3.71,-5.76,1.23,19.01,5.32,-1.47,0.39,3.13,5
0.32,-2.55,21.62,0.15,-4.49,-0.2,1.06,18.8,5.07,-1.07,1.61,-1.81,5
-0.22,-2.78,20.78,-1.9,0.98,0.78,1.18,18.79,5.45,-2.73,1.32,3.08,5
0.03,-2.6,21.32,-2.15,-3.22,1.86,0.79,18.9,5.2,-1.76,0.39,-0.2,5
12.0,-6.67,13.99,219.73,173.19,182.86,3.71,32.39,-0.58,224.56,152.44,-6.69,6
-3.68,10.41,18.96,29.44,1.12,86.28,-1.56,22.24,-7.26,16.6,33.3,37.99,6
-3.51,11.61,17.92,-4.05,-23.14,26.95,0.03,18.71,-4.07,-13.82,-0.68,13.53,6
-2.97,7.92,18.57,-9.96,-6.59,5.18,0.17,18.59,-2.14,-10.69,1.95,-0.49,6
-1.94,8.14,19.23,-0.2,-7.86,1.76,1.78,19.19,-1.24,-2.2,-4.35,1.9,6
-1.96,7.77,18.72,1.56,-6.93,-0.93,2.49,19.74,-0.67,-0.44,-7.13,7.62,6
-2.87,9.6,19.17,-2.69,-1.32,-13.23,1.01,19.74,-3.4,11.67,6.49,8.4,6
-2.23,8.1,19.0,-30.22,1.07,-68.07,4.09,18.08,-1.98,-7.32,-79.74,28.47,6
-3.02,11.07,18.66,-14.8,-92.33,-113.38,1.91,18.62,-5.39,-63.87,-85.11,16.11,6
4.13,1.48,19.66,-42.87,-108.5,-126.32,7.01,17.01,1.62,-77.83,-91.26,42.09,6
2.69,1.25,20.42,-24.9,-16.5,-31.15,4.24,15.43,2.42,-25.83,-21.39,-10.74,6
4.39,-1.01,21.14,-8.55,-14.4,-10.45,4.52,16.18,3.6,-3.81,-7.32,3.86,6
3.23,2.27,20.78,0.24,-8.94,-3.37,7.01,18.56,4.32,-7.13,-2.54,10.55,6
2.2,2.72,20.16,10.3,6.25,-4.69,6.22,18.86,3.32,5.37,-7.42,5.32,6
2.03,3.19,20.43,2.64,-0.59,-7.47,5.48,17.88,2.04,3.03,-8.06,-0.34,6
1.86,3.57,20.65,-0.83,-1.17,-6.98,5.75,19.22,2.74,-1.17,-10.45,1.03,6
1.76,2.8,20.46,-3.32,-0.29,-6.84,5.13,17.67,2.38,-1.9,-7.67,-3.08,6
1.51,1.93,20.18,-1.42,-5.22,-2.39,4.75,18.35,2.79,-2.05,-1.81,5.08,6
2.03,1.71,21.18,-2.88,-4.98,3.56,6.1,18.61,3.07,-4.93,1.42,10.79,6
1.92,3.54,20.26,2.25,7.13,6.93,5.73,17.78,2.28,1.32,4.88,-3.61,6
2.74,2.71,20.37,-0.39,1.32,0.2,5.93,18.13,1.98,0.1,-0.24,-3.47,7
2.9,2.65,20.96,-1.81,0.29,-2.34,5.99,17.97,2.36,-0.29,-1.71,-2.54,7
2.89,2.56,20.78,0.39,5.18,1.46,5.99,18.11,2.18,1.03,-0.83,-2.69,7
2.4,2.72,20.61,-0.34,4.59,-1.66,5.89,18.38,1.82,1.27,-1.07,-1.37,7
2.29,2.38,20.71,-1.95,6.79,-2.59,5.86,18.25,2.62,-1.12,-3.52,-6.2,7
1.76,1.83,20.52,-3.13,5.03,-0.78,5.49,18.24,2.16,-1.66,-1.32,-3.61,7
1.6,2.26,21.33,-1.81,5.76,5.86,5.2,18.8,1.81,-1.03,0.39,0.0,7
1.64,2.2,21.23,5.32,0.68,10.35,5.58,18.92,2.15,4.64,5.13,2.73,7
1.6,2.06,20.98,2.93,-0.39,4.49,5.39,18.42,2.1,2.34,2.34,2.05,7
10.54,-9.61,25.03,7.28,60.25,80.62,10.37,13.31,7.89,18.26,65.72,-19.58,7
-1.93,6.83,13.46,95.95,56.4,168.7,1.73,16.65,-2.34,90.19,124.32,-52.25,7
-3.7,11.59,19.06,49.95,15.33,59.03,3.79,25.8,-0.6,28.37,23.29,26.61,7
-0.39,11.08,19.26,18.99,-4.2,16.26,4.74,19.38,-1.89,7.57,-3.76,12.45,7
-0.02,8.94,19.08,2.39,-2.98,2.73,5.15,18.85,-0.81,-2.54,-6.74,1.51,7
-0.56,9.52,18.36,0.24,0.24,-2.64,4.69,19.02,-1.37,-1.56,-5.62,-2.44,7
-0.01,8.75,19.0,-4.35,-0.93,-6.98,5.11,19.62,-1.35,4.93,15.23,-3.42,7
-1.01,9.74,18.81,-7.81,-2.34,-11.96,3.41,18.98,-2.77,-3.61,-4.2,-3.47,7
-2.95,11.22,17.14,3.12,-10.3,-36.57,3.64,18.71,-3.24,21.63,-39.4,-11.23,7
-2.45,10.69,19.09,-40.48,-29.39,-92.33,3.97,21.02,-2.99,-29.74,-57.57,13.67,7
-1.26,4.31,16.83,-51.86,-66.36,-96.14,5.38,17.54,-0.06,-74.32,-67.72,11.62,7
-5.11,14.64,9.25,149.85,125.49,174.32,0.57,4.39,-7.62,150.15,160.45,-95.61,8
-5.77,14.31,15.21,37.94,6.25,43.99,0.91,18.46,-8.1,14.84,21.83,9.13,8
-4.79,12.97,16.54,12.7,20.02,10.99,4.15,21.65,-3.87,16.65,4.83,-19.29,8
-3.53,11.38,16.75,-1.12,-4.1,0.44,3.11,18.42,-3.49,-6.74,1.22,-5.91,8
-2.94,10.55,17.45,-2.34,-4.74,0.24,3.24,18.69,-2.91,-5.42,1.12,-1.32,8
-2.84,10.32,17.25,-0.78,-4.83,0.39,3.32,18.05,-3.83,-1.71,-1.61,2.1,8
-3.23,10.89,17.28,-1.76,0.2,-2.2,3.13,18.87,-3.07,-4.39,0.1,-2.39,8
-2.44,10.87,17.96,-1.51,-4.69,-2.05,3.65,18.77,-3.0,-0.2,-3.08,3.47,8
-3.09,11.75,17.0,-1.27,-3.27,-10.89,2.9,18.55,-4.05,8.64,7.86,3.56,8
-4.58,12.26,13.48,32.13,-48.88,-20.12,3.71,18.73,-5.6,36.62,3.32,-9.77,8
-5.55,15.0,13.43,-40.09,-38.09,-88.92,2.11,20.59,-8.46,-30.47,-73.68,-2.98,8
3.42,3.69,17.86,-78.96,-73.93,-93.7,8.45,17.73,1.57,-84.08,-123.97,42.48,8
1.26,3.01,20.85,-5.47,-6.05,-15.23,4.53,19.04,2.6,-5.47,-13.48,2.88,8
0.32,4.33,20.11,-3.47,-10.11,6.54,4.15,18.35,0.19,-5.96,5.86,12.4,8
0.31,5.51,20.79,-1.95,-1.46,1.07,4.75,19.79,-0.42,-0.83,0.44,6.05,8
0.63,5.11,20.6,-2.44,-2.83,-2.05,4.74,18.69,-0.29,-2.69,-1.76,0.39,8
0.34,4.77,20.54,-1.9,-1.95,0.2,4.28,18.88,-0.19,-1.56,0.98,1.66,8
0.64,4.55,20.8,-3.03,-0.44,0.2,4.84,19.14,0.46,-2.64,-1.07,-0.29,8
0.32,4.5,20.57,0.29,-0.39,2.78,4.49,18.85,0.0,0.44,2.29,0.39,8
0.55,4.56,20.65,-1.71,-1.12,0.05,4.74,18.68,0.36,-2.49,-0.34,-0.1,8
16.57,-7.07,16.23,85.11,189.11,199.51,5.66,23.81,-7.85,50.88,15.38,44.97,9
-3.18,9.88,12.46,33.64,60.25,55.66,3.91,17.75,-8.43,12.11,11.77,5.86,9
-2.92,12.64,15.26,9.91,14.45,20.65,5.56,18.89,-6.28,-11.04,-4.54,2.59,9
-1.8,13.47,18.64,-3.22,-1.27,-2.29,4.4,16.12,-6.51,-11.04,-4.25,-14.26,9
-2.81,13.55,15.48,-9.67,0.44,-19.82,3.31,16.37,-6.73,-19.29,-19.68,-9.23,9
-3.06,9.67,16.27,-11.52,-20.61,-34.18,3.59,19.54,-2.87,-15.28,-8.15,-5.66,9
-3.85,9.63,18.92,-10.45,-17.48,-11.72,2.14,17.56,-4.99,-0.93,4.44,-0.2,9
-4.73,9.76,16.81,-1.27,-13.23,-2.49,1.39,19.77,-7.11,11.62,1.27,16.99,9
-7.45,15.02,14.23,-29.2,-43.85,-34.77,4.28,19.33,-5.4,-29.59,-53.86,34.91,9
-0.45,12.1,17.84,-12.11,-112.01,-70.95,7.95,21.83,-2.55,-38.77,-73.63,3.27,9
-0.13,8.98,19.4,-50.05,-47.9,-74.61,5.38,15.53,-1.14,-31.84,-43.16,14.7,9
1.19,5.17,19.9,1.37,-27.1,-38.72,5.48,15.76,-0.22,-14.5,-16.5,2.59,9
1.68,4.23,19.57,0.15,-12.89,-14.11,5.97,17.14,0.53,-3.56,-1.81,5.42,9
1.26,5.35,19.73,2.54,-7.47,-2.05,6.34,18.87,-0.83,-0.73,1.07,2.44,9
0.59,6.96,19.72,-2.0,-0.78,4.35,5.63,18.31,-1.16,-5.18,2.1,1.95,9
1.09,5.9,19.85,-4.44,-1.32,-1.27,6.27,17.98,-0.42,-2.49,2.49,2.64,9
1.12,6.63,20.24,0.1,-1.27,3.66,6.12,17.99,-0.8,-3.66,0.88,-0.78,9
0.9,6.0,19.99,-3.81,-1.9,1.12,6.16,18.49,-0.39,-2.39,-0.73,0.83,9
1.08,5.53,19.87,-3.37,-3.47,0.63,5.79,18.35,0.04,-2.69,-0.68,0.63,9
1.28,5.19,20.59,-1.12,-2.44,-0.49,5.92,18.44,0.08,-1.76,0.54,-0.05,9
0.79,6.79,4.31,211.52,139.89,150.73,6.78,20.33,1.66,-1.27,0.24,5.71,10
-3.95,10.61,12.88,35.69,35.25,41.41,5.26,18.71,-1.64,4.44,0.15,5.62,10
-2.1,15.35,15.4,12.7,-18.51,8.89,5.79,18.66,0.43,-1.95,-5.22,5.96,10
-1.93,12.12,17.66,-10.25,6.35,-8.25,5.67,18.06,0.52,2.39,4.44,1.95,10
-2.38,11.0,16.47,-14.01,7.03,-10.01,4.99,17.12,-0.32,-5.32,1.86,-6.2,10
-2.69,10.25,16.52,-8.64,-2.05,-7.96,5.56,18.86,1.36,-3.17,-1.27,7.67,10
-4.5,10.29,15.59,-9.72,-7.18,-8.59,6.09,19.07,-0.81,-0.63,5.47,-8.64,10
-2.73,9.47,18.87,-6.84,-7.81,-5.22,5.21,18.13,0.82,-10.79,1.03,-0.44,10
-3.89,10.65,17.32,-9.23,-7.03,-7.67,5.39,19.41,1.91,-1.07,1.07,6.1,10
-5.71,14.34,16.28,-9.08,-21.68,-46.58,5.73,18.86,1.35,-0.44,0.88,1.27,10
-3.3,9.63,12.79,-44.38,-108.45,-111.47,5.57,17.68,1.62,-4.88,-1.76,-3.42,10
5.41,-0.43,22.94,-5.66,-53.91,-33.79,5.27,18.29,1.79,-1.37,-0.49,5.22,10
1.73,4.89,20.22,1.17,-18.16,-5.52,5.55,19.14,1.3,-2.3,1.07,-4.05,10
1.15,6.81,20.54,-0.54,-1.22,2.88,5.36,17.83,1.4,-0.05,-0.49,3.13,10
1.73,7.32,21.26,-1.47,-0.59,0.83,6.33,18.97,1.27,2.83,1.42,4.25,10
0.48,5.49,18.22,-8.45,5.03,-0.83,6.06,18.72,1.2,-0.2,-1.46,-3.71,10
1.68,4.93,20.23,-0.1,0.44,-1.27,5.7,18.12,1.63,-0.2,-1.42,-0.93,10
-0.49,4.35,18.22,-9.62,-0.1,5.76,6.59,20.35,2.87,-22.95,9.28,7.52,10
2.04,6.09,22.28,8.15,-5.57,5.37,9.21,8.08,8.11,-16.85,-1.22,26.22,10
0.47,6.22,19.27,1.51,4.44,4.93,9.99,9.82,1.87,150.39,104.1,-76.9,10
0.8,3.89,16.98,35.99,78.42,168.31,2.72,14.96,-2.76,53.71,116.16,-21.87,11
-2.87,17.22,17.18,18.75,3.52,61.82,0.9,19.78,-7.02,-24.12,26.56,-2.78,11
-3.28,14.89,14.85,10.2,-9.47,16.46,2.86,19.31,-3.9,-1.76,-10.84,10.4,11
-1.37,12.53,17.78,-23.19,-0.88,-18.51,-2.1,21.77,-6.61,-19.87,-2.54,-32.28,11
-4.41,15.42,13.61,-42.19,-70.31,-121.53,3.3,18.94,-3.91,-64.36,-131.15,37.79,11
10.5,-8.09,23.18,-81.88,-81.98,-93.51,6.1,19.21,5.73,-8.74,-29.93,16.02,11
1.45,0.26,19.12,-6.3,0.15,-18.12,3.61,17.23,2.55,-10.06,-2.49,6.2,11
1.06,2.56,20.41,0.59,-1.12,-2.15,4.26,18.6,2.08,1.56,1.27,5.22,11
1.09,3.07,21.3,-1.66,0.2,-2.78,4.39,18.85,1.99,0.1,1.03,1.27,11
1.25,2.98,21.4,-2.93,-1.32,3.27,4.52,18.58,2.03,0.34,2.64,3.42,11
1.02,2.96,20.97,0.63,-1.03,1.22,4.77,18.65,1.8,-0.2,1.32,2.49,11
1.38,3.16,21.48,1.37,-1.32,2.1,4.76,18.93,1.78,-0.34,0.68,-0.34,11
1.02,2.84,20.76,-0.29,-2.25,1.37,4.64,18.83,1.83,-0.83,0.0,1.42,11
1.11,2.47,20.8,-0.88,-1.17,-0.39,4.76,18.61,2.12,-0.98,0.54,0.34,11
1.13,2.85,21.05,0.34,0.54,1.46,4.74,18.7,1.77,-0.88,1.03,0.29,11
1.07,2.96,20.92,-0.68,-1.27,1.46,4.75,18.43,1.69,-0.63,0.15,0.88,11
1.32,2.75,21.23,-0.78,-1.51,0.44,4.88,18.89,1.85,-0.63,0.05,0.05,11
1.26,2.66,21.04,-0.78,-0.39,0.93,4.59,18.39,1.94,-1.32,0.68,-1.12,11
0.9,2.66,20.91,-0.34,-1.66,1.22,4.56,18.55,1.91,-0.88,-0.2,-0.15,11
1.04,2.45,20.78,-0.24,-1.71,0.59,4.64,18.71,2.08,-1.07,0.05,0.44,11
8.35,-3.06,20.14,-10.99,-11.43,214.89,5.25,19.44,3.71,9.03,28.76,35.01,12
4.27,4.71,24.4,68.12,-35.16,45.7,6.07,18.02,6.21,18.6,-5.22,10.74,12
5.69,3.04,22.47,41.5,-20.07,18.51,6.04,18.88,3.42,16.5,-13.13,1.32,12
5.06,1.95,20.4,13.13,5.37,1.12,2.44,20.54,-0.55,12.45,-4.2,-27.69,12
3.61,5.3,21.97,-9.08,11.28,-23.88,4.98,16.26,2.1,-69.14,-72.12,-11.72,12
1.73,9.0,20.09,-65.53,5.81,-121.0,9.39,14.88,10.21,-58.25,-61.47,-16.02,12
8.18,-6.11,21.06,-55.86,-19.73,-96.04,7.51,17.5,9.29,1.32,-32.32,-1.71,12
5.36,-5.26,20.52,5.13,5.37,-48.1,6.09,17.34,6.17,5.27,-3.61,2.29,12
4.25,-2.77,20.77,6.49,1.27,-6.79,5.75,17.32,4.87,1.76,1.03,1.71,12
3.24,-0.85,20.57,5.66,-5.03,0.2,5.48,18.21,4.34,2.29,0.78,6.25,12
2.98,0.62,20.7,5.62,-5.22,5.81,6.66,17.83,5.32,-1.81,-1.03,0.24,12
3.95,-0.47,21.06,-0.1,-1.42,-2.1,6.25,17.53,5.37,0.68,-1.51,0.88,12
3.64,-0.23,20.52,6.15,-4.0,2.15,6.01,17.77,4.9,-2.05,-0.15,1.46,12
3.46,-0.19,20.68,-3.17,-1.12,-4.05,6.1,17.75,5.11,-2.34,-0.63,-2.29,12
3.61,-0.96,20.49,0.44,-2.05,7.71,5.89,17.73,4.87,-0.39,-0.2,-0.73,12
3.33,0.06,20.38,-0.88,-1.56,-1.95,5.83,17.97,5.01,-2.88,-0.93,0.88,12
3.79,-0.06,20.81,-1.9,-2.69,-1.22,5.87,17.79,5.28,-1.42,0.49,-0.59,12
3.93,-0.71,20.91,-1.9,-0.73,0.59,6.01,17.91,5.46,-1.03,0.63,-0.24,12
4.01,-0.6,21.14,-0.29,-0.88,1.07,5.88,17.66,5.41,-0.93,0.73,-0.54,12
3.92,-0.88,20.72,-0.73,-0.15,0.88,5.65,17.39,5.14,-1.66,0.24,-0.2,12
2.38,12.32,17.48,224.66,19.97,159.91,8.1,23.73,0.98,12.3,-8.2,26.56,13
2.93,11.57,18.97,49.95,-23.24,52.78,6.65,19.42,0.48,9.96,-11.82,4.0,13
3.76,9.42,17.05,19.63,1.46,10.3,5.62,19.74,0.45,0.05,-7.13,-10.25,13
4.11,8.33,18.98,0.78,13.38,-0.83,5.16,18.82,0.52,-4.69,6.05,-3.47,13
3.39,7.44,18.02,-8.35,-1.22,-4.39,1.41,19.62,-6.01,14.36,17.19,-9.23,13
1.31,11.94,17.54,-32.81,2.98,-34.52,5.49,18.74,-2.19,-46.68,-103.96,4.3,13
-0.23,12.34,17.4,-42.72,-21.19,-118.65,9.39,17.89,8.12,-46.97,-62.45,15.92,13
8.34,-2.97,22.31,-48.58,-47.36,-87.3,5.94,17.51,4.27,-9.96,-10.06,-1.71,13
3.57,0.27,20.85,-7.81,-8.74,-17.33,5.57,18.28,2.33,-2.2,1.37,5.42,13
2.31,2.28,20.18,-0.78,-3.47,-1.56,5.81,18.42,2.56,-3.22,-0.98,1.17,13
