ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,TEST
-1.92,-8.06,22.15,1.32,-9.81,0.05,1.81,18.65,5.74,-0.93,0.05,1.42,2
-2.74,-8.49,19.69,3.56,-6.64,0.34,1.83,18.63,5.55,-1.47,0.05,0.83,2
-2.39,-8.15,19.82,2.64,-4.3,1.61,1.81,18.47,5.51,-1.27,0.63,1.22,2
-0.92,-6.94,7.88,80.91,-151.71,11.77,-2.4,18.26,5.37,-5.03,-3.96,-6.84,3
14.53,-1.24,18.37,57.81,-201.95,8.5,-2.05,19.98,7.36,-0.34,-12.79,-0.44,3
14.98,-1.88,13.57,20.21,-14.31,2.15,-2.39,18.13,6.62,-3.32,-9.28,2.98,3
14.84,-1.37,12.73,-7.08,-7.47,4.44,-2.02,18.01,7.24,-1.03,-2.59,0.39,3
15.59,-1.36,12.4,1.27,-4.54,2.93,-1.97,18.45,6.6,2.1,-0.34,0.0,3
15.77,-2.13,12.15,-0.39,-2.59,0.83,-2.5,18.29,5.51,-0.15,0.2,0.05,3
15.54,-2.06,12.38,-19.82,3.86,3.96,-2.28,19.06,5.8,1.81,2.93,-0.05,3
14.7,-2.53,12.05,-3.81,12.89,0.05,-2.15,18.87,6.34,-1.17,-1.71,0.63,3
14.88,-2.39,13.39,4.1,-2.25,0.93,-1.95,18.89,6.6,-0.05,0.59,-0.05,3
15.11,-2.54,13.72,-2.98,2.0,0.0,-1.96,18.1,6.32,-4.54,0.88,3.32,3
14.48,-1.54,16.94,-17.43,137.01,-5.66,-2.03,15.85,6.5,-4.88,0.73,-0.83,3
12.2,-0.59,24.13,-38.38,167.92,1.66,-1.3,19.79,6.66,0.05,-4.79,7.57,3
-0.53,-6.83,17.52,-68.12,108.94,-10.11,-0.96,19.44,6.08,0.2,-4.64,3.86,3
-2.31,-7.95,19.36,-7.08,15.28,0.68,-1.02,19.72,6.48,1.9,-3.47,3.52,3
-2.98,-8.69,19.01,3.91,-2.78,0.39,-1.02,19.1,6.21,-0.1,-2.69,1.03,3
-2.72,-8.45,19.47,-6.69,4.83,-5.76,-0.89,18.59,6.3,-1.07,-0.34,0.34,3
-2.52,-8.79,19.59,1.95,-0.39,1.37,-0.56,19.0,6.81,1.61,15.58,0.24,3
-2.45,-8.77,19.57,1.76,-2.29,1.27,-1.1,19.56,6.83,-0.1,-0.78,1.12,3
-2.54,-8.69,19.41,1.46,0.2,-0.83,-0.56,18.94,6.36,0.34,-2.34,5.27,3
-2.52,-8.62,19.5,5.27,-1.86,2.05,-0.4,18.64,6.32,-0.93,-0.2,2.34,3
14.7,0.66,15.53,-3.76,-49.71,1.81,-4.85,18.81,6.36,-2.44,-4.93,3.42,4
14.43,0.04,13.11,-5.47,-22.31,1.56,-4.62,19.04,6.58,-0.93,-2.98,2.93,4
15.92,-0.0,13.15,-2.83,-10.06,0.88,-4.82,18.56,5.99,-0.15,-0.98,1.22,4
15.49,-0.27,12.31,-0.34,-3.61,0.78,-4.61,18.85,6.81,0.49,0.1,0.44,4
15.85,-0.31,12.59,-0.05,1.12,0.59,-4.5,18.11,6.82,-1.42,-1.66,2.05,4
15.92,-0.52,13.51,5.27,11.38,0.83,-4.71,18.69,5.86,-2.98,-1.42,-3.66,4
13.5,2.79,12.13,8.5,32.71,4.39,-5.29,18.48,6.12,0.73,-1.61,-4.35,4
13.81,0.15,16.6,3.22,2.98,1.17,-4.88,18.38,7.15,-1.07,0.2,-0.49,4
15.0,-0.84,16.39,-2.15,9.33,2.39,-6.35,17.62,5.06,-7.23,2.25,14.89,4
9.61,0.69,16.28,-44.14,198.05,11.82,-4.77,18.42,6.44,-4.83,-8.89,5.91,4
0.72,-2.44,19.23,-17.38,91.94,7.37,-4.93,18.42,6.19,4.74,-0.44,-7.37,4
-4.92,-5.51,19.36,-15.82,55.96,-1.17,-5.0,18.03,6.41,-1.07,0.0,2.1,4
-6.81,-5.76,18.89,-2.3,4.44,-4.83,-4.92,19.36,6.57,-0.78,-0.1,3.56,4
-6.61,-5.68,21.22,-13.09,32.67,3.66,-5.08,17.52,5.83,-2.64,-1.95,-0.1,4
-6.34,-6.71,21.05,-7.13,10.25,-6.74,-4.68,18.59,6.64,0.78,-2.2,0.73,4
-6.87,-5.96,21.58,0.93,-5.71,-3.81,-5.24,18.35,5.88,0.29,-0.44,1.66,4
-7.7,-6.36,19.89,7.81,-6.54,1.86,-4.9,18.65,6.28,1.81,1.22,-0.24,4
-7.58,-6.58,20.07,-2.34,-0.05,-4.98,-4.97,17.66,5.93,-1.12,-1.37,1.32,4
-7.57,-6.43,19.6,0.24,-1.66,-1.71,-4.68,18.38,6.39,0.05,-1.46,1.56,4
-7.37,-6.62,19.86,1.95,-5.47,-2.73,-4.65,18.66,6.23,-0.73,-0.63,0.0,4
12.07,1.37,17.28,4.98,-31.1,2.39,-6.87,19.05,3.74,-1.42,-0.73,0.34,5
13.32,2.03,16.42,2.0,-9.33,-0.15,-6.49,18.81,4.48,-1.03,-3.27,4.39,5
12.04,1.31,15.32,-2.73,-7.47,0.93,-6.6,18.3,3.84,-1.86,-1.17,2.54,5
13.46,1.7,15.67,-0.49,1.56,1.07,-6.72,18.26,3.86,-0.54,1.61,-2.44,5
12.66,1.6,15.58,1.42,2.59,0.78,-6.52,18.81,4.11,-1.76,-0.63,-0.68,5
13.45,1.27,15.74,0.78,1.12,1.56,-6.53,18.43,3.92,-1.56,-0.29,1.27,5
11.43,1.42,15.55,-3.76,3.52,1.56,-6.14,19.1,4.67,-0.54,0.2,-2.39,5
11.77,1.48,16.03,-4.83,14.36,0.83,-6.52,19.15,3.99,-1.61,-1.81,4.1,5
11.42,1.18,16.95,-9.18,22.17,-1.76,-6.58,18.25,4.0,-0.88,-0.63,2.49,5
9.62,0.67,18.91,-19.43,52.83,-4.83,-6.41,18.26,4.19,-0.68,-0.34,-0.73,5
4.9,0.36,19.5,-16.5,75.88,2.83,-6.06,18.88,4.65,-0.68,-0.98,1.03,5
0.01,-2.66,17.43,-71.63,141.06,-14.7,-6.43,18.85,3.96,-0.73,-0.63,1.51,5
-3.81,-4.1,21.02,-38.67,74.76,-7.28,-6.42,18.32,4.01,-0.39,0.0,1.17,5
-8.77,-7.88,16.17,-21.24,47.36,-5.08,-6.42,18.58,4.14,-0.54,0.2,-0.24,5
-7.12,-6.45,21.13,-1.71,3.37,0.44,-6.34,18.43,4.11,-0.44,-0.39,-0.05,5
-7.23,-5.73,20.32,1.9,-6.3,-1.61,-6.31,18.8,4.15,-0.34,-0.29,0.15,5
-7.62,-6.5,19.25,2.88,-5.57,0.05,-6.34,18.65,4.26,-1.17,-0.34,0.78,5
-7.25,-6.53,18.93,11.82,-17.87,-0.05,-6.09,18.77,4.06,-0.0,-0.68,0.98,5
-6.7,-6.61,20.15,-9.62,-0.44,-2.25,-6.28,18.63,4.19,-0.88,-0.39,1.61,5
-6.96,-5.58,19.6,7.32,-5.18,0.59,-6.13,18.75,4.31,-0.93,-0.1,0.98,5
7.26,1.61,18.11,7.62,-46.68,5.13,-7.53,19.3,3.51,-4.1,-1.42,6.59,6
10.58,1.97,16.1,11.23,-45.7,6.74,-6.64,18.27,5.16,-7.57,-5.66,5.32,6
13.5,1.95,16.34,-2.93,-39.6,3.61,-7.53,17.31,3.83,-8.59,-3.71,5.57,6
14.16,1.33,14.55,-2.69,-32.37,1.32,-6.76,18.0,4.13,-7.03,-5.91,12.26,6
15.12,1.27,13.57,-0.54,-20.9,-0.93,-5.85,19.61,4.9,-2.05,-3.81,8.45,6
14.73,1.08,12.59,-0.54,-9.28,0.88,-4.17,19.28,5.27,2.29,0.44,4.83,6
15.39,1.42,12.66,0.54,-6.59,0.68,-5.78,18.46,4.29,-0.54,1.56,4.79,6
15.91,1.35,12.26,2.44,-7.28,0.83,-5.86,17.72,4.12,-2.59,-0.49,5.57,6
15.42,0.99,11.5,0.78,-14.26,1.76,-4.79,19.82,4.78,-0.73,0.05,8.01,6
14.98,1.25,11.07,2.64,-8.15,3.22,-4.7,19.25,4.64,-0.93,-1.07,10.21,6
15.37,1.34,10.58,2.69,-14.6,3.76,-3.41,20.24,5.59,-1.9,-4.3,16.31,6
18.04,1.95,10.7,-3.08,-1.71,2.29,-3.5,18.98,5.24,2.78,0.88,-5.42,6
18.43,1.2,13.48,-37.21,108.25,1.46,-5.34,16.84,3.4,8.98,9.18,-29.98,6
9.29,-0.37,18.57,-13.87,144.78,3.66,-5.15,19.49,3.8,-0.44,9.08,2.25,6
2.05,-1.65,16.12,-78.76,215.33,-14.7,-5.43,18.9,3.48,-0.15,1.61,0.05,6
-6.12,-5.85,18.35,-30.86,57.96,-4.79,-5.0,20.73,4.37,5.91,-1.86,2.78,6
-8.24,-6.26,19.18,-9.47,27.29,3.91,-5.5,18.83,3.53,0.68,-1.27,-1.22,6
-10.32,-6.6,15.23,6.4,-13.82,-1.42,-5.39,19.41,4.05,-2.88,-5.42,21.09,6
-8.77,-6.21,20.01,4.39,-1.9,0.78,-5.05,18.11,3.81,-1.86,-1.86,2.49,6
-8.61,-6.49,20.57,0.68,5.62,0.1,-4.93,18.4,3.62,-0.15,1.66,-1.95,6
13.58,-0.05,16.12,6.69,-60.99,-1.76,-7.34,19.14,1.76,-9.52,-2.64,17.19,7
15.18,2.33,13.43,8.35,-42.97,2.25,-6.57,20.03,3.19,-2.15,-1.56,-0.15,7
16.92,1.46,11.98,4.64,-11.82,2.29,-5.83,21.35,3.88,0.15,-6.69,3.61,7
17.04,1.91,10.99,0.24,-3.47,0.44,-6.42,19.37,2.78,-1.07,0.24,2.29,7
16.77,1.69,10.89,1.66,-1.17,1.76,-6.51,19.18,2.7,0.83,-0.24,1.42,7
16.31,1.84,10.78,-0.93,-2.1,1.03,-6.37,19.45,2.73,-0.39,-0.24,1.61,7
16.24,1.69,10.83,0.1,-1.81,0.54,-6.37,18.73,2.71,-1.42,-4.74,2.44,7
16.23,1.5,10.79,0.78,-2.05,1.07,-6.43,18.61,2.32,-0.88,0.59,-0.05,7
16.02,1.71,10.79,-1.17,-2.93,2.1,-6.5,19.1,2.42,-0.44,0.44,1.32,7
16.0,2.02,10.66,2.83,-1.03,0.93,-6.2,19.17,3.15,0.59,0.68,0.98,7
16.46,1.45,10.81,0.1,-1.51,0.78,-6.37,18.65,2.53,0.63,0.54,0.98,7
15.93,1.68,11.04,-9.33,5.62,2.69,-6.55,18.94,2.41,2.69,0.39,-6.88,7
19.29,-0.98,16.0,-49.71,102.15,1.32,-7.8,14.02,1.03,-7.96,6.98,0.68,7
5.18,2.76,21.19,0.63,242.58,21.58,-6.51,20.14,2.9,-0.39,4.39,-2.78,7
-4.1,-4.22,18.11,-42.48,102.54,-4.69,-6.72,18.41,2.15,-1.95,-1.22,2.54,7
-9.16,-5.51,16.55,-36.13,62.11,-8.79,-5.63,20.81,3.31,0.54,-5.22,14.7,7
-8.32,-6.42,20.21,12.94,-13.82,-0.98,-6.11,19.08,2.92,-0.34,-2.59,2.15,7
-8.6,-5.74,19.22,1.86,1.46,-1.76,-6.06,17.95,2.73,0.63,2.49,-3.76,7
-9.24,-6.56,17.76,-2.54,2.98,-1.32,-6.08,18.52,2.59,-1.42,1.32,-2.78,7
-8.81,-6.57,18.85,-0.88,0.54,2.25,-5.56,20.16,3.59,-0.29,0.93,-2.83,7
6.48,-0.16,12.2,-3.91,-67.04,1.51,-5.66,23.29,6.7,-0.63,-9.28,13.53,8
18.95,3.66,11.11,10.01,-39.11,-0.05,-7.53,18.59,5.22,-0.24,-9.47,5.47,8
20.97,1.99,10.11,1.9,-10.74,-1.32,-6.09,18.55,4.68,0.1,-1.51,-1.12,8
17.46,1.43,9.19,1.51,0.29,1.17,-6.53,18.02,4.32,2.1,-1.51,1.27,8
16.72,1.36,9.01,-1.47,-0.2,1.86,-6.06,18.7,4.42,3.22,2.39,-0.49,8
17.18,1.53,9.2,-1.12,-1.56,1.9,-5.82,18.83,4.54,1.17,-0.68,3.96,8
17.25,1.42,9.36,-3.17,0.2,2.78,-6.23,18.31,3.4,2.34,5.62,1.61,8
17.25,1.32,9.33,0.2,1.17,1.17,-5.65,20.05,4.38,12.3,3.22,-6.59,8
17.07,1.13,9.69,1.03,7.42,2.34,-6.57,18.14,3.23,1.17,1.51,0.98,8
18.68,1.42,14.35,-34.67,112.35,4.39,-6.21,19.39,3.75,2.93,5.47,-8.4,8
11.32,0.66,18.94,8.89,145.65,19.04,-6.53,18.79,3.85,-1.86,-0.05,12.5,8
3.18,2.03,16.95,-84.42,279.83,-17.33,-6.75,16.38,2.2,-4.69,-8.2,12.94,8
-6.33,-6.01,19.54,-27.05,60.89,-3.86,-5.44,18.49,4.01,-2.93,-1.71,0.63,8
-5.1,-5.23,20.53,37.5,-86.47,-15.87,-4.93,18.53,4.45,-2.0,-2.05,-3.37,8
-3.8,-3.6,20.96,8.69,-24.17,-2.98,-5.03,19.63,3.65,0.44,4.1,-1.07,8
-4.03,-4.55,19.88,-2.93,-2.29,-1.07,-4.97,19.09,3.86,-2.59,-0.98,3.37,8
-4.24,-4.01,20.05,-3.56,8.2,3.32,-5.07,18.91,4.04,-2.54,-1.56,3.03,8
-2.62,-3.68,22.9,-0.05,2.59,1.42,-5.17,18.9,3.56,-0.63,-0.54,-0.98,8
-3.13,-4.17,21.54,3.76,-9.08,-1.9,-5.14,19.38,3.81,-0.49,0.24,-1.81,8
-3.62,-4.07,20.5,0.49,-1.37,0.15,-5.21,18.9,3.81,-0.49,0.15,-1.86,8
21.83,2.06,11.0,18.65,-55.62,-9.13,-7.17,26.91,6.07,-5.62,-5.32,48.78,9
17.96,0.02,9.47,-0.73,-13.23,-5.18,-7.48,19.53,4.84,-2.05,-12.65,13.38,9
16.77,0.6,8.71,-0.39,-10.64,1.46,-6.81,18.29,4.26,-2.0,-7.37,6.64,9
18.09,1.06,8.44,1.17,-5.42,-0.2,-6.03,19.54,4.62,2.69,-2.78,4.79,9
17.02,0.11,8.13,0.88,3.66,4.0,-6.45,17.63,4.54,0.24,2.15,-4.69,9
17.55,0.79,8.73,-4.59,4.1,0.15,-6.44,17.57,3.93,5.18,-1.71,1.46,9
17.6,0.25,10.83,-15.48,77.59,2.2,-6.44,18.2,3.03,7.62,-2.25,-6.49,9
14.65,-0.3,13.83,-0.88,56.45,5.96,-6.04,17.96,4.47,2.98,-8.54,-0.68,9
9.29,-0.48,17.01,-13.33,95.56,5.66,-6.47,18.19,3.4,-0.63,0.24,-0.68,9
5.38,-1.34,19.27,-35.25,138.82,1.56,-6.24,18.31,3.11,-2.83,2.69,5.03,9
-0.82,-3.99,21.31,-32.03,74.46,-2.98,-6.14,18.29,3.44,-1.32,2.1,7.37,9
-4.65,-5.31,19.52,-7.86,16.99,0.15,-5.8,18.55,3.49,-1.71,1.42,1.42,9
-2.43,-4.87,22.47,18.85,-39.01,-4.88,-5.6,18.9,3.81,0.44,-3.71,6.45,9
-3.25,-5.28,20.21,-3.22,-1.95,-0.44,-5.5,18.43,3.64,-1.95,-1.9,-0.44,9
-2.36,-5.46,21.06,1.81,-6.1,-0.2,-5.51,18.33,3.72,-0.88,0.49,1.22,9
-2.35,-5.25,20.86,1.51,-2.78,0.63,-5.26,18.58,3.97,-0.98,0.34,0.15,9
-2.05,-5.08,21.67,2.93,-2.73,0.0,-4.99,19.4,4.42,-0.2,-1.12,3.47,9
-2.48,-5.52,20.88,1.22,-2.39,-0.68,-5.1,18.95,3.99,-0.63,-1.03,3.32,9
-2.55,-5.07,21.25,-0.88,-1.81,0.44,-5.18,19.2,3.79,-0.93,0.78,0.44,9
-2.19,-5.61,21.14,-0.0,-2.49,-0.2,-5.12,18.87,4.24,-1.03,0.0,1.66,9
15.81,-1.43,10.42,-3.03,-35.16,3.52,-5.74,16.97,5.41,-12.16,3.32,-8.06,10
17.86,-2.49,8.69,0.24,-19.14,-0.88,-4.22,18.5,7.44,-7.23,-16.75,13.67,10
17.99,-1.91,8.02,0.98,-5.91,-0.05,-3.97,18.63,7.13,-1.95,-1.42,4.83,10
18.06,-2.62,7.59,0.34,-6.35,0.73,-3.67,18.3,7.82,-2.25,-1.42,3.22,10
17.72,-2.09,7.45,0.49,-3.91,1.27,-3.47,18.38,7.69,-1.9,-2.0,2.1,10
17.74,-2.31,7.58,-0.78,-0.63,0.54,-3.52,18.38,7.73,0.49,-2.15,0.29,10
17.95,-2.22,7.65,-1.07,0.34,2.78,-3.69,18.49,7.33,0.15,-0.83,-0.98,10
18.18,-2.5,7.67,-0.68,3.66,5.57,-3.96,18.46,6.91,-2.54,-0.05,-2.25,10
17.49,-2.26,8.32,7.71,4.98,2.83,-3.68,18.4,7.71,-2.25,-3.91,0.2,10
17.4,-2.45,8.52,1.95,9.86,3.22,-3.74,17.76,7.51,-1.12,0.39,-2.25,10
17.25,-2.42,9.83,-9.08,38.53,4.3,-3.98,18.39,7.17,2.98,1.22,-1.51,10
17.9,-3.13,13.17,-4.93,48.63,9.33,-3.22,19.29,8.75,6.25,1.51,-14.36,10
13.58,-3.57,16.1,-9.38,89.65,4.0,-4.6,17.34,7.15,-0.59,-2.78,3.27,10
7.75,-4.69,19.02,-25.29,127.59,2.34,-4.65,17.45,7.49,-1.76,0.98,-2.93,10
2.59,-5.73,19.03,-26.22,66.99,-3.12,-5.46,17.46,6.27,-0.83,4.39,-3.91,10
0.09,-7.14,19.41,-7.18,23.19,0.59,-5.04,18.26,6.74,0.88,1.9,-1.32,10
-0.74,-7.8,19.41,-3.08,8.45,0.44,-5.13,17.83,6.67,-0.88,0.63,-0.29,10
-0.7,-7.87,20.22,-0.1,3.52,4.05,-4.06,19.2,6.85,-0.05,4.0,0.29,10
-0.87,-7.41,20.15,2.44,-2.39,0.49,-4.84,18.44,6.85,-0.54,-0.44,1.66,10
-0.61,-8.03,20.15,3.22,-3.86,0.78,-5.31,17.57,6.76,-0.59,1.66,1.46,10
-3.6,-7.82,18.68,8.69,-3.56,1.56,-5.19,17.62,6.26,3.47,9.47,2.64,11
-1.94,-7.14,19.18,36.52,-65.04,-0.73,-5.2,18.57,5.97,0.39,6.25,8.64,11
12.35,-1.12,10.57,87.74,-361.13,0.39,-3.61,19.43,7.79,1.17,10.45,-7.57,11
27.29,-2.25,18.82,-27.69,-174.71,-44.97,-6.02,21.17,4.25,4.64,15.97,7.86,11
16.62,-2.24,7.02,-1.32,-24.07,-2.73,-6.02,17.12,6.03,-8.79,-6.2,15.19,11
17.99,-1.34,6.15,0.78,-8.64,4.1,-5.31,18.04,5.58,-3.17,-2.0,3.91,11
18.48,-1.64,6.1,2.34,1.37,4.74,-4.73,18.24,6.78,0.24,1.03,-0.29,11
19.32,-1.38,7.91,-28.27,40.19,5.81,-4.81,18.61,6.28,5.62,1.56,-8.25,11
17.51,-3.11,10.3,-8.35,89.01,15.33,-5.36,18.05,6.43,3.12,0.2,-5.76,11
14.62,-3.0,15.53,4.98,76.51,9.57,-5.63,17.7,6.07,0.49,-1.76,0.34,11
13.03,-3.51,22.03,-27.15,152.78,16.6,-4.64,19.55,6.81,-0.88,2.78,-3.86,11
-1.69,-7.8,16.29,-52.25,177.49,14.06,-5.57,19.03,6.06,3.61,7.91,1.17,11
-6.0,-7.84,17.68,-20.7,39.99,-5.81,-6.09,18.3,5.56,-0.73,-2.0,8.01,11
-4.71,-8.54,20.17,2.05,-5.57,-2.2,-5.48,18.7,6.3,-2.0,-2.73,6.4,11
-4.83,-8.73,19.26,-0.73,-1.51,-0.83,-5.51,17.95,6.21,-2.1,-1.42,1.51,11
-4.7,-8.92,19.67,-3.61,0.63,-0.44,-5.57,18.42,6.09,-2.39,-0.44,1.22,11
-4.7,-8.59,19.49,0.93,-2.69,-0.78,-5.09,18.22,6.46,-1.47,-3.42,0.59,11
-4.49,-8.85,19.51,0.15,-3.76,-0.88,-5.35,17.99,6.33,-1.76,-0.54,-0.59,11
-4.21,-9.07,19.61,3.08,-7.18,-3.61,-5.09,18.27,6.76,0.44,-4.69,4.1,11
-3.9,-8.5,19.77,1.27,-3.61,-0.54,-4.96,18.25,6.31,-0.68,0.0,-0.29,11
15.58,-1.38,11.52,-5.37,-80.18,-1.27,-3.83,18.63,7.37,-5.52,-2.64,-1.51,12
17.8,-2.23,9.2,-4.1,-23.97,3.91,-4.36,18.2,6.63,-0.39,-5.13,2.83,12
17.55,-1.98,8.39,1.12,-8.4,2.44,-3.56,18.85,6.9,-0.05,0.78,2.0,12
18.2,-1.97,8.35,3.42,-4.88,1.46,-3.53,18.41,7.32,1.07,1.46,-1.17,12
17.94,-2.98,7.81,-2.64,0.44,3.03,-3.55,18.76,7.19,1.32,1.37,-0.24,12
17.9,-2.64,8.14,-1.86,3.32,2.44,-3.8,18.39,6.86,1.27,0.88,-1.03,12
17.38,-2.61,8.32,-1.22,7.28,1.86,-3.5,19.86,7.23,8.25,0.05,-12.06,12
21.76,-1.96,13.14,-18.16,53.13,6.54,-4.02,18.2,8.32,3.32,23.83,-36.82,12
8.45,-5.84,15.24,-47.36,231.49,40.63,-6.85,17.49,5.84,-0.05,6.98,17.04,12
-3.67,-6.6,15.45,-18.95,157.28,3.86,-6.4,17.59,5.55,-2.49,3.96,-4.83,12
-6.45,-9.43,17.07,-0.05,-4.3,-5.27,-5.69,18.57,6.28,-4.74,-4.25,8.94,12
-3.62,-9.36,20.95,-4.54,-31.45,-19.09,-5.14,18.3,7.06,-0.34,-6.15,4.2,12
-2.97,-9.56,19.83,1.66,-30.47,-13.82,-5.25,18.95,6.89,0.68,0.54,0.1,12
-2.08,-9.83,20.2,4.74,2.1,4.69,-5.22,18.12,6.77,-1.76,-1.22,2.05,12
-2.66,-8.84,19.32,1.71,-3.22,1.22,-5.45,17.94,6.68,-2.39,-4.2,3.81,12
-2.05,-9.81,18.95,9.77,-24.71,-3.03,-4.86,18.58,6.77,-1.17,0.78,0.15,12
-1.32,-7.88,19.91,2.54,0.29,4.44,-4.81,18.13,6.92,-1.12,-2.54,3.42,12
-0.72,-9.41,19.89,5.57,-3.86,0.98,-4.88,17.67,6.84,-3.52,-1.76,3.37,12
-1.12,-8.94,19.49,6.45,-7.81,2.88,-4.01,19.01,7.66,-0.29,-2.2,2.59,12
-0.3,-8.35,20.39,2.15,-3.76,1.37,-4.17,18.11,7.24,-0.68,-0.83,1.07,12
15.12,-2.72,12.16,171.14,-398.19,53.71,-2.75,18.87,6.62,-0.83,0.1,2.73,13
23.49,-1.11,12.19,-6.84,-109.62,-26.03,-3.37,18.01,7.17,-1.71,-1.37,-0.44,13
18.51,-2.9,6.26,-3.76,-33.74,-10.21,-3.11,18.33,6.56,-2.78,1.42,0.39,13
17.57,-1.82,5.12,-4.3,-5.22,1.76,-2.81,17.99,7.15,-1.86,-0.63,2.0,13
18.15,-2.12,5.26,-0.83,1.32,1.22,-2.81,18.49,6.67,0.05,-3.86,1.07,13
18.49,-1.94,5.76,-3.96,6.93,4.35,-2.9,18.27,7.53,-1.27,1.12,1.86,13
18.37,-2.74,6.46,6.3,48.14,14.21,-2.51,18.73,7.01,-1.51,-1.27,1.22,13
15.89,-2.72,9.61,-2.15,64.31,13.09,-2.57,18.25,7.09,-0.63,0.29,1.56,13
