ACC-X-Ring1,ACC-Y-Ring1,ACC-Z-Ring1,GYRO-X-Ring1,GYRO-Y-Ring1,GYRO-Z-Ring1,ACC-X-Ring2,ACC-Y-Ring2,ACC-Z-Ring2,GYRO-X-Ring2,GYRO-Y-Ring2,GYRO-Z-Ring2,TEST
-2.55,-17.96,13.11,11.67,6.49,0.49,-5.42,16.06,11.28,14.7,-1.56,15.77,7
-3.57,-16.79,13.47,31.4,4.35,15.04,-6.3,16.26,8.79,52.73,-14.21,4.05,7
-6.05,-12.88,14.25,65.48,27.59,30.76,-6.61,17.3,4.79,95.07,-3.27,5.86,7
-6.91,-12.31,17.32,94.48,23.88,46.48,-4.45,18.31,-2.19,126.27,-16.7,8.59,7
-7.68,-2.95,19.36,134.72,9.23,22.85,-4.03,19.31,-8.38,92.14,-2.1,0.88,7
-7.2,7.61,18.21,114.6,-7.76,41.75,-3.01,18.11,-10.7,62.45,4.0,16.02,7
-7.69,9.1,17.63,69.19,-20.8,37.79,-2.33,15.12,-12.12,43.26,7.37,7.03,7
-5.61,9.48,17.9,39.89,-13.38,29.69,-2.5,13.17,-14.88,44.09,9.67,6.4,7
-4.72,9.77,16.91,34.23,-14.26,29.3,-2.07,12.13,-15.49,35.99,-15.82,23.93,7
-3.91,14.07,14.67,23.29,-25.54,22.46,-1.78,12.72,-15.57,14.94,-17.68,0.1,7
-0.03,12.77,18.94,16.8,-16.94,12.26,-3.94,8.82,-15.93,-4.93,-12.01,4.98,7
-0.95,15.24,14.27,-1.12,-2.64,5.18,-1.88,12.48,-15.93,-3.91,7.62,1.9,7
-0.47,13.26,16.78,0.15,-5.57,2.49,-2.15,12.24,-15.54,-21.88,-0.15,-6.3,7
-0.65,13.53,16.72,-6.4,4.3,-14.45,-1.85,14.73,-15.35,-36.08,13.23,-8.2,7
-0.5,-16.85,13.75,0.73,-0.44,0.54,-3.4,13.12,15.14,-1.27,-0.49,-0.05,8
-0.48,-16.97,13.67,1.07,-1.22,0.68,-3.3,14.39,14.61,2.34,-1.03,0.34,8
-0.5,-16.98,13.78,3.86,0.54,0.24,-3.6,13.59,14.71,-0.0,-1.03,-0.49,8
-0.61,-16.81,13.59,0.59,-0.88,0.78,-3.39,13.6,14.96,-1.71,-1.37,-0.93,8
-0.38,-16.73,14.05,0.68,-1.56,0.88,-3.48,14.53,15.07,0.98,-1.22,2.0,8
-0.45,-16.95,13.77,0.73,-1.07,0.83,-3.57,13.47,14.57,-1.22,0.59,0.29,8
-0.37,-16.81,13.93,0.24,-0.98,0.98,-3.56,13.44,14.79,-2.05,-0.59,-1.42,8
-0.47,-16.73,13.78,0.59,-0.78,1.12,-3.31,13.94,14.93,-0.05,-0.15,0.59,8
-0.36,-16.88,13.89,0.05,-0.98,1.12,-3.56,13.68,14.81,-0.59,0.05,0.15,8
-0.41,-16.75,13.94,0.63,-0.68,1.22,-3.46,13.48,14.79,-0.0,-0.2,0.59,8
-0.45,-16.99,13.83,0.63,-0.49,1.07,-3.43,13.45,14.81,-0.05,-0.24,0.54,8
-0.45,-16.88,13.86,-0.05,-0.83,0.93,-3.36,13.72,14.94,-1.12,-0.2,-0.29,8
-0.36,-16.6,14.02,1.32,-0.63,1.61,-3.37,13.63,14.84,0.2,-1.03,0.34,8
-0.24,-17.1,14.11,0.98,-1.9,0.44,-3.39,13.68,14.85,-0.2,0.2,0.1,8
-0.59,-16.74,13.87,0.29,-0.49,0.98,-3.38,13.66,14.76,0.34,-0.59,0.39,8
-0.51,-16.73,13.94,1.07,-0.98,1.22,-3.41,13.71,14.68,-0.0,-0.44,0.29,8
-0.55,-16.94,13.77,0.78,-0.1,0.68,-3.42,13.6,14.86,-0.44,-0.93,-0.44,8
-0.51,-16.81,13.87,0.59,-0.63,1.17,-3.51,13.61,14.6,0.78,-0.88,0.93,8
-0.54,-16.78,13.84,0.54,-1.03,1.27,-3.46,13.43,14.81,0.39,-0.78,0.2,8
-0.61,-16.94,13.69,0.39,-0.73,0.93,-3.37,13.73,14.85,-0.39,-0.15,-0.1,8
-0.66,-16.76,13.87,0.24,-0.93,1.07,-3.48,13.77,14.75,-0.73,-0.1,-0.1,9
-0.64,-16.93,13.8,0.73,-1.22,0.39,-3.36,13.85,14.84,-0.2,-0.29,0.54,9
-0.6,-16.95,13.8,0.24,-1.12,0.59,-3.43,13.59,14.78,-0.1,-0.59,0.29,9
-0.62,-16.77,13.81,0.93,-1.03,0.83,-3.41,13.77,14.75,-0.49,-0.1,0.1,9
-0.57,-16.89,13.71,0.44,-0.78,0.59,-3.37,13.76,14.82,0.15,-0.54,0.24,9
-0.51,-16.96,13.81,0.59,-1.07,0.78,-3.5,13.63,14.69,0.15,-0.29,0.2,9
-0.5,-17.02,13.81,0.44,-0.78,0.59,-3.41,13.7,14.57,-1.12,0.24,-0.2,9
-0.63,-16.83,13.63,1.03,-0.49,0.83,-3.33,13.77,14.83,-0.05,-0.29,0.05,9
-0.51,-16.91,13.82,0.29,-0.83,0.73,-3.33,13.67,14.8,0.24,-0.63,0.1,9
-0.49,-16.74,13.92,0.49,-1.12,1.17,-3.46,13.64,14.67,-0.54,-0.15,-0.2,9
-0.44,-16.88,13.96,0.54,-1.03,1.03,-3.34,13.83,14.76,-0.15,0.05,-0.24,9
-0.52,-17.07,13.78,0.24,-0.73,0.83,-3.38,13.69,14.74,0.2,-0.15,-0.1,9
-0.6,-16.9,13.69,0.83,-0.59,1.03,-3.38,13.6,14.76,0.24,-0.05,0.2,9
-0.52,-17.04,13.84,0.1,-0.63,0.49,-3.31,13.75,14.91,-0.68,-0.05,-0.59,9
-0.59,-16.86,13.84,0.49,-0.24,0.93,-3.39,13.6,14.83,-0.05,-0.49,-0.2,9
-0.63,-16.8,13.85,0.63,-0.98,0.98,-3.44,13.75,14.72,-0.2,-0.2,-0.15,9
-0.59,-16.96,13.82,1.07,-0.88,0.98,-3.43,13.74,14.69,-0.1,0.24,-0.2,9
-0.25,-17.17,14.37,3.03,8.35,6.01,-3.41,13.91,13.89,34.23,-10.45,12.16,9
-3.6,-15.36,14.26,-15.09,16.36,62.55,-5.33,11.15,10.81,5.96,23.97,1.12,9
-5.1,-18.52,14.17,32.76,10.3,26.03,-3.69,14.45,11.87,54.64,3.66,3.17,9
-3.73,-19.03,10.51,1.22,0.34,0.29,-1.84,13.61,15.33,-0.83,0.39,-1.51,10
-4.06,-19.15,10.17,3.91,-1.76,1.56,-1.89,12.9,15.49,1.86,-1.22,-0.34,10
-3.75,-18.74,10.64,0.78,-2.49,0.63,-1.79,13.67,15.07,6.01,-1.71,5.57,10
-3.89,-19.02,10.34,1.76,0.68,1.17,-1.6,13.58,15.2,-0.2,0.05,-0.73,10
-3.92,-18.85,10.55,0.78,-1.12,0.49,-1.84,13.63,14.79,1.32,-1.07,0.39,10
-3.9,-18.99,10.56,1.22,-1.56,1.37,-1.51,13.61,15.18,7.37,-3.61,4.98,10
-3.62,-18.94,10.68,1.12,-1.12,0.34,-1.29,13.82,14.64,-0.44,-0.05,-0.54,10
-3.92,-18.81,10.72,1.17,0.44,0.59,-1.46,14.08,14.56,0.54,0.88,-0.73,10
-3.81,-18.59,10.68,1.66,-0.54,0.2,-1.26,14.03,14.86,1.61,-1.12,0.83,10
-3.85,-18.85,10.65,1.07,-0.63,0.34,-1.3,13.98,14.64,0.34,-1.66,0.24,10
-3.6,-18.58,11.04,1.12,-0.98,1.12,-1.44,13.75,14.39,0.15,0.78,-0.68,10
-3.95,-18.85,10.5,0.49,-0.24,0.98,-1.33,14.02,14.73,-1.17,0.1,-1.56,10
-3.74,-18.73,10.69,0.78,-1.46,0.88,-1.23,14.19,14.69,0.34,-0.15,0.54,10
-3.81,-18.6,10.82,1.12,-0.54,1.12,-1.43,13.95,14.68,-0.29,0.73,-0.73,10
-3.82,-18.73,10.76,0.49,-1.56,0.98,-1.41,14.0,14.64,-0.0,-0.2,-0.1,10
-3.75,-18.65,10.84,0.34,-1.42,0.78,-1.42,13.98,14.69,-0.05,-0.1,0.34,10
-3.7,-18.88,10.77,-0.34,3.47,-0.73,-1.62,13.8,14.23,-0.63,-2.2,0.24,10
-3.51,-19.36,10.99,4.54,-1.66,2.39,-1.35,13.63,14.63,-1.95,2.88,-1.51,10
-4.59,-19.28,11.39,33.35,12.06,22.51,-1.13,13.43,14.69,25.73,-3.91,1.71,10
-8.09,-17.62,13.59,89.4,27.29,33.98,-2.93,14.73,12.5,54.3,-15.58,-4.98,10
-4.68,-15.16,15.43,0.15,-2.05,0.54,-3.74,15.66,12.14,-0.68,0.2,1.07,11
-4.73,-15.41,15.33,-1.37,-1.12,-0.44,-3.75,15.42,12.29,-1.47,-1.22,0.0,11
-4.86,-13.76,15.81,24.71,-2.39,26.86,-2.08,16.49,13.7,19.09,-10.16,8.45,11
-5.1,-13.55,16.91,15.92,0.78,10.4,-2.6,16.78,10.97,16.06,-2.93,6.84,11
-6.64,-13.0,16.69,18.07,10.69,27.64,-2.77,16.72,10.73,19.14,5.81,-1.86,11
-6.93,-15.07,17.28,35.2,6.74,27.0,-2.01,17.88,9.92,36.23,-0.88,2.44,11
-8.56,-8.82,16.37,159.81,15.92,16.65,-3.71,18.38,4.38,134.96,-18.75,-26.71,11
-10.03,7.56,15.87,117.33,6.93,57.76,-2.94,22.31,-4.08,147.66,-31.49,-42.68,11
-6.38,10.42,18.71,50.2,-13.77,61.04,-5.27,18.64,-10.23,73.19,3.86,-3.27,11
-4.81,12.53,16.82,38.72,-16.36,34.28,-6.89,14.2,-11.91,39.6,-2.98,-6.69,11
-3.97,12.35,15.56,30.86,-18.07,22.71,-6.45,14.27,-12.32,30.37,-12.6,-4.69,11
-2.45,13.75,15.14,17.38,-21.63,17.14,-8.07,12.07,-12.32,13.18,-13.48,0.59,11
-2.75,15.36,14.23,2.93,2.05,-1.46,-8.45,13.57,-13.14,-2.93,-10.94,-9.81,11
-2.27,12.2,16.33,-13.04,10.84,-10.89,-8.95,13.07,-13.8,-18.16,18.8,5.96,11
-3.53,18.0,16.11,-72.07,56.49,-46.92,-5.78,15.08,-10.63,-36.33,38.23,1.71,11
-7.76,3.04,18.38,-92.77,14.65,-76.51,-4.67,17.53,-8.84,-124.61,26.61,11.18,11
-8.69,-2.48,18.48,-125.78,-16.02,-62.35,-4.78,18.51,-2.97,-147.07,14.75,2.78,11
-9.29,-7.77,16.65,-97.75,-28.86,-31.98,-5.15,17.47,2.96,-101.66,-4.35,12.5,11
-5.32,-12.78,17.56,-73.83,-15.58,-25.29,-4.01,17.9,8.6,-73.44,-6.84,10.6,11
-4.89,-14.11,15.38,-38.53,-1.07,-18.21,-2.58,16.43,12.4,-29.93,-9.23,2.34,11
-3.62,-16.61,13.83,0.63,-1.32,1.27,-7.15,13.19,14.07,-0.29,0.15,0.0,12
-3.61,-16.7,13.89,0.39,-0.83,0.93,-7.15,13.2,14.17,0.05,-0.54,0.0,12
-3.57,-16.67,13.94,0.49,-0.98,0.93,-7.06,13.29,14.19,-0.34,-0.54,0.1,12
-3.63,-16.56,13.9,0.2,-0.44,1.07,-7.2,13.12,14.04,-0.24,-0.44,-0.63,12
-3.63,-16.65,13.95,0.44,-1.12,0.88,-7.28,13.38,14.22,-0.0,-0.83,0.34,12
-3.61,-16.52,13.91,0.39,-0.88,0.88,-7.07,13.3,14.12,-0.44,-4.59,-0.83,12
-3.61,-16.68,13.95,0.73,-1.17,1.12,-6.92,13.32,14.3,0.93,-2.39,0.59,12
-3.71,-16.7,13.84,0.83,-0.49,0.78,-6.85,13.21,14.39,-1.07,-1.61,-0.05,12
-3.63,-16.78,14.02,0.59,-0.98,0.29,-6.82,13.2,14.26,1.22,-1.95,1.22,12
-3.67,-16.68,13.85,0.59,-0.73,1.03,-7.01,13.03,14.1,-0.0,0.05,-0.34,12
-3.63,-16.68,13.89,-0.05,-0.93,0.63,-6.86,13.27,14.35,-0.88,-0.2,-0.15,12
-3.64,-16.57,13.95,1.07,-1.27,1.42,-6.91,13.22,14.23,0.88,-0.59,0.78,12
-3.7,-16.94,13.78,-0.1,-0.98,0.83,-6.97,12.91,14.23,0.15,-0.88,0.63,12
-3.6,-17.81,14.04,5.13,2.15,24.71,-7.16,12.52,11.98,36.18,-4.98,10.25,12
-5.82,-16.48,15.11,43.41,8.5,46.24,-6.43,14.32,11.27,41.36,-4.98,16.41,12
-8.45,-13.23,15.18,49.07,4.54,32.81,-4.22,17.0,11.19,50.98,-8.64,17.53,12
-7.77,-10.37,18.08,71.14,-7.42,36.57,-2.8,18.68,8.42,70.95,-14.6,7.81,12
-6.3,-1.9,20.01,142.97,-23.88,34.47,-2.24,21.12,0.66,148.14,-17.82,-10.79,12
-7.55,2.09,17.86,113.77,-16.55,21.53,-5.64,16.66,-5.31,115.97,-25.05,-10.4,12
-6.08,6.01,17.61,98.93,-15.62,20.65,-6.01,15.91,-10.13,97.22,-26.37,-12.94,12
-3.21,-16.41,14.01,1.17,0.54,0.88,-4.23,15.58,12.48,-2.54,-1.12,-2.44,13
-2.98,-16.45,14.13,1.32,-1.32,0.83,-4.3,15.73,12.35,1.07,-1.61,0.24,13
-2.79,-16.25,14.32,0.68,-1.42,0.68,-4.15,16.0,12.26,-2.2,-0.44,-2.34,13
-2.81,-16.42,14.21,-0.2,-4.64,0.39,-4.26,15.91,12.45,1.51,-3.47,1.71,13
-2.92,-16.33,14.08,-0.39,0.54,0.63,-3.9,15.99,12.58,1.9,-2.34,0.24,13
